,Status
12927,0
105757,0
84996,0
22737,1
69215,0
106338,0
4047,0
83474,0
119433,0
81733,0
64267,0
48921,0
39009,1
4915,0
100581,0
8168,0
127899,0
18372,0
6276,1
105971,1
43359,0
42997,1
12980,0
91518,0
36942,0
15929,0
94252,0
11474,0
65913,0
92149,0
105222,0
61375,0
16900,0
83988,0
7676,0
119413,1
67307,0
1839,0
124044,0
38759,0
30429,0
32714,1
100582,0
61182,0
16771,0
105170,0
77828,0
61949,0
39769,0
111788,0
220,1
135993,1
135812,1
90064,0
101210,0
41147,0
82321,0
59449,0
97606,0
57264,0
125298,0
103725,0
83689,0
115723,1
127650,0
44077,0
29277,0
9018,0
88195,0
8757,0
13562,0
2497,0
59655,1
36595,0
132017,0
20706,1
65719,0
113878,0
21810,0
11715,1
49670,0
46903,0
104355,0
34045,0
103956,0
40679,0
125175,0
86938,0
96830,0
99454,1
42057,1
109201,0
37522,0
82017,0
20137,0
41287,0
34459,0
99447,0
90780,0
6358,0
42383,0
86689,1
71132,0
1533,0
44211,0
12206,0
131266,0
27254,0
96865,0
89731,0
114764,0
94723,0
67689,0
99561,0
23784,0
29965,0
38661,0
19009,0
103190,0
32104,0
55502,0
14198,0
132458,0
12798,1
11682,1
64058,0
31135,1
28483,0
124895,0
11743,0
80197,1
83871,0
67375,0
5742,0
121912,0
15350,0
5917,0
101320,1
60211,0
50105,0
100573,0
109718,0
16239,0
133468,1
14156,1
51376,0
119903,1
54648,0
79294,0
128061,0
12919,0
18362,0
10079,1
109001,0
55159,0
19945,0
51810,0
110735,0
101214,1
16169,0
70314,0
72688,0
53513,1
2666,0
89985,1
43190,0
111744,0
112763,0
40109,0
119350,0
51594,0
37301,0
62086,0
76799,0
77109,0
3893,1
88674,1
35472,0
47022,0
113661,0
91877,0
14250,0
43887,0
40546,0
54480,0
55880,0
57119,0
85160,0
103390,0
126118,0
83016,1
62113,0
122886,0
80286,0
85670,0
50677,0
64273,0
109280,0
19045,0
99562,0
25472,0
14030,0
89210,1
32024,0
126942,1
113344,0
38910,0
82146,0
112882,1
120273,1
31843,0
122411,0
63692,1
59552,1
114241,0
27226,1
100332,0
110393,0
4596,0
69430,0
18674,0
21227,0
56644,0
120977,1
8132,0
58996,1
30,0
126158,0
101761,0
111657,0
18679,1
38887,1
9535,0
49972,0
83199,0
85869,0
93641,0
38202,0
56490,0
103911,1
118322,0
56698,0
76986,0
43261,1
90354,0
23096,0
19590,0
50605,0
28734,0
52753,0
92156,0
101582,0
48275,0
105652,1
31757,0
21221,0
88141,0
60048,0
79805,0
22788,0
71913,0
97412,0
67244,1
41543,1
119762,0
20999,0
106851,0
41306,0
118548,1
89098,0
113243,1
13989,1
86045,1
110930,0
11722,0
64061,1
6679,0
15868,1
117404,0
32964,0
116604,1
14256,0
97048,1
11068,0
3141,1
48547,0
116615,0
91620,0
39498,0
87968,0
8549,0
53990,0
21833,1
128520,0
25821,0
38555,0
123967,0
133151,0
26098,0
109137,0
60118,0
32085,0
1757,1
19015,1
68813,1
119087,0
74087,1
78615,1
123951,0
77565,0
68821,0
97565,0
69102,0
16854,0
25633,0
57170,0
89835,0
133759,0
5647,0
109530,1
6112,1
2519,0
81818,1
82224,0
22500,0
57826,1
18862,0
49304,0
22246,0
121063,0
122639,1
120756,0
28215,0
4038,1
63891,0
64229,0
29390,1
100824,0
100227,0
47341,1
37470,0
910,0
72559,0
95228,1
7731,0
103093,0
7181,0
76967,0
66277,0
61053,0
87251,0
6690,0
27013,1
116054,0
13153,0
122540,0
11575,0
3560,0
107828,1
405,0
36029,0
133873,0
37430,0
114342,1
111973,0
108738,0
74208,0
94575,0
49813,0
14105,1
15309,0
88634,0
105022,1
61601,1
40957,0
28959,0
23235,0
86646,0
89995,0
129469,1
114952,0
32864,0
28050,1
110855,0
94477,0
128239,0
127940,0
124508,0
59043,0
84694,0
106468,0
29269,1
86752,1
78408,0
65701,0
15068,0
131431,0
63727,0
22517,1
135528,0
37268,0
9429,0
119479,1
2942,1
1732,0
109353,0
72933,0
124270,0
83217,0
34026,1
39802,0
122890,0
66513,0
22632,0
26887,0
52166,0
64167,0
37788,0
58043,0
29989,0
12006,1
113191,0
128621,0
126011,0
92133,1
111559,0
73819,1
24126,0
98169,0
75459,0
10842,0
67627,1
46006,0
17925,0
47786,1
38120,1
50920,1
62356,0
36396,1
64310,0
76962,0
89357,0
13831,0
22355,1
60179,0
40200,0
95783,0
13488,0
27340,0
131760,0
70887,0
4201,1
31643,1
3470,0
53760,1
39260,0
129367,0
130175,0
54673,0
51392,0
128198,0
112881,1
118427,0
62625,0
14577,1
119899,0
92474,1
105770,1
56618,0
12505,0
53206,1
133860,0
49073,1
17004,0
104073,0
125811,0
114211,0
29140,0
49374,0
20647,0
6902,1
19184,0
70234,0
94871,0
73907,0
66889,0
135160,0
11382,0
56425,0
107307,0
104920,0
29194,0
99110,0
95291,0
113520,1
36540,0
131767,0
16687,0
42925,0
11709,0
69258,0
128184,0
32979,0
53919,0
52808,0
57344,1
52653,0
7074,0
80687,1
72132,1
13457,0
51839,0
92048,1
43390,0
104289,0
123289,0
11592,0
43024,1
102477,0
2650,0
42059,0
15931,0
33445,0
11264,0
113406,0
80709,0
45953,1
108320,1
96795,0
23094,0
84801,1
93742,0
63823,0
89638,0
133439,0
40655,0
51557,0
35486,0
89702,0
7557,0
71262,1
108090,0
45133,0
22055,0
96310,1
56513,0
73406,0
124933,0
130148,1
1716,0
116181,0
53111,0
73334,0
125951,0
38866,1
45636,1
127425,0
107262,1
55195,1
115680,0
127989,0
129176,0
85169,0
25733,1
6854,1
4037,0
128708,0
12512,0
58389,0
61453,0
5127,0
93678,1
97266,0
23263,1
70355,1
65927,0
13555,0
107533,1
17427,0
134922,0
39529,1
130270,0
83321,0
105858,1
2681,1
79144,0
62114,0
56263,0
2250,1
96448,0
44695,1
124150,1
16830,1
12513,0
12918,0
19553,0
132151,0
426,1
71421,1
64617,1
73197,0
33216,0
8060,0
94050,0
30888,0
134648,0
71044,0
48312,1
17574,1
52381,0
22157,0
55835,0
135894,0
932,0
53324,0
104401,1
124194,1
13064,0
130440,1
76599,1
114715,0
119793,0
75376,0
18461,0
10468,0
124393,1
11694,0
10237,0
135609,0
135861,1
80625,0
124950,0
55733,0
19061,1
2294,0
60196,0
14008,0
104760,0
83257,0
88549,0
121105,1
63296,0
91421,0
86557,0
126078,0
126811,0
77418,1
18942,1
43184,0
94462,1
40021,0
115046,0
110889,1
47184,0
60238,0
48284,0
78377,1
89771,0
25550,0
18780,0
14045,1
126739,0
6885,0
23013,0
105931,0
25386,1
116271,0
34711,0
100254,0
84680,0
132177,0
8567,0
105121,0
121243,0
101413,0
52946,0
5092,0
16753,1
1381,1
5030,0
97863,1
99602,0
59415,0
120226,0
83050,0
131631,0
115304,1
8871,1
116316,1
26457,0
134780,0
11797,0
27080,0
130699,1
15981,0
135907,0
42187,1
128533,0
101432,0
89806,1
120794,1
101208,0
116803,0
96121,0
10378,0
42073,0
3838,0
5661,0
36077,0
63611,0
26886,0
98929,0
62094,0
115468,0
52208,1
1905,0
93910,0
112941,0
12251,1
69692,0
109795,0
82863,1
135001,0
46772,1
76490,0
5673,1
58687,0
2461,0
11905,0
51446,0
6803,0
113839,0
90212,0
15526,0
28590,1
133187,0
98590,0
12671,1
36446,0
114568,0
97314,1
64655,1
2604,0
49441,0
83018,0
20919,0
10581,0
15223,1
7811,1
41590,0
1636,0
126319,0
119592,0
5116,0
91738,0
124464,0
128957,0
13830,0
99504,0
104632,0
102186,1
76251,0
89416,0
79146,0
72401,0
17379,0
102551,0
45915,0
22243,0
64221,0
101259,0
73685,1
124716,0
72181,0
68231,0
53645,1
61490,1
43705,1
35966,0
58498,0
64760,1
67837,0
97688,0
98154,0
44654,0
58367,1
107782,0
135704,0
48277,0
42323,0
22104,0
108072,1
110603,1
42001,0
40334,0
20912,0
75107,0
102704,1
25619,0
122861,0
3579,1
21235,0
73660,0
36861,0
26532,0
69649,0
96276,0
31002,1
90387,0
129723,0
62083,0
34232,1
4996,1
48829,0
23622,0
91604,0
3552,1
112658,1
126486,0
104745,1
45540,0
67149,0
70822,1
38302,1
100595,0
26273,0
73026,0
10494,0
123565,1
51692,1
75963,0
52990,0
115332,0
102808,0
64720,1
129706,1
1158,1
54858,0
88521,0
73440,1
124878,0
104994,0
82157,0
53094,0
58259,0
12092,0
116948,0
38512,1
6817,0
6868,0
258,0
122106,1
92868,1
8801,1
79142,0
68646,0
25826,0
91409,0
92454,0
30549,0
80836,0
128560,0
2472,1
61291,0
65440,0
88564,0
44622,1
4142,1
11693,1
63276,1
83303,0
55133,1
18683,1
2177,0
67670,1
36984,0
119995,0
73231,0
49058,1
21829,1
105405,0
107972,0
33588,0
77145,0
64396,0
55546,1
648,0
54490,0
26455,0
111167,0
122289,1
13106,0
71550,0
67088,1
97850,0
98681,0
118410,1
29502,0
70084,1
19058,0
126135,0
60480,0
81412,0
92895,0
62236,0
81242,0
23854,0
88802,0
19528,1
77277,0
39661,0
89123,0
93968,0
122556,1
121448,0
13755,0
39756,0
74659,0
61080,1
79591,0
31651,0
48879,1
31259,0
75954,1
55357,0
20786,0
32383,0
97299,0
121265,0
62432,0
94383,1
129994,1
80794,0
90634,0
78922,0
115093,0
10263,0
117631,0
54463,0
18691,0
120055,0
5557,0
41946,0
27255,0
768,0
79949,1
61805,1
52470,1
8142,0
37846,0
107546,1
98492,1
109257,0
15073,1
11207,0
22510,0
65461,0
35018,1
107132,0
122753,0
45100,0
68426,0
103458,1
68025,1
45814,0
131244,0
15259,0
30655,1
39379,0
37473,0
134312,1
81137,0
51031,0
36847,0
108278,0
37901,0
54590,1
17192,0
1800,0
13377,0
132089,1
60210,0
42922,1
50125,0
9007,1
84692,0
117080,0
109582,0
108780,0
61568,0
50169,0
54827,0
34539,0
85862,0
75177,1
69611,0
45132,0
45974,1
108599,0
2595,0
73175,0
35210,0
110028,0
105451,0
4423,0
68185,1
34575,0
53646,0
68397,0
21313,0
100802,0
8897,1
25695,0
66454,0
49909,0
81094,0
18132,1
134725,0
51138,0
11606,0
66746,0
108801,1
109698,1
92369,0
32287,0
76039,0
4619,1
28222,1
64383,0
106238,0
24195,0
59999,1
45577,1
23620,0
134724,1
124204,0
115538,1
58130,0
24467,1
97434,0
89578,0
68383,0
14379,0
52650,1
27855,0
123204,0
8568,0
85189,0
84367,1
57554,0
18767,0
132609,0
87781,0
57405,0
29839,0
62910,0
40704,0
69677,0
61130,0
10861,0
100805,1
8476,1
71266,0
40345,0
92435,0
21265,0
110563,0
110591,0
3924,0
83764,1
77111,0
24487,0
46346,1
44765,1
85432,0
114603,0
47193,1
46686,1
130314,0
59070,0
129876,1
129523,0
132522,0
79173,1
71231,0
102800,0
47515,0
48524,0
102165,0
114629,1
52360,0
40574,0
131383,0
39208,0
35265,0
51187,0
33202,0
129757,1
112210,0
45386,0
77933,0
107639,1
71535,1
65553,0
129115,0
52278,0
83064,0
110508,0
72180,0
52670,0
19834,0
79871,0
121068,0
76999,0
43304,0
52972,0
73594,0
63807,0
1210,0
102745,0
129384,0
102322,0
36484,0
4520,0
134462,0
91345,0
131230,0
49655,0
83209,0
103148,0
23214,1
30685,1
112303,0
52100,0
55003,0
95945,0
12377,1
15180,0
41409,0
66987,1
92402,0
68643,0
27508,0
65246,0
67899,0
51787,0
13538,0
42314,1
130462,0
112235,0
24449,0
15263,0
126979,0
106062,1
102440,0
94842,0
35992,0
37746,0
17593,0
106160,0
48055,0
103175,0
20790,0
65625,0
112377,0
8333,1
83462,0
125048,1
104612,0
91722,0
70711,0
11481,0
97781,1
74919,0
90333,0
128632,0
101188,0
99930,0
87701,0
58115,1
34999,0
4466,0
15813,0
134470,0
13918,0
34749,0
70018,1
134377,1
9595,0
109131,0
75767,0
95753,0
85041,0
78968,0
1884,0
130210,0
65627,0
49740,1
52497,0
15375,0
131020,0
100199,1
71634,0
61806,0
25454,0
66880,1
66004,0
4627,1
59544,0
34830,1
59264,0
106800,0
124394,0
113841,0
17517,0
87917,1
36002,0
46944,0
72403,0
112766,0
122465,0
119061,0
97489,1
85209,0
105582,0
32122,0
69937,0
72052,1
24510,0
134728,0
4254,0
113373,0
32860,0
30243,0
89011,0
41503,0
41142,0
20723,0
10620,1
22044,0
118698,0
45216,0
59580,0
118411,0
96103,0
19724,0
124567,0
103324,0
90072,0
110945,1
34856,0
83398,1
5887,1
117488,0
46252,1
117303,0
132567,0
7496,0
73778,0
83752,0
81714,1
114472,0
58265,0
86081,0
31603,0
65837,0
97899,0
41819,1
25672,1
61781,1
69083,0
96088,0
135804,0
25607,1
2003,1
15758,1
92112,0
46891,1
65923,0
81858,0
13160,0
54142,0
127291,0
69388,1
68598,0
23347,1
6349,0
32155,0
102349,0
40596,0
132707,0
92066,0
53510,0
94380,0
4010,1
61616,0
113840,0
79077,0
99531,0
98258,0
65353,1
83912,0
49957,0
117141,0
36890,0
1992,0
95792,0
74633,0
79821,0
59328,0
90219,0
115348,0
13832,0
103039,0
55651,0
86415,0
99666,0
87499,0
1145,0
90169,0
102363,1
54826,0
62915,0
25712,1
17807,0
49588,0
37264,0
5650,1
111694,1
95116,1
7238,0
81453,0
66523,1
92990,0
66562,0
31832,1
75605,0
58763,0
71178,0
27150,0
130379,0
12412,0
39308,0
40944,0
124059,0
44507,0
113322,0
113642,0
91622,1
83485,0
117039,0
58976,1
59724,1
127306,0
97560,0
60922,1
87773,0
115171,0
64763,0
97794,1
130497,0
54395,0
118179,0
51700,1
66155,1
89645,0
17734,0
27875,0
103545,1
68164,1
99497,0
11422,0
97235,0
22567,1
129171,1
13084,0
12923,0
42048,0
27993,0
108898,0
49030,0
87254,0
27139,0
55290,0
131866,1
68381,1
25777,1
70665,0
59059,0
5786,0
23998,0
121374,0
16154,0
31803,0
83515,0
1688,0
57262,0
70680,0
26573,1
89177,1
45543,0
131928,0
24587,0
136084,1
71818,0
14931,0
1535,0
67833,1
101983,0
128878,1
44213,0
67255,0
1440,0
135096,0
79791,1
114496,0
49511,0
52430,0
103254,1
34526,0
104166,1
104947,0
37524,0
15855,1
13104,1
101565,0
48613,1
16272,0
58802,0
131130,0
33846,0
8846,0
45154,0
99503,0
135265,0
125145,0
38433,1
43393,0
83908,0
16973,0
51966,0
98916,1
961,0
51671,0
48887,1
18175,0
78301,0
129789,0
37161,0
105029,0
101786,0
9528,0
5749,0
77859,0
77697,1
105244,0
63113,1
99822,0
29924,1
105957,0
117736,0
38215,0
34885,1
45500,0
52980,0
32914,0
69798,1
15498,0
102610,1
116932,0
112608,1
18184,0
118620,0
22859,1
11416,0
41519,0
71380,0
24559,0
108379,0
74769,0
34487,0
25943,1
61378,1
46442,0
39043,0
26047,0
57029,0
117786,0
65334,1
20616,1
102783,0
56094,1
35397,0
85288,0
132732,0
27030,1
39662,0
43720,0
132041,0
59883,0
127962,0
21202,1
63643,0
64627,0
100796,1
104747,1
36322,0
54361,1
93164,1
33792,0
5857,1
113270,0
40126,0
67289,0
76993,0
126840,0
1806,0
56991,1
127133,0
66269,0
30210,1
741,1
6614,0
95045,0
12782,0
1338,0
72483,0
35482,1
109471,1
54860,0
78440,1
29913,0
41968,1
52566,0
134135,1
65177,0
12815,0
123900,0
70176,0
128106,0
72731,1
36347,0
98047,0
11079,0
62520,1
91943,0
87704,1
41239,1
28318,1
56109,0
15317,0
58315,0
44617,0
32369,0
111893,0
52705,0
113240,0
32601,0
78284,0
132754,0
133808,0
73418,0
104048,1
65537,0
121595,1
19804,1
31953,1
17519,1
73184,0
69753,0
82509,0
133881,1
12572,0
13185,0
6594,0
79796,0
37339,0
32272,0
38154,0
51799,0
37817,1
99118,1
739,0
46343,1
3979,0
23474,0
83544,0
81179,0
228,1
114642,0
123667,1
131296,0
42392,0
16975,0
110272,0
65387,1
71449,0
92120,1
114553,0
81308,0
23488,0
62313,1
56849,0
94446,0
69592,0
126432,0
51492,0
105676,0
39959,0
114040,0
80239,0
82393,1
70982,0
17456,0
114434,0
99307,0
15360,0
67925,0
76432,1
76963,0
100895,0
119561,0
107742,0
113323,1
92225,1
58251,1
1111,0
54278,0
119604,0
115057,0
102849,0
77622,0
65626,0
115501,0
31237,0
43453,0
43687,0
8116,0
112050,0
14068,0
1369,0
76969,0
112442,0
48393,0
91567,1
99463,0
94034,1
73711,0
50012,0
55829,0
70681,0
80372,0
120651,0
56639,0
32113,0
47243,0
1188,1
110553,0
4117,0
134866,0
6493,0
107865,1
95692,0
107744,0
45618,0
56004,1
7937,0
98065,0
65198,0
86565,0
106168,0
135890,1
63747,0
27243,0
21628,0
50694,0
22141,0
65007,0
83272,0
50891,0
6140,0
42319,1
125424,0
124209,0
130766,0
122647,0
126093,1
92389,1
3546,0
34225,0
21585,0
102384,0
14578,0
125441,0
106143,1
127226,0
100138,0
83716,0
116179,0
78496,0
3018,1
135457,0
122521,0
120064,0
96182,1
6958,0
63205,0
23695,1
34904,0
51765,0
82147,0
72239,0
100486,0
70163,0
111940,0
46064,0
58641,0
45006,0
21566,0
55424,0
12461,0
64737,1
40874,0
34934,0
8359,0
2053,1
20744,1
85787,1
93097,0
49541,1
51111,1
119552,0
108459,0
4932,0
44337,0
13633,1
16664,0
54255,0
57962,0
61654,0
131726,0
28468,0
115785,1
81559,0
100984,1
106025,0
51864,1
74346,0
3281,0
46190,1
37936,1
74928,0
14508,0
135150,0
5886,0
24116,0
23291,0
49121,1
9701,0
79686,0
90276,0
62742,1
13875,0
42886,0
68474,0
132297,1
81004,0
86586,0
3578,0
100456,1
123166,1
94829,1
753,0
32891,0
106045,0
17066,0
16711,0
101029,0
65422,0
38703,0
62406,0
93042,1
82728,1
68459,1
26088,0
27324,0
73363,0
81806,0
42365,0
135969,0
104541,0
75806,0
114467,1
26071,1
40924,0
42908,1
54758,0
26728,0
128829,1
55873,0
79109,0
26617,1
89486,0
103218,0
111405,1
131393,0
66767,1
56903,0
16492,0
127369,0
130065,0
110156,0
90461,0
70504,0
37675,0
35878,0
52713,0
101300,1
24937,0
59887,1
3764,0
111328,0
103307,1
26264,1
67403,0
52861,0
90902,0
129309,0
132933,0
135929,0
20987,0
19525,1
43743,0
126760,1
23093,1
80110,0
2162,0
119608,0
87028,1
81017,0
40104,0
112634,1
3589,0
20673,0
6189,0
6663,0
16690,0
51238,1
126000,0
52848,0
76779,0
53350,1
90443,0
38060,0
38172,1
82196,0
57440,0
129517,0
105422,0
27639,0
67418,0
46086,0
84243,1
27238,0
20211,0
94954,1
130179,1
38794,0
82975,0
95875,0
43173,0
72289,1
112844,0
98964,0
116684,1
899,0
36782,0
101777,1
92267,1
126285,0
127975,0
15361,0
60560,0
4546,0
71452,0
43962,0
31376,0
53781,1
105893,0
83672,0
6149,0
14828,0
13276,0
4178,0
30271,1
25800,0
90552,0
64589,0
92485,0
121586,1
23639,0
103225,0
122274,0
61613,1
61557,1
94563,1
82608,1
61382,1
88823,0
104526,0
78045,0
73304,1
81709,0
97696,0
89425,0
39248,0
86811,0
13494,1
27577,0
13042,0
104352,0
89236,0
29893,0
100915,0
75978,0
16992,0
113237,1
10594,0
83216,1
93821,0
85872,1
98875,0
97263,0
30238,0
11355,0
104754,0
20354,0
111440,1
76818,1
101747,1
32103,0
230,0
8695,1
126706,1
84618,0
5489,0
44777,1
15188,0
26600,0
17851,0
23108,0
118531,1
7375,0
27732,1
55912,0
16476,0
16466,0
97071,0
73136,0
134332,0
87500,0
9890,0
27177,0
46653,1
3303,0
88262,0
118006,0
62933,0
102217,0
85521,0
129646,1
76822,0
101717,0
43196,0
39796,0
118789,0
109073,0
53498,0
109798,0
125654,0
109080,0
17921,0
8541,1
22390,0
106453,0
32010,1
117981,0
41955,1
107330,1
53459,0
77934,1
28474,0
135269,1
79752,0
41904,0
110070,0
116351,1
19967,0
20909,1
131650,0
53020,0
99876,0
120143,0
81167,0
76721,1
91316,0
34126,0
99386,0
71176,0
86648,0
121215,0
131783,0
22168,1
96919,0
134966,0
15060,1
133206,1
131622,1
7210,1
24373,0
28653,0
75500,0
36006,0
12010,0
11127,1
84277,0
129724,1
2733,1
79964,0
64811,0
40377,1
117708,0
21742,0
61025,0
126212,0
46739,1
93324,0
58431,0
129013,1
28091,0
11070,0
50465,0
52281,0
75822,0
123908,0
33238,0
94442,1
98059,0
10616,0
58190,0
80134,0
47855,0
96938,1
94481,0
93795,0
105098,0
1782,0
57121,0
133838,0
45197,0
47131,0
134830,0
103551,0
23831,1
37343,0
134590,0
129613,0
107328,0
121287,0
85563,0
46075,1
69948,0
95466,0
24885,0
62017,0
111876,0
31619,0
52400,0
90833,0
84751,1
26775,0
106106,0
74382,1
10072,1
10939,0
26633,1
40218,0
22716,0
12812,0
181,0
30189,1
77977,0
14027,0
119072,0
99175,0
1006,0
125810,0
105645,0
36207,0
123554,0
45307,0
113875,1
109196,0
66544,0
115546,0
68205,0
122305,1
119123,0
43848,0
72620,0
90067,1
16468,1
57398,0
73088,0
59460,1
86688,0
38729,0
5682,0
10087,0
133409,0
81717,0
99594,1
48844,0
22065,1
113827,0
134347,0
119215,1
85747,0
125889,1
111101,0
123202,0
44686,0
118042,0
58330,0
131847,0
40902,0
36751,1
9737,1
7609,0
49389,0
128465,0
68413,1
11214,0
7231,1
37087,0
72149,0
34585,0
71646,0
52086,0
118736,1
124649,0
52200,1
106405,0
130052,0
133556,0
15816,1
92423,0
96352,0
75714,0
36513,0
48866,0
14211,1
110835,0
69240,0
36481,1
122483,0
89268,0
115805,0
74227,0
54686,0
31468,0
72151,0
35027,0
84092,0
50543,0
58384,0
55573,1
2303,0
100323,0
113993,0
538,0
2453,0
36900,0
135117,0
130748,0
59571,1
50498,0
18840,1
119695,0
29356,0
9974,0
80045,0
72335,0
86958,1
96415,1
26947,0
95554,0
60642,0
93654,0
76094,0
63674,1
125886,0
66300,0
20509,0
82100,1
102632,0
4400,0
12805,0
44703,0
68418,0
103518,1
115072,1
55432,0
94392,0
39325,0
104486,1
129360,1
21955,0
103017,0
84506,0
117581,0
30212,1
72175,0
33180,0
31359,0
101242,1
15971,0
87930,0
127203,0
131223,1
66439,0
38121,0
99550,0
125785,0
66820,0
20141,1
60324,0
120548,0
61619,0
48198,0
134968,1
43791,0
76854,0
117068,0
24897,0
1023,0
18645,1
133638,0
29471,0
32341,1
22870,0
80275,1
120830,0
103943,0
46500,0
89026,0
115038,0
126217,0
64446,0
82531,0
37752,0
2283,0
103210,0
71733,0
56527,0
116838,0
134507,1
51382,0
36819,1
36928,0
103631,0
128940,0
8765,0
889,0
99161,0
35401,0
58984,0
74673,0
113750,1
135863,0
53330,0
61566,0
119135,0
46318,0
5224,0
59710,0
134676,0
47904,0
47471,1
82009,0
26574,0
77997,0
124479,0
96582,1
96345,0
75650,0
49790,0
78125,0
113210,0
132148,0
94318,0
30581,1
4949,1
83518,0
46003,1
85236,0
106389,1
90723,0
87321,1
101020,0
38087,0
46927,0
43113,0
120184,0
71773,0
80947,0
97613,1
14171,0
53719,0
123214,0
88283,0
7571,1
69760,0
18803,0
3459,0
128734,0
33576,0
71332,1
46231,0
45226,0
35464,0
37539,1
121208,0
52871,1
39123,0
6521,0
28911,0
47331,1
94761,0
105705,0
47491,0
45301,0
47852,0
95908,0
84204,0
79726,0
50464,0
34843,0
79936,1
30103,0
106001,1
78439,0
135746,0
70363,0
46690,0
27945,0
8461,1
92291,0
25456,0
108702,1
75788,0
70849,1
48719,0
42549,0
42983,0
18403,1
28512,1
8661,0
10780,0
84409,0
69695,1
66776,0
109852,1
79739,1
82187,0
73291,0
19350,0
103408,0
24475,0
22968,0
30591,0
32297,0
78248,0
40291,1
84355,0
56763,0
87651,1
105672,0
74569,0
37932,0
59798,1
44752,0
130414,0
100083,0
47873,0
127494,1
3677,0
119493,0
26634,1
70757,0
13095,0
45081,0
19389,1
27780,0
8892,1
15383,0
75495,0
75131,1
107063,0
113836,0
58550,0
58580,1
18671,0
4957,0
114521,0
95756,1
115588,0
42330,1
26484,0
20604,0
83657,1
114863,0
58827,0
128209,0
3063,1
36797,0
96640,0
57267,1
71814,0
18306,1
124151,0
86262,1
74615,0
51774,0
80616,1
130569,0
96503,0
32251,0
64495,1
5758,0
87765,1
101037,0
46207,0
31291,1
44793,0
135957,0
53303,1
115935,1
135498,1
32173,0
111921,0
19666,1
79551,0
98733,0
92207,0
103004,0
85221,0
2149,1
126682,0
8793,0
131030,0
129018,1
67062,0
90654,0
11444,1
9779,0
82037,0
5420,0
34105,0
10037,1
60723,0
80125,1
70300,1
107296,0
96152,0
70893,0
75543,0
134768,0
26851,0
43570,1
132911,1
32330,0
129542,0
60919,0
37896,1
59489,0
112354,0
90548,0
10001,1
84869,0
111707,0
7901,0
28737,0
133153,1
63388,1
35915,0
123943,1
75411,0
106766,0
85714,0
48675,0
120079,0
18854,0
124578,0
75794,0
36738,0
25561,0
77456,0
3226,0
104055,1
93084,0
10067,0
108958,1
22323,1
46349,0
14462,0
35086,0
9132,0
67004,0
49430,0
38024,1
106476,0
122836,0
10863,0
18082,1
74306,1
21933,1
67881,0
59587,1
4149,1
26290,1
6286,1
29867,0
56929,0
9295,0
77419,0
120912,0
104088,1
37834,0
102640,1
53734,0
115565,1
85728,1
2275,0
36050,0
23249,0
90187,0
94129,1
12855,0
104808,0
74787,1
6934,1
49257,0
33518,0
96813,0
50748,0
87474,0
15980,0
129195,0
26361,0
65847,0
77021,0
78030,0
22554,0
93240,0
77267,0
62474,1
4220,0
104281,1
37433,1
40013,0
117989,0
73860,0
18080,1
125858,0
88392,0
39633,1
84934,0
77660,0
107236,0
37821,0
85171,0
69419,1
47185,1
10428,0
73135,0
81395,0
32235,0
64357,0
54613,0
106738,0
62890,0
25970,1
115966,0
61012,0
134970,1
99695,1
6401,0
29731,0
26433,1
51641,0
121854,0
103049,0
55814,0
31256,0
23308,0
94423,0
60630,0
40873,0
5756,0
98048,0
28753,0
86532,1
115030,0
17371,0
94853,0
114652,0
64882,0
106382,0
118293,1
65974,0
12704,0
126021,0
5468,1
32712,0
6740,0
14810,1
66857,0
13595,0
71220,1
130625,0
129828,0
17572,0
32199,0
48162,1
91337,0
31613,0
128281,0
30052,0
108479,0
31453,0
93762,0
33637,0
107722,1
97279,0
101627,0
80318,0
119571,0
66939,0
13360,0
57133,0
135571,0
48741,0
109874,0
110060,1
26889,0
110260,0
135507,1
27251,1
93089,1
85417,1
64965,0
77897,1
104080,0
87450,0
43477,0
17467,1
92619,0
8574,0
107375,1
129491,1
101572,0
15789,0
83545,0
106590,0
45057,1
116828,1
51213,0
56960,1
14480,0
71758,0
13182,0
28485,0
75961,0
80464,0
132622,0
28235,1
73603,0
50578,0
73637,0
91040,0
35385,0
125538,0
72446,0
130733,0
15413,1
64009,0
134896,0
32403,0
125214,1
42207,0
67192,0
40970,0
67813,0
133589,1
58697,0
7747,0
136186,0
53711,0
92869,0
31896,0
99870,0
133492,0
82816,1
58074,0
112972,0
105339,0
59753,0
88481,0
6146,0
135619,0
55461,0
10770,0
119050,0
112568,0
57279,0
55553,0
68925,0
100858,0
48016,0
66196,0
46650,1
29093,0
71164,0
24869,0
41666,0
66822,1
24324,0
79601,1
132516,0
21063,0
30860,0
32219,0
77147,0
129447,0
32948,0
119097,1
130103,0
8017,0
42803,0
10423,0
2169,1
73626,0
37308,0
135470,0
65549,0
97993,0
20635,0
81428,0
109239,1
112826,0
41262,0
20058,0
57873,0
1702,0
54666,0
31917,1
103713,0
80410,0
89591,1
13310,0
99440,0
99845,0
134108,0
39666,1
70996,0
80359,1
112640,0
134152,0
90044,0
81482,0
67673,1
90375,0
97220,0
32256,1
69034,0
31041,0
40966,1
116906,0
124651,0
14072,0
56499,0
117306,0
88563,0
43097,0
85520,0
7347,1
125699,0
3683,0
117273,1
59389,0
101919,0
38355,0
