,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
4925,1,77,12416.94,0,11.85073,11,2,1,0,0,0,1,1,0,0,0,0,1,1,0,240.1149,1672.619185,0,0,1,0,1,0,0,1,0,0,0,1
4926,1,87,61291.33,1,7.978417,19,1,1,0,1,0,1,1,0,1,0,0,1,0,1,172.4404,2123.830793,1,0,0,1,0,0,1,0,0,0,0,1
4927,1,33,22611.29,1,7.681675,12,0,1,0,1,0,1,1,1,1,1,1,1,1,1,290.1604,1130.542862,0,1,0,1,0,0,0,1,0,0,0,1
4928,3,60,38317.73,1,10.62687,11,1,0,0,0,0,1,1,1,0,0,1,1,1,1,222.6654,2100.528824,0,1,0,1,0,0,0,0,1,1,0,0
4929,3,30,13500.74,0,10.85047,12,0,1,1,0,0,1,1,0,1,0,1,0,0,1,179.9656,1180.250198,0,1,0,0,1,0,0,1,0,0,0,1
4930,1,35,3773.39,1,12.66151,12,0,1,0,0,0,1,1,0,0,0,0,1,1,1,207.6386,808.6437867,0,0,1,1,0,0,0,0,1,1,0,0
4931,0,22,21413.24,1,9.757323,9,1,0,1,0,0,1,1,1,1,0,1,1,1,0,277.6375,1316.360571,0,1,0,1,0,0,0,1,0,1,0,0
4932,1,70,10832.15,0,6.973723,18,2,0,0,1,0,1,1,0,1,1,0,0,0,1,179.9794,1024.783162,0,1,0,0,1,0,0,1,0,0,1,0
4933,3,19,84674.6,0,9.809836,10,1,0,0,0,1,1,1,0,0,1,1,0,0,1,149.9928,1708.389751,1,0,0,1,0,0,1,0,0,0,1,0
4934,0,41,6204.51,1,11.15744,13,0,1,0,0,0,1,1,0,1,1,1,0,1,0,194.9992,701.4431106,1,0,0,0,1,0,0,0,1,0,0,1
4935,1,65,63911.85,0,5.788391,11,1,0,0,0,0,1,1,1,0,1,0,0,0,1,160.0013,1536.961227,0,0,1,0,1,0,0,1,0,0,0,1
4936,0,78,8086.98,0,14.11524,8,1,0,0,1,0,1,0,0,0,1,0,0,1,1,139.965,1304.494778,1,0,0,1,0,0,1,0,0,0,0,1
4937,3,57,8348.29,0,3.232997,11,1,0,0,1,1,1,0,0,1,0,1,0,0,1,114.9838,1251.456656,0,0,1,0,1,0,0,0,1,1,0,0
4938,0,74,13744.9,0,7.488474,10,0,0,0,0,0,1,1,1,0,0,0,0,0,1,147.4783,1026.949787,0,1,0,1,0,0,0,1,0,0,0,1
4939,2,21,5436.21,0,12.78207,12,1,0,0,0,1,1,0,0,1,1,0,0,1,0,182.4608,618.5873585,0,0,1,1,0,0,0,1,0,1,0,0
4940,2,75,8231.55,1,8.741825,12,2,1,0,1,1,1,0,1,1,1,0,1,1,1,245.1457,1601.761071,1,0,0,0,1,0,0,1,0,0,0,1
4941,1,40,13312.53,1,14.13918,10,3,0,0,0,0,1,1,0,1,1,0,0,1,1,182.49,1951.61509,0,1,0,1,0,0,0,0,1,1,0,0
4942,2,26,29977.3,0,9.662482,12,2,0,0,1,0,1,0,1,1,0,0,0,1,1,172.4555,1056.212192,1,0,0,0,1,0,0,1,0,1,0,0
4943,0,77,28827.57,0,12.27876,17,3,0,0,1,0,1,0,1,1,0,0,1,1,0,232.6228,828.1128045,0,1,0,1,0,0,0,1,0,0,1,0
4944,3,61,25480.46,0,14.93812,9,0,1,0,0,1,1,1,0,0,0,0,0,0,0,112.4844,550.0787433,1,0,0,0,1,0,0,0,1,0,1,0
4945,2,58,29950.17,0,8.468778,13,0,0,0,0,0,1,0,1,0,0,1,0,0,1,127.482,897.0780053,1,0,0,0,1,0,0,1,0,1,0,0
4946,0,54,73010.37,1,13.73496,19,0,0,0,0,0,0,0,0,0,0,1,0,1,1,139.9512,820.8726738,0,1,0,1,0,0,1,0,0,1,0,0
4947,1,60,53256.9,1,5.939411,13,1,1,0,0,0,1,1,0,1,1,0,1,0,0,204.9634,782.2940277,0,0,1,1,0,0,0,1,0,1,0,0
4948,2,45,32955.23,1,12.21135,14,2,1,0,0,1,1,1,0,0,1,1,0,0,0,137.5165,342.5038822,0,1,0,1,0,0,0,0,1,1,0,0
4950,1,45,36961.91,1,9.749035,8,0,0,1,1,1,1,0,0,0,1,1,0,0,0,137.4872,453.9726524,0,0,1,0,1,0,0,1,0,1,0,0
4951,1,85,23170.27,1,5.774549,9,0,0,0,1,1,1,1,0,1,0,1,0,1,0,214.9525,1157.275128,0,0,1,0,1,0,0,1,0,0,1,0
4952,4,57,23142.34,0,8.424871,13,2,0,0,1,0,0,0,1,1,1,0,0,0,1,149.9915,820.2134061,0,1,0,0,1,0,0,1,0,1,0,0
4953,1,51,10090.93,0,6.828347,13,0,0,0,0,0,0,1,1,0,0,0,1,0,1,172.4624,1955.226259,0,1,0,1,0,0,0,1,0,0,0,1
4954,3,66,10219.32,0,7.751726,17,2,1,0,1,0,1,0,1,0,0,0,0,0,0,114.9728,501.6283743,0,1,0,1,0,0,0,1,0,1,0,0
4955,0,27,14624.56,1,10.61552,15,3,0,0,0,0,1,0,0,1,1,0,1,1,0,222.6281,2768.129883,1,0,0,0,1,0,1,0,0,0,1,0
4956,0,25,16057.58,0,11.17837,13,0,0,0,0,0,1,1,1,1,0,1,0,1,1,217.4702,1088.018039,1,0,0,0,1,0,0,1,0,0,0,1
4957,3,48,45688.19,0,8.940009,9,2,0,0,0,0,1,0,1,1,1,0,0,0,0,117.5152,1286.132827,1,0,0,1,0,0,0,0,1,0,0,1
4958,2,89,15207.5,1,8.795566,10,1,0,0,1,0,0,1,0,1,1,0,1,1,0,255.1336,1975.678599,0,0,1,0,1,0,1,0,0,0,0,1
4959,1,30,44881.42,0,9.898238,15,1,0,0,1,1,1,0,0,0,1,0,0,1,0,127.4887,1961.987049,0,1,0,0,1,0,0,0,1,1,0,0
4960,3,77,67829.44,1,10.34444,15,0,0,0,0,0,0,1,0,0,1,0,1,1,1,220.1615,1507.261366,0,0,1,1,0,0,0,0,1,1,0,0
4961,0,46,18634.17,1,10.6092,14,1,0,0,0,1,1,1,1,1,0,0,0,0,0,149.9741,1193.11856,0,1,0,0,1,0,1,0,0,1,0,0
4962,2,65,20659.21,1,10.87952,16,1,0,0,0,1,1,0,1,1,0,0,1,1,0,212.6228,2110.283707,0,0,1,0,1,0,1,0,0,1,0,0
4963,0,31,73134.03,1,13.3432,16,0,1,0,0,0,1,1,0,1,1,0,1,0,1,184.9634,1613.918447,0,1,0,0,1,0,1,0,0,1,0,0
4964,3,43,37461.71,1,10.95773,14,1,0,0,0,1,1,1,0,0,0,1,1,0,0,162.4538,1360.253379,0,1,0,0,1,0,1,0,0,1,0,0
4965,4,40,25163.01,1,11.31745,13,2,1,0,0,0,1,1,1,1,1,1,1,1,0,270.1604,2060.344507,1,0,0,0,1,0,1,0,0,1,0,0
4966,1,28,70500.42,1,13.43679,15,0,0,1,1,0,1,1,1,1,0,0,0,1,1,184.961,2580.274842,1,0,0,0,1,0,1,0,0,1,0,0
4967,2,41,18046.41,1,10.04183,11,1,0,0,1,0,1,1,1,1,0,1,0,1,1,184.9939,688.2220572,1,0,0,1,0,0,0,0,1,1,0,0
4968,4,43,55267.18,0,9.223376,8,1,2,0,1,0,1,0,0,1,1,0,1,0,0,172.4579,1017.061783,0,1,0,0,1,0,0,1,0,0,1,0
4969,4,36,9083.29,0,7.553372,14,0,1,0,1,0,1,0,1,0,1,0,1,0,1,120.0035,745.7123774,0,0,1,1,0,0,0,0,1,0,1,0
4970,0,86,17228.14,0,7.676215,11,1,0,0,0,0,1,1,1,1,1,1,0,0,1,175.0062,814.0807452,1,0,0,1,0,0,1,0,0,1,0,0
4971,2,76,38599.07,1,7.178201,13,2,1,0,0,0,1,1,0,0,0,1,1,1,0,232.624,2174.446655,0,0,1,0,1,0,1,0,0,0,1,0
4973,4,23,41685.06,1,8.560666,11,2,0,0,1,0,1,1,0,1,0,0,1,0,1,192.4404,1594.837225,1,0,0,0,1,0,0,1,0,1,0,0
4974,1,67,15629.94,0,10.25342,9,2,1,0,0,0,1,1,1,0,1,0,0,0,1,140.0013,1562.246266,0,1,0,1,0,0,1,0,0,0,1,0
4975,4,25,55074.9,0,13.7903,7,1,0,0,1,0,1,0,0,1,1,1,0,0,0,127.5067,1195.35168,0,1,0,1,0,0,0,0,1,1,0,0
4976,1,24,2405.39,1,13.40189,16,0,0,0,0,0,1,1,0,0,0,0,1,1,1,240.1149,1419.629707,0,0,1,0,1,0,0,1,0,1,0,0
4977,3,80,51082.1,1,11.48824,10,0,0,0,1,0,1,1,0,1,1,1,1,1,1,287.6427,1292.497362,1,0,0,0,1,0,0,1,0,1,0,0
4978,3,56,35497.4,1,11.20268,12,0,1,0,0,0,1,1,1,1,0,0,1,1,0,265.1283,1422.55591,0,1,0,1,0,0,0,1,0,1,0,0
4979,2,20,54664.15,1,10.83271,7,2,1,0,0,1,1,1,1,0,0,1,1,1,0,255.1417,1470.429882,0,0,1,1,0,0,0,1,0,1,0,0
4980,2,62,100171.6,0,9.570705,15,0,1,0,0,0,1,0,1,1,0,1,0,1,0,164.9647,940.3579408,0,1,0,1,0,0,1,0,0,0,0,1
4981,1,57,36404.87,0,13.91561,11,2,2,1,0,0,1,0,1,0,0,1,0,0,0,95.00571,888.9198648,1,0,0,1,0,0,0,0,1,0,0,1
4982,3,19,46256.01,0,7.65807,14,0,1,0,0,1,1,0,1,1,0,0,0,0,1,137.4686,657.1195012,0,1,0,0,1,0,0,1,0,0,0,1
4983,1,54,54875.71,0,17.82932,15,1,1,0,0,0,1,0,1,1,0,0,0,1,1,172.4555,1784.783191,1,0,0,0,1,0,0,1,0,1,0,0
4984,3,71,12377.36,0,6.157922,13,0,0,1,0,0,1,1,1,0,0,0,0,0,0,127.4783,1424.784732,1,0,0,0,1,0,1,0,0,0,1,0
4985,4,42,45217.59,1,6.072082,16,0,0,0,1,1,1,0,0,0,0,1,1,1,1,200.1185,2705.01162,0,0,1,0,1,0,1,0,0,1,0,0
4986,0,20,41922.65,0,10.92542,7,1,2,0,0,0,1,0,0,1,1,1,0,0,0,127.5067,981.9916887,0,1,0,1,0,0,0,0,1,1,0,0
4987,2,31,60302.79,1,8.426883,8,0,0,0,1,0,1,0,0,1,0,1,1,1,1,242.6143,1763.825951,0,0,1,1,0,0,0,1,0,1,0,0
4988,3,60,42634.06,1,9.884699,13,0,0,0,0,0,1,1,0,1,0,0,1,1,1,230.1344,1256.972232,1,0,0,0,1,0,0,0,1,0,0,1
4989,1,82,54264.21,0,11.60691,10,0,0,0,0,1,1,0,0,1,0,0,1,1,1,197.6288,1045.005193,1,0,0,1,0,0,0,0,1,1,0,0
4990,0,31,27065.02,1,11.37858,9,3,1,1,0,1,1,0,0,1,1,1,0,1,1,162.4937,1678.565511,0,1,0,1,0,0,0,0,1,1,0,0
4991,2,57,10050.85,0,7.018821,11,3,1,0,0,0,1,0,0,0,0,0,0,1,0,114.9658,1343.149177,1,0,0,0,1,0,0,0,1,0,1,0
4992,0,65,25519.32,0,12.86848,10,1,0,0,1,0,1,0,1,1,0,1,0,1,0,152.4884,1039.380833,1,0,0,0,1,0,0,0,1,0,0,1
4993,0,54,40257.26,0,11.06218,14,0,0,0,0,0,1,0,1,1,0,1,1,1,1,245.132,2171.232828,0,0,1,1,0,0,0,1,0,0,0,1
4994,1,82,56646.45,0,8.933365,8,0,2,0,1,0,1,1,1,0,1,0,1,0,1,152.509,1599.244733,0,0,1,0,1,0,0,0,1,1,0,0
4995,3,66,64534.56,1,9.186491,9,0,0,0,1,1,1,1,0,1,0,0,0,1,0,169.9671,1101.466816,0,0,1,1,0,0,0,0,1,1,0,0
4996,1,29,7330.85,1,9.051903,16,0,0,0,1,1,1,1,1,1,1,1,0,1,1,197.5169,1322.416264,1,0,0,0,1,0,0,0,1,1,0,0
4997,7,23,94691.1,0,12.69026,10,4,0,0,0,0,1,0,1,1,1,0,0,0,0,149.9915,1318.798135,1,0,0,0,1,0,0,1,0,0,0,1
4998,2,75,20940.34,0,4.827944,12,0,1,0,1,0,1,1,0,1,1,0,0,0,1,159.9794,1170.945568,1,0,0,1,0,0,1,0,0,0,0,1
4999,2,49,15908.91,0,11.47451,10,0,1,0,0,1,1,1,0,0,0,1,1,0,0,182.4538,772.3849869,0,0,1,1,0,0,0,1,0,0,1,0
5000,2,80,15963.97,0,12.1699,16,0,0,1,1,1,1,1,1,1,0,0,0,0,1,169.9741,3632.236502,1,0,0,1,0,0,0,1,0,1,0,0
5001,2,61,56915.0,0,9.41287,11,2,0,0,0,0,1,1,0,1,1,0,1,0,0,184.9634,5356.543952,0,0,1,0,1,0,1,0,0,1,0,0
5002,1,20,62174.76,0,8.081801,11,0,1,1,0,0,1,1,0,1,0,0,0,1,0,169.9671,5579.99579,0,0,1,0,1,0,0,0,1,1,0,0
5003,1,73,14461.21,0,9.531672,11,2,0,0,1,0,1,0,0,0,0,0,1,0,1,137.4392,3811.689374,1,0,0,1,0,0,0,1,0,1,0,0
5004,3,79,49040.36,0,10.35485,11,1,0,1,0,0,1,1,0,1,0,1,0,0,0,179.9656,4940.355869,0,0,1,1,0,0,0,1,0,0,0,1
5005,0,42,9409.95,0,15.05851,13,1,1,0,0,0,1,1,0,0,0,1,1,0,1,162.4538,3878.380326,0,1,0,1,0,0,1,0,0,0,0,1
5006,0,23,55448.47,0,16.09504,6,0,0,1,0,0,1,0,1,1,0,0,0,0,1,117.4686,6430.574874,1,0,0,0,1,0,1,0,0,1,0,0
5007,4,78,21637.87,0,8.405153,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,139.9568,6123.243244,0,0,1,0,1,0,0,1,0,0,1,0
5008,2,38,15960.73,0,7.861619,13,2,0,0,1,0,1,0,0,0,0,0,0,1,0,127.4421,5870.579573,0,1,0,1,0,0,1,0,0,0,0,1
5009,3,80,47565.61,0,11.69011,12,1,1,0,1,0,1,1,0,0,1,0,1,0,1,162.4676,6554.853473,1,0,0,0,1,0,1,0,0,1,0,0
5010,7,44,29391.86,0,3.925298,6,1,0,0,0,0,1,0,0,1,1,0,0,1,1,149.9845,5877.226772,0,0,1,0,1,0,0,0,1,0,1,0
5011,0,50,10651.08,0,10.25863,15,1,2,0,1,1,1,1,0,0,0,0,1,0,0,169.9447,5754.802766,0,1,0,0,1,0,0,1,0,0,1,0
5012,0,78,13172.44,0,3.191798,11,0,2,0,1,1,1,0,1,1,1,1,0,0,0,142.5007,4815.278288,0,1,0,0,1,0,1,0,0,0,1,0
5014,3,46,27270.24,0,10.91065,13,1,0,0,0,0,1,0,1,1,0,0,0,1,0,152.4555,6715.662535,1,0,0,1,0,0,1,0,0,1,0,0
5015,0,56,24238.16,0,14.22653,4,0,0,0,0,1,1,0,0,0,1,0,0,1,1,127.4887,5477.047906,0,1,0,0,1,0,0,0,1,1,0,0
5016,2,58,46059.68,0,8.198304,13,1,0,0,0,0,1,1,1,1,0,0,1,0,1,162.4818,4983.596064,1,0,0,1,0,0,0,0,1,0,1,0
5017,3,77,18949.61,0,8.912366,10,2,0,0,1,0,1,0,1,0,0,1,1,1,0,202.6362,6398.915423,1,0,0,1,0,0,1,0,0,1,0,0
5018,2,30,52798.88,0,8.51921,7,2,1,0,1,1,1,0,1,1,1,1,1,1,0,257.6549,6388.31821,1,0,0,0,1,0,0,1,0,1,0,0
5019,3,47,68898.0,0,4.46616,16,0,2,0,0,0,1,0,0,0,0,1,0,0,1,104.9643,5552.61263,0,0,1,0,1,0,1,0,0,1,0,0
5020,3,78,48366.56,0,6.528798,6,0,1,0,0,0,1,0,0,0,0,0,0,1,1,127.4421,5942.500538,0,0,1,1,0,0,1,0,0,0,1,0
5021,2,86,8893.59,0,10.65214,11,4,0,0,0,1,1,0,0,1,0,0,0,1,1,149.9378,6514.041653,0,1,0,0,1,0,1,0,0,1,0,0
5022,0,56,26010.99,0,10.30393,9,1,1,0,1,0,1,1,0,0,0,0,0,1,0,159.9476,6256.139215,1,0,0,1,0,0,1,0,0,1,0,0
5023,3,70,15652.5,0,9.0983,12,0,0,1,1,0,1,0,1,0,1,0,0,1,0,130.0064,4983.295874,0,0,1,1,0,0,0,0,1,0,1,0
5024,0,47,74989.44,0,8.300567,11,0,1,0,0,0,1,1,0,0,0,0,1,1,0,240.1149,5148.276996,1,0,0,1,0,0,0,1,0,0,1,0
5025,4,27,11672.97,0,12.14009,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,159.9349,5459.257498,1,0,0,0,1,0,0,1,0,0,1,0
5026,6,56,14960.01,0,15.67128,10,1,1,0,1,0,1,0,0,0,1,0,0,1,1,159.965,4132.534649,0,1,0,1,0,0,0,1,0,0,1,0
5027,1,35,50881.49,0,3.854347,8,0,0,0,1,0,0,0,1,1,0,0,0,1,1,139.9792,5065.133843,0,1,0,0,1,0,0,0,1,1,0,0
5028,3,23,39706.57,0,16.28343,15,0,0,0,0,1,1,0,1,1,1,1,0,1,1,197.4876,5979.686067,0,1,0,0,1,0,0,1,0,1,0,0
5029,0,53,12611.76,0,11.6702,14,1,0,0,0,0,1,1,0,1,0,1,0,1,0,194.9525,6200.93166,1,0,0,1,0,0,1,0,0,0,0,1
5030,4,18,59664.26,0,8.551016,14,0,0,0,1,0,1,0,0,1,0,1,0,1,0,162.447,4434.823362,0,1,0,0,1,0,1,0,0,1,0,0
5031,1,28,9174.42,0,4.592344,11,1,2,0,1,0,1,0,0,1,0,0,0,1,0,137.4616,5851.65666,1,0,0,1,0,0,0,0,1,0,1,0
5032,1,34,62212.25,0,5.524734,14,1,0,0,1,0,1,1,1,0,0,1,0,0,0,159.9875,6105.925473,1,0,0,1,0,0,0,1,0,0,0,1
5033,5,56,23720.93,0,9.35689,10,2,0,0,1,0,1,0,0,0,0,0,1,1,0,175.1331,5832.1205,0,1,0,1,0,0,0,0,1,0,0,1
5034,0,87,14405.88,0,7.65097,14,1,2,0,0,0,1,0,0,0,1,1,1,1,1,212.6415,6205.78959,1,0,0,0,1,0,1,0,0,0,1,0
5035,3,28,35986.11,0,7.179323,13,0,0,0,0,1,1,1,0,1,0,0,0,0,1,167.4564,6152.279339,1,0,0,1,0,0,0,1,0,0,0,1
5037,1,59,31904.93,0,12.43822,13,1,1,1,1,0,1,1,1,1,1,1,0,1,1,197.5169,4549.293713,1,0,0,0,1,0,0,0,1,0,0,1
5038,1,28,26439.2,0,14.45756,17,1,0,0,0,0,1,1,1,0,1,1,0,1,0,207.4974,4180.815992,1,0,0,1,0,0,0,1,0,0,1,0
5039,2,66,66778.9,0,15.95744,11,3,2,0,0,0,1,0,1,1,0,0,1,1,0,212.6228,6845.831296,1,0,0,1,0,0,1,0,0,0,0,1
5040,0,80,15756.81,0,12.8013,8,0,0,0,0,0,1,0,0,0,1,0,1,0,0,149.9621,5953.077209,0,0,1,1,0,0,0,1,0,0,1,0
5041,2,22,8137.37,0,11.62695,13,1,0,0,0,0,1,1,1,0,1,1,1,1,1,267.6647,6072.907276,0,0,1,0,0,1,0,1,0,0,0,1
5042,0,69,79502.96,0,12.47838,17,0,1,0,0,0,1,0,0,1,1,1,1,0,1,184.967,5673.501264,0,1,0,0,0,1,0,1,0,1,0,0
5043,1,19,26249.7,0,8.347242,13,3,0,0,1,0,1,1,1,0,1,0,1,1,1,255.1555,6110.01152,1,0,0,0,1,0,0,1,0,0,0,1
5044,0,29,7596.94,0,10.93778,12,0,1,0,0,1,1,1,1,0,1,0,0,0,0,127.525,6227.163207,0,1,0,0,1,0,0,0,1,1,0,0
5045,1,67,33403.38,0,8.715071,13,1,2,0,1,0,1,0,0,0,0,0,1,1,1,207.6094,6150.658199,0,0,1,0,1,0,0,1,0,1,0,0
5046,3,19,13695.83,0,13.83282,5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,267.6647,5502.195694,0,0,1,1,0,0,0,1,0,0,0,1
5047,2,29,75927.18,0,9.454681,15,2,0,1,0,1,1,0,0,1,1,0,1,1,1,242.6281,6291.368213,0,1,0,1,0,0,0,1,0,0,0,1
5048,3,80,24097.08,0,9.570788,10,0,0,0,1,0,1,1,0,0,1,1,0,1,1,172.5034,5671.821266,0,1,0,1,0,0,0,0,1,1,0,0
5049,2,32,6494.55,0,9.470573,12,0,2,0,1,1,1,0,1,0,0,0,1,0,1,139.9568,6177.436257,1,0,0,0,1,0,0,1,0,0,1,0
5050,6,26,48582.37,0,11.52973,14,1,0,0,0,0,0,1,0,1,0,0,0,0,0,147.4564,5900.543943,0,0,1,1,0,0,1,0,0,0,1,0
5052,1,87,68105.34,0,8.799767,10,3,0,0,0,0,0,0,0,0,1,1,0,1,1,172.4742,5575.553256,0,1,0,0,1,0,0,1,0,0,0,1
5053,0,48,6969.6,0,16.53335,11,3,0,1,0,0,1,0,1,0,1,1,1,1,0,235.1591,6532.437967,0,1,0,0,1,0,0,1,0,0,0,1
5054,1,42,15867.48,0,6.776195,13,1,1,1,0,1,1,1,0,1,1,0,1,0,0,184.9634,5568.099221,1,0,0,0,1,0,1,0,0,1,0,0
5055,0,18,17092.77,0,14.62128,10,1,0,0,0,1,0,1,0,0,0,0,1,1,1,220.1149,6815.305528,0,1,0,0,1,0,1,0,0,0,1,0
5056,0,42,33436.51,0,4.86844,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,159.9512,5341.417352,0,0,1,1,0,0,0,1,0,1,0,0
5058,1,28,24475.2,0,7.660563,13,2,0,0,1,1,1,0,0,0,0,0,1,1,0,207.6094,6427.653862,1,0,0,1,0,0,0,1,0,1,0,0
5059,3,64,21607.29,0,10.69966,8,1,0,1,0,0,1,1,1,0,0,1,0,1,1,194.9744,5469.381433,0,1,0,1,0,0,0,1,0,0,1,0
5060,0,82,20706.43,0,13.91677,16,1,1,1,0,0,1,0,0,0,0,1,0,1,0,139.9512,6206.957458,0,0,1,0,1,0,1,0,0,0,1,0
5061,0,60,19164.1,0,3.032327,20,1,0,0,1,0,1,1,0,0,1,0,0,1,1,172.4705,4888.954667,0,1,0,1,0,0,1,0,0,1,0,0
5062,0,50,21531.67,0,8.759984,11,0,0,0,0,1,1,1,0,0,1,0,0,1,1,172.4705,6385.746999,0,0,1,1,0,0,1,0,0,1,0,0
5063,0,73,9228.24,0,9.481238,15,1,0,0,0,1,1,0,0,0,1,0,1,0,0,117.4858,5964.647059,1,0,0,1,0,0,0,0,1,0,1,0
5064,5,41,44016.3,0,11.24877,7,3,0,1,1,0,1,0,0,0,1,0,0,1,0,159.965,6095.07687,1,0,0,1,0,0,0,1,0,0,0,1
5066,0,30,27824.15,1,12.13663,13,0,0,0,1,0,1,1,0,0,1,1,1,1,0,245.147,4595.920043,0,0,1,1,0,0,1,0,0,1,0,0
5067,3,69,75598.51,0,13.44801,12,1,1,0,1,0,1,1,0,1,1,1,1,1,1,287.6427,5990.18794,0,0,1,1,0,0,0,1,0,0,1,0
5068,2,88,55921.75,0,7.02401,18,1,0,0,0,0,1,0,1,0,0,0,1,1,1,190.127,5739.806189,0,0,1,0,1,0,1,0,0,1,0,0
5069,3,85,39894.55,0,11.46498,10,0,0,0,0,1,1,0,0,0,0,0,1,0,1,104.9629,5935.908059,0,1,0,1,0,0,0,0,1,1,0,0
5070,1,75,30874.05,0,6.520003,11,0,0,0,1,0,1,0,0,1,0,1,0,1,0,162.447,6184.630782,1,0,0,0,1,0,1,0,0,0,1,0
5071,0,60,17244.42,0,12.4286,14,2,1,1,1,0,1,1,1,1,0,0,1,1,1,265.1283,5917.993233,0,1,0,1,0,0,0,1,0,1,0,0
5072,3,72,84232.65,0,11.91924,10,0,0,0,0,1,1,0,0,0,1,0,1,0,0,129.9621,6300.301731,1,0,0,1,0,0,1,0,0,1,0,0
5076,0,24,36091.7,0,12.18643,10,2,1,0,0,0,1,0,1,0,0,0,1,0,1,139.9568,4969.32191,0,1,0,1,0,0,0,1,0,1,0,0
5077,2,22,17784.55,1,14.5524,11,3,0,0,0,1,1,1,0,1,0,0,1,1,1,242.6106,6070.361595,0,1,0,1,0,0,1,0,0,1,0,0
5078,0,48,13154.05,0,13.8576,6,2,1,1,1,1,0,1,0,0,0,0,1,0,1,169.9447,5520.83439,0,0,1,1,0,0,0,1,0,1,0,0
5079,0,40,66923.76,0,13.47098,15,0,0,0,0,0,1,0,0,1,1,1,0,1,1,194.9699,5533.105998,0,1,0,0,1,0,0,1,0,0,0,1
5080,1,56,31670.94,0,9.311366,13,2,1,0,1,0,1,0,0,0,0,0,0,1,1,147.4421,5311.978852,0,0,1,0,1,0,0,1,0,0,0,1
5081,3,85,32076.56,0,11.14911,11,1,0,0,1,0,1,0,0,1,1,0,1,0,0,152.4579,5435.713342,0,0,1,1,0,0,1,0,0,1,0,0
5082,1,35,22206.84,0,9.240966,12,0,0,0,0,0,1,0,1,0,0,0,0,1,1,149.9598,5098.53904,0,1,0,1,0,0,0,1,0,1,0,0
5083,1,20,79206.11,0,9.666671,9,0,2,0,1,0,1,1,0,1,1,0,0,0,1,159.9794,6565.889584,1,0,0,1,0,0,1,0,0,1,0,0
5084,0,49,70285.78,0,10.94527,15,2,0,1,0,0,1,0,0,0,1,1,1,0,0,162.4713,5040.384412,0,1,0,1,0,0,0,1,0,0,0,1
5085,4,52,22831.25,0,7.665977,9,0,0,0,1,0,1,1,1,0,0,1,1,0,1,152.4952,4367.397207,1,0,0,0,0,1,0,0,1,1,0,0
5086,1,31,27303.52,0,5.256893,7,0,0,0,1,0,1,0,0,0,0,0,0,1,1,147.4421,5718.272878,0,0,1,1,0,0,0,1,0,1,0,0
5087,0,71,17620.71,0,9.372642,9,2,0,1,0,0,1,0,0,1,0,1,1,1,0,242.6143,5241.394025,0,0,1,0,1,0,0,1,0,1,0,0
5089,3,41,20971.45,0,14.98374,11,0,1,0,1,1,1,1,0,0,1,0,0,1,0,192.4705,6286.888744,0,0,1,0,1,0,0,1,0,0,0,1
5090,1,59,29240.82,0,6.291111,12,2,0,0,0,0,1,1,1,1,0,1,1,1,1,257.6375,5364.761472,0,1,0,0,1,0,1,0,0,0,1,0
5091,3,66,16885.35,0,11.46614,11,3,0,0,0,0,1,1,0,0,0,0,1,0,0,137.4684,5532.302162,1,0,0,0,1,0,0,0,1,0,1,0
5092,3,85,53034.08,0,9.758121,10,0,1,0,1,0,1,1,0,1,0,0,1,1,1,230.1344,4966.563579,0,0,1,0,1,0,0,0,1,0,1,0
5093,0,45,21736.61,0,10.73533,15,1,0,0,0,0,1,0,1,1,1,0,0,1,1,184.9785,6001.584896,0,0,1,0,1,0,0,1,0,0,0,1
5094,0,47,42429.53,0,11.43603,12,2,0,0,1,0,1,0,1,1,1,0,1,1,0,225.1457,6175.505483,0,0,1,1,0,0,1,0,0,0,1,0
5095,1,70,22455.73,0,9.829165,13,2,0,0,0,1,1,0,0,0,1,0,0,0,1,92.5018,5664.025426,0,1,0,0,1,0,0,0,1,0,0,1
5096,5,45,49397.39,0,11.74755,11,0,1,0,0,0,1,0,1,0,0,1,0,0,1,127.482,4862.205431,0,1,0,0,1,0,0,1,0,1,0,0
5097,2,62,22956.29,0,12.2106,11,0,1,0,1,1,1,0,0,0,0,1,0,1,1,139.9512,5808.356444,0,1,0,0,1,0,1,0,0,0,0,1
5098,0,89,29462.18,0,15.35675,12,1,0,1,0,0,1,1,1,1,1,0,0,1,1,185.0077,6116.893966,0,0,1,1,0,0,0,0,1,1,0,0
