,Zip Code,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
3114,91201,61,Female,No,Month-to-Month,No,18,77.8,26.0
3115,95326,70,Female,No,One Year,Yes,20,60.0,16.0
3116,94805,57,Male,No,Month-to-Month,Yes,5,48.65,21.0
3117,93287,58,Female,Yes,Month-to-Month,Yes,42,84.3,22.0
3118,92408,43,Female,No,Two Year,Yes,10,52.55,20.0
3120,93446,21,Male,No,Two Year,No,45,19.2,21.0
3121,95493,73,Male,No,One Year,Yes,69,110.55,14.0
3122,90066,52,Female,No,One Year,Yes,36,104.8,4.0
3123,95547,72,Female,No,Two Year,Yes,8,74.05,13.0
3124,91006,54,Female,No,Month-to-Month,Yes,2,69.7,8.0
3126,95623,45,Female,Yes,Month-to-Month,Yes,3,55.3,7.0
3128,90002,56,Male,No,Month-to-Month,Yes,13,20.4,21.0
3129,95032,60,Female,No,One Year,No,38,19.6,21.0
3131,96086,24,Male,Yes,Month-to-Month,No,16,20.25,21.0
3134,92807,33,Male,No,Two Year,No,23,59.7,17.0
3135,91763,64,Female,Yes,Month-to-Month,No,1,69.7,25.0
3136,96047,65,Female,No,One Year,Yes,46,69.1,26.0
3139,95693,42,Female,No,Month-to-Month,Yes,35,59.45,23.0
3140,93218,75,Female,Yes,Month-to-Month,No,6,74.4,27.0
3141,93117,41,Male,No,One Year,Yes,31,75.5,15.0
3142,90631,50,Male,Yes,Month-to-Month,Yes,1,69.8,25.0
3143,91342,67,Female,Yes,Month-to-Month,Yes,38,57.15,27.0
3144,94089,31,Female,Yes,Month-to-Month,No,2,70.0,10.0
3145,92532,73,Female,No,Two Year,Yes,71,80.7,17.0
3146,92117,76,Female,Yes,Month-to-Month,Yes,16,84.75,7.0
3147,95311,57,Male,No,One Year,No,42,20.25,21.0
3148,95825,52,Male,No,Two Year,Yes,56,25.95,21.0
3150,91709,68,Female,No,One Year,Yes,13,54.8,20.0
3153,91436,39,Male,No,Month-to-Month,Yes,26,44.65,6.0
3154,95385,58,Male,No,One Year,Yes,54,105.85,11.0
3155,95471,27,Male,No,Two Year,Yes,40,24.6,21.0
3156,90270,32,Male,No,Two Year,Yes,8,76.15,14.0
3157,94403,72,Female,No,Two Year,No,25,88.4,4.0
3158,93001,51,Female,Yes,Month-to-Month,Yes,2,80.2,22.0
3159,95603,31,Female,No,One Year,Yes,42,19.05,21.0
3161,91723,56,Female,No,Two Year,No,58,25.15,21.0
3162,90058,44,Male,No,Month-to-Month,Yes,12,85.05,20.0
3163,93203,59,Female,No,One Year,No,9,20.25,21.0
3165,95641,39,Female,No,One Year,No,46,24.95,21.0
3166,94541,53,Male,Yes,Month-to-Month,No,7,19.25,21.0
3167,95960,48,Male,No,One Year,Yes,8,43.45,24.0
3168,95032,35,Female,No,Month-to-Month,Yes,16,74.75,16.0
3170,95431,60,Female,Yes,Month-to-Month,Yes,10,80.05,10.0
3171,91601,35,Female,Yes,Month-to-Month,No,16,72.65,17.0
3173,90505,35,Female,No,One Year,No,52,57.95,5.0
3174,94115,52,Female,Yes,Month-to-Month,Yes,1,69.65,8.0
3175,95372,69,Male,Yes,Month-to-Month,Yes,70,102.95,20.0
3177,93067,75,Male,Yes,Month-to-Month,No,49,90.05,14.0
3180,93422,37,Male,No,Month-to-Month,Yes,14,82.65,10.0
3181,91948,62,Female,No,One Year,No,59,68.7,9.0
3182,92128,55,Female,No,One Year,Yes,47,58.9,5.0
3183,95549,33,Female,No,Two Year,Yes,71,24.65,21.0
3184,91770,43,Male,Yes,Month-to-Month,Yes,47,107.35,7.0
3185,90274,40,Male,No,Month-to-Month,No,5,96.55,20.0
3188,92831,56,Male,No,Two Year,Yes,52,63.25,10.0
3189,95602,36,Male,No,Month-to-Month,No,9,20.4,21.0
3191,92122,40,Female,Yes,Month-to-Month,Yes,10,80.25,11.0
3192,90032,44,Male,No,Two Year,No,12,19.35,21.0
3194,95963,45,Male,No,One Year,Yes,52,68.75,19.0
3195,93204,57,Female,Yes,Month-to-Month,No,43,56.15,20.0
3196,94806,47,Female,No,Month-to-Month,No,13,49.15,27.0
3197,94040,63,Female,Yes,Month-to-Month,Yes,3,75.8,23.0
3198,93630,66,Male,No,Month-to-Month,Yes,16,91.55,20.0
3199,96122,79,Male,No,One Year,No,45,24.7,21.0
3201,91789,60,Female,Yes,Month-to-Month,Yes,3,79.1,2.0
3203,94539,24,Female,Yes,Month-to-Month,Yes,1,19.6,21.0
3204,92843,36,Male,No,Two Year,No,70,24.25,21.0
3206,91206,57,Male,Yes,One Year,No,56,24.9,21.0
3208,90303,78,Female,Yes,Month-to-Month,Yes,25,98.5,12.0
3209,95449,34,Female,No,One Year,Yes,53,53.6,25.0
3210,95232,51,Male,Yes,Month-to-Month,Yes,1,69.85,19.0
3211,95046,63,Male,Yes,One Year,Yes,25,90.4,4.0
3213,95937,36,Female,No,Two Year,No,27,19.9,21.0
3214,94552,31,Female,No,One Year,No,60,50.05,4.0
3215,92398,74,Female,No,One Year,Yes,20,81.45,21.0
3216,93270,68,Female,Yes,One Year,Yes,56,104.75,4.0
3217,92807,53,Female,Yes,Month-to-Month,Yes,1,81.1,24.0
3218,92338,33,Female,No,Two Year,No,42,66.5,20.0
3219,90042,23,Female,No,One Year,No,16,20.1,21.0
3220,92029,33,Female,No,Two Year,Yes,65,110.8,19.0
3221,93241,65,Female,No,One Year,Yes,20,91.0,2.0
3222,90650,59,Male,No,Two Year,Yes,33,88.95,18.0
3223,91762,43,Male,No,Month-to-Month,Yes,22,20.45,21.0
3224,91104,55,Male,Yes,Month-to-Month,Yes,8,30.45,4.0
3225,93705,36,Male,No,Two Year,No,44,20.4,21.0
3226,95412,37,Female,No,Two Year,Yes,72,26.25,21.0
3227,95503,60,Male,Yes,Month-to-Month,Yes,7,93.85,23.0
3228,92595,35,Female,No,One Year,Yes,51,78.65,4.0
3229,95210,72,Female,No,Two Year,No,69,110.25,27.0
3231,90603,37,Male,Yes,One Year,Yes,35,85.15,16.0
3232,91731,47,Female,Yes,Month-to-Month,No,2,70.4,21.0
3233,92630,78,Male,Yes,Month-to-Month,Yes,15,79.4,12.0
3234,92808,37,Male,No,One Year,No,22,19.95,21.0
3237,91764,30,Female,No,Month-to-Month,Yes,1,20.35,21.0
3238,94971,39,Male,No,Two Year,No,32,18.95,21.0
3241,92549,64,Female,Yes,Month-to-Month,Yes,6,80.5,23.0
3242,94973,28,Male,No,One Year,No,62,19.95,21.0
3243,92371,60,Female,Yes,Month-to-Month,No,13,55.95,27.0
3244,94020,49,Female,No,Two Year,No,30,19.3,21.0
3245,94115,43,Male,No,One Year,No,55,19.5,21.0
3247,95045,38,Female,No,Month-to-Month,No,7,81.25,9.0
3248,93041,56,Female,No,Month-to-Month,Yes,18,95.95,7.0
3250,91007,35,Male,No,Two Year,Yes,53,73.9,4.0
3252,95714,43,Male,No,Two Year,No,45,24.45,21.0
3253,92086,69,Female,No,One Year,No,64,97.0,11.0
3255,93015,34,Male,No,Two Year,Yes,70,74.8,5.0
3256,95559,57,Male,No,Two Year,No,69,23.95,21.0
3257,96143,51,Female,No,Month-to-Month,Yes,40,96.35,23.0
3258,95470,52,Female,Yes,Month-to-Month,Yes,21,102.8,3.0
3259,94609,64,Female,Yes,Month-to-Month,Yes,19,95.15,17.0
3260,95313,32,Male,No,Month-to-Month,Yes,18,87.9,19.0
3261,94028,42,Male,No,Month-to-Month,Yes,1,20.05,21.0
3262,92121,44,Male,Yes,Month-to-Month,No,2,62.05,20.0
3263,94133,52,Female,No,Two Year,No,33,59.55,7.0
3264,93067,61,Male,Yes,Month-to-Month,Yes,1,19.3,21.0
3265,90064,72,Female,No,One Year,Yes,60,74.85,16.0
3266,90250,53,Male,No,Two Year,Yes,72,109.75,17.0
3267,95563,44,Male,Yes,Month-to-Month,Yes,2,45.0,3.0
3268,90046,36,Female,No,Two Year,Yes,63,79.85,17.0
3269,96023,54,Male,No,Month-to-Month,Yes,12,67.25,4.0
3270,94605,56,Female,No,Month-to-Month,No,31,87.6,20.0
3271,95558,57,Male,No,Two Year,No,71,89.9,27.0
3272,92651,80,Male,No,One Year,Yes,50,101.9,17.0
3273,93522,51,Male,No,Two Year,No,54,46.2,7.0
3274,93604,41,Female,Yes,Month-to-Month,Yes,1,52.2,23.0
3275,90212,73,Female,No,Two Year,Yes,11,55.6,3.0
3278,95543,45,Male,No,One Year,Yes,57,86.9,26.0
3279,93962,39,Male,No,One Year,No,18,19.8,21.0
3282,92130,68,Male,Yes,Month-to-Month,Yes,17,45.05,2.0
3283,92102,66,Female,No,Month-to-Month,Yes,42,95.55,12.0
3284,95425,49,Female,No,One Year,No,21,79.2,20.0
3285,95252,60,Female,No,Month-to-Month,No,3,19.55,21.0
3286,94105,26,Female,No,Month-to-Month,No,8,19.95,21.0
3287,94606,53,Male,Yes,Month-to-Month,No,18,57.45,22.0
3289,93433,22,Male,No,One Year,No,2,20.2,21.0
3290,94964,66,Female,No,Two Year,No,51,19.6,21.0
3291,95206,42,Male,No,One Year,Yes,21,75.9,23.0
3293,95631,64,Female,No,Two Year,No,70,89.75,7.0
3294,93702,60,Male,Yes,Month-to-Month,Yes,31,55.25,6.0
3297,92025,43,Male,No,Two Year,No,21,19.6,21.0
3299,91381,78,Female,Yes,Month-to-Month,Yes,11,84.8,5.0
3300,93207,73,Male,No,Two Year,No,1,45.2,15.0
3301,91351,36,Male,No,Two Year,No,72,25.85,21.0
3302,95527,57,Female,No,One Year,Yes,34,25.6,21.0
3303,91356,23,Female,No,One Year,No,29,20.0,21.0
3304,92707,50,Male,Yes,One Year,No,56,100.3,7.0
3305,92019,42,Male,No,Month-to-Month,No,5,64.4,15.0
3307,95060,21,Female,No,Month-to-Month,No,20,20.0,21.0
3309,94005,33,Male,No,Two Year,No,45,99.7,12.0
3310,91767,68,Male,No,One Year,No,20,107.05,3.0
3311,93648,30,Female,No,One Year,No,29,20.0,21.0
3312,96014,39,Female,No,Two Year,Yes,50,79.6,14.0
3315,92352,52,Male,No,Month-to-Month,No,6,19.65,21.0
3316,91754,54,Female,Yes,Month-to-Month,Yes,44,84.8,6.0
3319,95953,69,Male,No,Month-to-Month,Yes,50,70.35,23.0
3322,95457,59,Male,No,One Year,No,36,60.7,24.0
3323,95526,31,Male,No,Month-to-Month,No,7,20.25,21.0
3324,96140,55,Male,Yes,Month-to-Month,Yes,26,98.35,27.0
3325,90039,33,Female,No,Two Year,No,40,20.15,21.0
3326,90022,39,Male,No,Two Year,No,72,72.1,18.0
3327,94951,51,Male,No,Two Year,No,63,79.8,20.0
3328,95436,49,Female,No,Month-to-Month,Yes,2,80.15,23.0
3330,92376,24,Female,No,Two Year,No,47,19.3,21.0
3331,92111,22,Male,Yes,Month-to-Month,No,1,20.5,21.0
3333,95132,36,Female,No,Month-to-Month,Yes,4,75.65,22.0
3334,94937,47,Female,Yes,Month-to-Month,Yes,1,50.1,14.0
3335,95020,77,Female,No,One Year,No,37,19.6,21.0
3336,94304,68,Female,Yes,Month-to-Month,Yes,4,84.6,17.0
3337,96034,43,Male,No,Two Year,Yes,72,75.4,18.0
3339,95469,34,Female,No,One Year,Yes,59,80.1,13.0
3340,90822,40,Male,Yes,Month-to-Month,No,1,70.4,15.0
3341,95134,33,Female,No,Month-to-Month,Yes,43,94.1,11.0
3342,95554,54,Female,Yes,Month-to-Month,No,1,19.45,21.0
3345,90277,32,Male,No,Month-to-Month,No,30,82.05,21.0
3346,94971,42,Female,No,Month-to-Month,No,13,19.45,21.0
3348,96114,64,Male,No,Two Year,No,30,19.05,21.0
3349,92653,48,Female,No,One Year,No,12,30.25,22.0
3350,93254,46,Male,No,Two Year,Yes,63,110.1,15.0
3351,90057,39,Male,No,Two Year,No,48,23.55,21.0
3352,94965,25,Male,No,Month-to-Month,Yes,1,20.15,21.0
3353,95242,72,Female,No,Two Year,Yes,71,82.7,24.0
3354,92339,20,Female,No,Two Year,No,61,24.4,21.0
3355,93645,65,Male,No,One Year,No,5,20.05,21.0
3356,94132,80,Male,Yes,One Year,Yes,46,59.9,15.0
3357,94517,45,Male,Yes,Month-to-Month,No,1,20.2,21.0
3358,95379,42,Male,Yes,One Year,Yes,47,110.85,17.0
3359,95553,33,Male,Yes,One Year,Yes,59,99.5,5.0
3360,92122,68,Female,Yes,Month-to-Month,Yes,5,81.0,11.0
3361,93926,63,Male,No,One Year,No,26,19.8,21.0
3362,91768,32,Female,No,Month-to-Month,No,40,65.1,26.0
3363,93436,64,Female,Yes,Month-to-Month,Yes,1,60.0,16.0
3364,93117,22,Male,No,Month-to-Month,Yes,7,20.25,21.0
3366,92122,59,Female,Yes,Month-to-Month,Yes,1,19.9,21.0
3367,92305,32,Female,No,Month-to-Month,Yes,11,29.6,17.0
3368,91344,28,Male,No,Month-to-Month,No,8,19.45,21.0
3369,95920,75,Female,Yes,Month-to-Month,Yes,38,99.55,2.0
3370,92868,44,Male,No,Month-to-Month,No,34,20.8,21.0
3371,95422,32,Male,No,Two Year,No,19,20.2,21.0
3372,90404,77,Female,No,Two Year,Yes,70,113.65,25.0
3373,92320,64,Female,Yes,Month-to-Month,Yes,1,68.95,13.0
3375,92258,25,Female,No,Two Year,No,51,20.65,21.0
3377,91423,62,Male,No,Month-to-Month,Yes,30,89.9,2.0
3378,93218,54,Female,No,Month-to-Month,Yes,8,90.25,4.0
3380,90262,25,Female,No,One Year,Yes,10,19.3,21.0
3382,90044,72,Male,Yes,Month-to-Month,Yes,2,44.7,20.0
3384,90034,38,Male,No,One Year,Yes,50,103.4,22.0
3385,92592,43,Female,No,Two Year,No,71,19.85,21.0
3386,93612,46,Female,Yes,Month-to-Month,Yes,10,81.0,19.0
3389,92241,69,Female,Yes,Month-to-Month,Yes,20,79.15,5.0
3390,95224,32,Male,No,Month-to-Month,No,18,25.15,8.0
3392,95456,25,Female,No,Two Year,Yes,72,20.1,21.0
3393,90021,38,Male,No,Two Year,Yes,72,103.75,22.0
3394,95831,60,Female,Yes,Month-to-Month,Yes,13,84.45,4.0
3396,93705,64,Male,Yes,Month-to-Month,Yes,25,84.8,22.0
3397,94127,77,Female,No,One Year,No,22,81.7,22.0
3398,95148,49,Male,No,Two Year,No,42,20.25,21.0
3399,96057,59,Female,No,One Year,No,61,43.7,8.0
3401,93645,50,Female,No,Month-to-Month,No,40,74.8,15.0
3402,95039,66,Male,Yes,Month-to-Month,Yes,1,86.05,23.0
3405,91208,45,Male,No,Month-to-Month,Yes,20,51.8,18.0
3407,90014,57,Female,Yes,Month-to-Month,No,46,96.05,8.0
3408,94951,80,Female,No,Two Year,Yes,72,112.4,2.0
3409,95550,62,Male,No,Month-to-Month,Yes,19,24.1,21.0
3410,95246,43,Male,Yes,Month-to-Month,No,29,94.65,15.0
3411,92267,65,Male,No,One Year,Yes,65,103.15,5.0
3412,95311,66,Male,No,Month-to-Month,No,67,83.85,20.0
3413,95307,59,Male,No,Two Year,Yes,39,49.8,15.0
3415,90504,54,Female,No,Two Year,No,47,41.9,23.0
3416,94561,35,Female,No,One Year,Yes,65,100.15,6.0
3417,91024,67,Female,No,Two Year,No,56,104.75,7.0
3418,94121,65,Female,Yes,Month-to-Month,Yes,1,86.0,22.0
3419,90602,80,Female,Yes,Month-to-Month,Yes,37,76.5,14.0
3421,91911,77,Female,No,One Year,Yes,6,89.35,19.0
3422,94536,80,Female,No,Two Year,No,56,73.25,8.0
3423,93035,56,Male,No,One Year,Yes,40,85.05,22.0
3426,90065,74,Female,No,Two Year,No,3,73.85,25.0
3429,95687,58,Female,No,Two Year,Yes,58,55.5,11.0
3430,95366,34,Male,No,Month-to-Month,Yes,13,73.75,5.0
3431,95128,27,Male,No,Month-to-Month,No,10,20.0,21.0
3432,95938,77,Male,No,One Year,Yes,66,116.25,10.0
3433,94901,37,Male,No,One Year,Yes,56,80.9,24.0
3434,93662,70,Female,Yes,Month-to-Month,Yes,1,69.65,5.0
3435,92241,44,Female,No,Two Year,Yes,71,47.6,16.0
3437,94586,64,Male,Yes,Month-to-Month,Yes,24,90.35,23.0
3438,95432,30,Male,Yes,Month-to-Month,No,1,20.0,21.0
3440,94621,59,Male,No,Two Year,No,42,20.7,21.0
3442,95983,64,Male,No,Month-to-Month,No,14,19.6,21.0
3444,94576,30,Female,No,Two Year,No,22,25.25,21.0
3445,94923,37,Male,Yes,Month-to-Month,Yes,32,69.75,5.0
3446,95252,39,Male,No,Two Year,Yes,39,20.45,21.0
3447,95465,80,Female,No,Two Year,No,57,101.3,17.0
3449,91901,46,Male,No,One Year,No,63,71.5,11.0
3450,96075,46,Female,No,Two Year,Yes,61,61.45,26.0
3451,95932,40,Male,Yes,Month-to-Month,No,1,19.8,21.0
3452,95962,29,Female,No,One Year,Yes,50,19.35,21.0
3453,92122,79,Male,Yes,Month-to-Month,No,11,19.95,21.0
3455,92304,42,Female,Yes,Month-to-Month,Yes,1,20.15,21.0
3456,96140,39,Female,No,Two Year,No,72,80.2,23.0
3457,94019,76,Female,Yes,Month-to-Month,No,29,98.65,16.0
3459,95330,53,Male,Yes,Month-to-Month,No,5,19.35,21.0
3460,94306,39,Male,Yes,One Year,Yes,11,41.6,5.0
3462,93206,70,Female,No,One Year,Yes,49,89.85,21.0
3463,96142,76,Male,No,Two Year,No,72,109.7,3.0
3465,94129,56,Female,Yes,Month-to-Month,Yes,1,94.6,27.0
3466,91040,44,Female,Yes,Month-to-Month,Yes,31,86.55,27.0
3467,92571,44,Female,No,Month-to-Month,Yes,1,84.6,11.0
3468,93201,80,Male,Yes,One Year,Yes,56,104.55,12.0
3470,90063,68,Female,No,Two Year,No,55,90.45,21.0
3472,92126,64,Male,Yes,Month-to-Month,Yes,5,84.5,8.0
3473,91103,53,Male,Yes,Month-to-Month,No,3,69.65,23.0
3475,96047,33,Female,No,Month-to-Month,Yes,25,65.8,10.0
3477,91759,51,Female,No,Month-to-Month,Yes,31,49.2,15.0
3478,93950,39,Male,No,Month-to-Month,Yes,2,91.45,20.0
3479,93030,61,Female,Yes,Month-to-Month,Yes,1,53.55,14.0
3480,95482,47,Male,No,Month-to-Month,No,18,56.25,17.0
3481,90034,79,Male,No,One Year,Yes,2,95.5,11.0
3482,96044,54,Female,No,Month-to-Month,Yes,13,71.95,5.0
3483,91324,39,Female,No,Two Year,No,40,19.1,21.0
3484,92372,71,Female,No,One Year,No,17,20.65,21.0
3485,93560,56,Female,No,Month-to-Month,Yes,10,19.9,21.0
3487,96107,55,Male,No,Month-to-Month,No,27,59.45,25.0
3488,90240,61,Female,No,Two Year,No,60,37.7,2.0
3489,93276,40,Male,No,One Year,Yes,64,66.15,2.0
3490,95514,57,Female,No,Month-to-Month,Yes,28,59.55,3.0
3491,90221,35,Female,Yes,Month-to-Month,Yes,11,19.25,21.0
3493,95937,80,Female,No,Two Year,Yes,36,74.9,10.0
3494,92308,47,Male,No,Month-to-Month,No,35,49.2,26.0
3495,93442,47,Female,No,Two Year,No,22,26.25,21.0
3498,96120,51,Female,No,One Year,No,43,20.0,21.0
3501,93266,37,Male,No,Month-to-Month,Yes,3,64.4,7.0
3503,92394,68,Male,Yes,Month-to-Month,Yes,35,101.4,25.0
3504,91744,41,Female,Yes,Month-to-Month,Yes,2,44.6,16.0
3505,95947,54,Male,No,One Year,No,29,19.85,21.0
3506,93234,36,Male,No,Two Year,Yes,72,63.7,14.0
3507,92109,48,Female,Yes,Month-to-Month,Yes,27,94.55,6.0
3508,96133,33,Female,No,Two Year,Yes,71,84.4,26.0
3509,96044,52,Female,No,One Year,No,30,74.65,13.0
3510,94015,65,Male,No,Month-to-Month,Yes,19,34.3,14.0
3511,92841,54,Male,No,Two Year,No,56,24.15,21.0
3512,92310,26,Male,No,One Year,No,36,20.85,21.0
3513,93265,35,Female,No,Month-to-Month,No,57,65.2,15.0
3514,93432,43,Male,No,Month-to-Month,Yes,3,69.6,16.0
3516,94579,40,Female,No,Month-to-Month,Yes,2,20.0,21.0
3517,92647,48,Male,No,Month-to-Month,No,17,25.1,11.0
3518,91304,80,Male,Yes,Month-to-Month,Yes,1,75.35,18.0
3520,90033,37,Male,No,Two Year,No,57,20.75,21.0
3521,93608,40,Male,No,Two Year,No,72,55.3,27.0
3525,96130,45,Male,No,One Year,No,66,29.45,15.0
3526,94547,30,Male,No,Month-to-Month,Yes,49,93.85,26.0
3527,95546,44,Female,No,One Year,No,15,20.35,21.0
3533,95945,59,Male,No,Two Year,No,13,19.95,21.0
3537,94305,45,Male,No,One Year,No,57,19.4,21.0
3539,91748,51,Female,No,Month-to-Month,Yes,10,24.5,21.0
3540,90505,47,Female,No,Month-to-Month,No,30,66.3,17.0
3541,91361,74,Male,No,Two Year,Yes,43,84.85,7.0
3542,92122,70,Female,Yes,One Year,No,54,82.45,5.0
3543,95627,39,Female,No,Month-to-Month,Yes,9,75.85,20.0
3545,94963,46,Female,No,Month-to-Month,Yes,20,18.9,21.0
3547,95482,35,Male,Yes,Month-to-Month,No,6,44.75,10.0
3550,93254,69,Male,Yes,Month-to-Month,No,1,20.05,21.0
3552,92203,57,Female,No,One Year,No,38,84.1,13.0
3553,96118,20,Male,No,Month-to-Month,Yes,11,75.9,27.0
3554,95926,49,Female,No,One Year,Yes,56,106.8,2.0
3555,95823,35,Female,No,Two Year,Yes,72,113.65,22.0
3556,92561,52,Female,No,One Year,No,13,20.2,21.0
3557,90022,32,Female,No,Month-to-Month,No,1,75.55,26.0
3559,95973,59,Female,No,Two Year,No,51,25.5,21.0
3560,91745,69,Female,No,One Year,Yes,29,45.0,23.0
3562,93603,56,Male,Yes,Month-to-Month,No,1,20.6,21.0
3564,95721,50,Male,Yes,Month-to-Month,Yes,3,105.35,14.0
3565,92117,41,Male,Yes,Month-to-Month,Yes,1,75.35,21.0
3566,93626,35,Female,No,Two Year,No,67,106.7,16.0
3567,94019,35,Female,No,Month-to-Month,Yes,65,105.05,23.0
3568,95824,47,Female,No,One Year,Yes,43,106.0,10.0
3569,93444,35,Female,Yes,Month-to-Month,Yes,39,50.75,4.0
3570,92327,22,Female,No,Two Year,No,9,20.35,21.0
3572,95129,49,Female,No,Month-to-Month,No,32,61.4,17.0
3574,93111,56,Male,No,Two Year,No,13,19.75,21.0
3575,95501,55,Female,No,Month-to-Month,Yes,3,19.9,21.0
3576,95910,35,Male,No,Month-to-Month,No,2,20.25,21.0
3577,93308,42,Male,No,Two Year,Yes,67,54.2,26.0
3578,90067,77,Male,No,One Year,Yes,66,108.45,9.0
3579,96001,61,Female,No,Month-to-Month,No,4,50.3,21.0
3581,94002,58,Female,Yes,Month-to-Month,Yes,60,50.8,5.0
3582,95019,47,Male,No,One Year,Yes,64,104.65,23.0
3583,95258,64,Female,No,Two Year,No,59,24.45,21.0
3584,93276,55,Male,No,Month-to-Month,No,51,83.4,12.0
3585,95925,37,Female,Yes,Month-to-Month,Yes,1,45.3,26.0
3586,95122,54,Female,No,One Year,No,10,64.9,5.0
3589,92881,50,Male,No,Month-to-Month,No,1,20.65,21.0
3590,92647,39,Female,Yes,Two Year,Yes,58,109.45,24.0
3591,90210,32,Female,No,Two Year,Yes,59,100.05,11.0
3592,90670,36,Female,No,Month-to-Month,Yes,2,91.15,12.0
3593,96076,45,Female,No,Month-to-Month,No,24,56.35,4.0
3594,94105,21,Female,No,Two Year,No,47,19.65,21.0
3595,94965,33,Female,Yes,Month-to-Month,Yes,3,91.5,20.0
3597,93101,77,Male,Yes,Month-to-Month,Yes,43,110.75,5.0
3598,93402,49,Female,Yes,Month-to-Month,No,1,45.95,19.0
3600,92009,61,Female,No,Two Year,No,60,53.6,4.0
3602,90813,55,Female,No,Two Year,Yes,69,25.6,21.0
3603,96145,73,Male,No,Two Year,Yes,29,84.3,12.0
3606,95131,50,Male,No,Month-to-Month,Yes,36,95.0,6.0
3607,95823,70,Male,No,Month-to-Month,No,2,70.1,24.0
3609,90212,53,Female,No,Month-to-Month,Yes,3,75.3,20.0
3610,92325,59,Male,No,Two Year,No,31,20.45,21.0
3612,91803,41,Male,No,Two Year,No,54,46.0,19.0
3613,96056,62,Female,No,One Year,No,56,65.2,11.0
3614,91401,64,Female,No,Two Year,No,43,86.45,14.0
3616,94109,73,Male,Yes,Month-to-Month,No,25,105.95,22.0
3618,95485,62,Male,No,Month-to-Month,Yes,49,90.4,20.0
3619,95684,34,Male,No,Month-to-Month,Yes,1,45.8,21.0
3620,94950,47,Male,No,Month-to-Month,No,8,29.35,8.0
3621,95984,34,Female,Yes,Month-to-Month,Yes,1,69.8,13.0
3622,93608,75,Male,No,Two Year,Yes,72,114.5,19.0
3623,96021,37,Female,No,Two Year,Yes,63,50.65,11.0
3624,91978,44,Male,No,Month-to-Month,No,54,89.4,15.0
3626,90247,39,Male,No,Month-to-Month,Yes,31,71.05,24.0
3627,92129,51,Male,Yes,Month-to-Month,No,10,98.55,13.0
3628,94602,52,Female,No,One Year,Yes,59,109.15,4.0
3629,93516,46,Female,No,Month-to-Month,No,9,93.0,16.0
3630,92126,76,Female,Yes,Month-to-Month,Yes,10,29.65,20.0
3631,93266,62,Male,Yes,Month-to-Month,No,1,19.95,21.0
3632,94533,55,Male,No,Month-to-Month,Yes,4,19.95,21.0
3633,90002,68,Male,No,Two Year,No,38,94.75,13.0
3634,94134,44,Female,No,Month-to-Month,No,16,75.1,25.0
3635,91745,32,Male,No,Two Year,No,67,19.95,21.0
3636,93040,49,Female,No,Two Year,No,20,19.7,21.0
3638,92342,35,Male,No,One Year,No,28,92.9,16.0
3639,90814,35,Female,No,One Year,Yes,71,95.15,19.0
3640,94118,48,Female,No,One Year,Yes,21,104.55,27.0
3643,95667,57,Male,No,Month-to-Month,Yes,37,55.05,10.0
3649,95537,32,Female,No,Two Year,No,11,20.9,21.0
3650,92551,37,Female,Yes,Month-to-Month,Yes,2,75.8,16.0
3652,94507,38,Male,No,Two Year,Yes,69,106.35,24.0
3654,94602,73,Male,Yes,Month-to-Month,Yes,4,25.2,19.0
3655,92122,64,Male,Yes,Month-to-Month,Yes,1,90.85,24.0
3656,92399,50,Female,No,One Year,Yes,72,108.5,16.0
3659,91739,27,Male,No,Two Year,No,27,19.85,21.0
3662,93620,38,Male,No,Month-to-Month,Yes,2,64.2,26.0
3663,92869,47,Male,No,One Year,No,2,19.95,21.0
3664,92583,37,Male,No,One Year,Yes,67,105.4,16.0
3666,95951,48,Female,Yes,Month-to-Month,Yes,4,46.0,16.0
3667,92028,56,Male,No,Month-to-Month,Yes,22,78.85,10.0
3668,94114,64,Female,No,One Year,No,48,75.15,23.0
3669,92114,34,Female,No,Two Year,Yes,47,20.55,21.0
3670,95683,49,Female,No,Two Year,No,66,66.9,11.0
3671,96002,28,Female,No,One Year,No,37,20.3,21.0
3672,90248,71,Male,Yes,Month-to-Month,Yes,1,95.1,11.0
3673,95458,80,Male,Yes,Month-to-Month,No,22,40.05,18.0
3676,93225,32,Male,No,Month-to-Month,Yes,10,95.1,11.0
3678,94124,31,Female,No,Month-to-Month,No,35,19.25,21.0
3679,93933,75,Male,Yes,Month-to-Month,Yes,1,69.5,15.0
3680,95461,73,Male,No,Month-to-Month,No,54,74.0,5.0
3681,92823,68,Female,Yes,Month-to-Month,Yes,1,85.7,21.0
3682,96009,52,Male,No,Two Year,Yes,63,104.75,21.0
3684,93518,39,Female,Yes,Month-to-Month,Yes,1,75.7,21.0
3685,93446,43,Male,No,One Year,No,67,60.05,19.0
3686,95983,56,Female,No,Two Year,Yes,71,83.3,18.0
3688,92677,39,Female,No,Two Year,No,12,25.25,21.0
3689,93631,66,Male,No,One Year,Yes,57,90.65,4.0
3691,95627,64,Male,No,One Year,No,33,34.05,12.0
3692,92275,60,Male,No,One Year,No,62,24.8,21.0
3693,91306,53,Male,No,Month-to-Month,No,25,74.3,26.0
