,CaseOrder,Customer_id,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,Tenure,MonthlyCharge,Bandwidth_GB_Year
4140,4141,Z980836,417,1,42,22986.69,8.081848,16,0,0,0,0,0,0,0,4.984488,162.4608,1295.610833
4141,4142,T844317,7380,3,43,35590.37,7.51567,9,2,0,1,0,0,0,0,2.414,114.9658,468.36494
4142,4143,C230057,1124,0,61,28963.75,11.7278,7,1,2,0,0,0,0,1,24.94225,137.4392,2246.098296
4143,4144,C910043,73671,2,27,12211.88,12.2056,15,0,0,0,0,0,1,1,1.887597,172.4441,628.4063951
4144,4145,I950899,24,0,76,82481.35,17.1044,7,3,0,0,0,0,0,1,6.592291,137.4392,646.3090606
4145,4146,Z228384,645,1,86,59196.24,8.270133,17,1,1,0,0,0,1,0,4.154665,127.475,412.7637414
4146,4147,P854121,19943,0,77,25859.59,7.868103,9,1,0,0,1,0,0,1,10.42248,137.4684,1028.818406
4147,4148,A652407,1389,3,44,13836.46,12.19131,10,0,0,0,0,0,1,0,5.65315,104.9643,1070.918591
4148,4149,G132105,90,3,22,91563.15,11.94875,13,1,1,0,0,0,0,0,2.647286,127.4421,969.8255583
4149,4150,X868309,33760,4,67,61117.27,10.46827,13,1,1,0,0,1,0,0,10.573,127.4958,1089.662539
4150,4151,V316726,36792,3,58,14656.97,7.353482,17,0,0,0,1,1,0,0,10.36378,127.4783,1471.541306
4151,4152,Q816736,7368,2,48,81945.11,4.736819,12,1,0,0,1,0,1,0,5.814507,192.4885,795.5471897
4152,4153,B866841,24231,7,85,47066.46,10.93225,9,0,1,0,0,1,0,0,19.94322,127.4958,1973.062252
4153,4154,R199135,1253,2,83,17786.67,9.332735,13,4,0,0,0,0,0,0,12.63051,147.4421,1225.839629
4154,4155,K426407,760,1,34,22447.98,10.72646,12,0,0,0,1,0,0,1,3.988032,182.4676,758.5059535
4155,4156,D299357,1364,1,52,37438.69,10.95022,14,0,1,0,0,1,0,1,2.459304,177.6508,753.8000793
4156,4157,A176270,11598,0,69,18370.06,5.139013,10,1,0,1,1,1,0,0,5.877819,140.0013,1060.698386
4157,4158,Z598688,3758,1,32,11091.57,7.74801,10,2,0,1,0,0,0,0,3.850863,114.9658,560.5940436
4158,4159,V62176,1166,0,53,45396.13,8.011715,13,2,1,0,1,0,1,0,17.62624,172.5034,1751.102541
4160,4161,P998280,1505,4,88,47792.78,9.011614,7,3,0,1,1,0,1,1,2.735806,182.4538,537.4400071
4161,4162,P196891,7742,0,77,70094.06,13.60726,10,0,1,0,0,0,0,0,5.131207,92.45514,740.9934575
4162,4163,M963240,3787,1,82,43447.28,5.443862,13,2,0,0,0,0,0,1,11.25684,220.1323,1386.235112
4163,4164,X292850,17348,3,23,21308.46,10.02203,10,2,0,0,0,0,0,0,10.52866,114.9509,1628.925715
4164,4165,C551592,27317,0,79,12547.26,8.426711,19,0,1,0,1,0,1,1,8.596278,184.9496,1431.48792
4165,4166,P740173,2179,3,67,29318.96,14.74096,15,1,0,0,1,1,0,1,4.618962,152.509,885.8344713
4166,4167,W828242,7722,3,26,25502.9,8.709293,12,1,0,0,1,0,0,0,5.606293,124.9607,1193.722344
4168,4169,M881363,11158,5,78,41521.95,8.8086,12,1,0,0,1,0,0,0,6.941165,125.0073,783.5447103
4169,4170,S184861,27329,0,78,938.81,10.48756,17,0,1,0,1,0,0,1,10.91791,182.4676,1198.334446
4170,4171,Y147990,3085,2,58,51755.55,7.527191,12,1,0,0,1,0,0,0,7.33513,124.9607,1117.392471
4171,4172,O816378,1483,7,39,23042.88,10.52017,11,2,0,0,0,0,1,0,5.062073,124.9643,666.238562
4172,4173,T452383,1153,3,36,98147.26,8.776288,7,1,0,0,0,1,0,0,24.79814,104.9923,2334.936502
4173,4174,K71802,949,1,22,58006.93,12.05053,11,3,2,0,0,0,1,0,10.31681,114.9838,1061.819409
4174,4175,J318999,4022,1,40,17275.92,9.099318,12,0,1,0,0,0,0,1,2.395742,129.9621,949.9087685
4175,4176,A212257,5546,4,32,44106.66,13.34936,15,0,0,0,1,0,0,0,13.70911,124.9607,1868.762719
4176,4177,F768518,5736,0,82,29556.6,8.367848,12,0,0,0,1,1,0,0,9.102322,169.9741,877.6347728
4177,4178,T227733,38272,4,64,52638.57,7.121593,12,0,0,0,1,1,0,1,1.60558,232.652,949.8530724
4178,4179,Q908465,983,0,22,26998.56,14.63594,13,0,1,0,1,1,0,1,26.10713,139.9861,2616.567484
4179,4180,Q253167,33168,2,59,11109.83,10.46768,11,1,1,0,0,0,0,1,8.450712,207.6094,1224.407955
4180,4181,I685390,1087,3,79,86060.95,13.53186,9,1,1,0,0,0,0,1,12.3548,222.6281,2102.1428
4181,4182,P02180,970,0,41,60646.06,17.44644,13,4,1,0,0,1,0,1,4.892174,152.4798,829.160544
4182,4183,L460395,3908,0,50,7826.14,6.754316,8,1,2,0,0,0,0,1,2.586551,197.6288,719.7255006
4183,4184,U936716,293,3,27,49626.73,14.07334,11,0,1,0,0,0,1,0,9.175977,174.9699,1754.124518
4185,4186,C37461,0,3,82,52312.84,3.075427,16,1,0,0,1,0,0,1,7.27652,240.1149,1155.524102
4186,4187,B47880,236,0,76,32125.5,16.15631,12,2,0,0,0,0,0,0,3.226415,169.9378,510.6595626
4187,4188,E249601,45763,0,73,50730.53,14.22008,10,0,0,1,0,0,1,0,2.980706,182.447,422.3998081
4188,4189,X171579,20077,4,69,24641.27,13.25877,10,0,0,1,1,1,0,0,6.783568,182.4653,1001.378182
4189,4190,H18222,245,4,24,29303.95,3.929938,14,2,0,0,1,1,0,1,5.648594,174.9581,1564.304827
4191,4192,M669725,2719,0,36,28799.35,11.44896,11,3,1,0,1,0,0,1,23.40043,162.4676,2772.321832
4192,4193,O08300,4970,3,39,100585.1,11.01403,10,0,0,0,1,0,0,0,4.109741,137.4836,1027.507457
4193,4194,R999401,726,2,53,68697.59,9.186841,10,2,0,0,0,0,1,1,3.479316,200.1185,1254.551808
4194,4195,V968708,4300,1,75,24385.38,11.77549,11,1,0,0,1,0,1,1,1.743805,255.1665,847.0257353
4195,4196,C552632,234,0,41,77706.42,11.85505,9,0,0,0,1,0,1,1,23.38469,265.147,2559.878176
4196,4197,A536604,5179,3,61,26393.26,9.238425,13,0,1,1,1,0,0,1,16.19111,240.1149,1954.817992
4197,4198,N326868,1305,0,45,26053.32,11.25811,17,1,1,0,1,0,1,0,14.10279,204.9797,1570.913875
4198,4199,W238332,45910,1,82,28423.59,2.478962,13,2,1,1,0,1,0,1,5.102617,132.4798,1109.204756
4199,4200,J126163,39757,2,87,3168.14,13.6307,11,0,1,0,0,0,0,0,4.61822,169.9378,567.9194367
4200,4201,W961591,23618,2,54,36821.9,13.84738,15,1,1,0,0,1,0,1,1.474087,200.1465,791.2910428
4202,4203,T297716,2178,2,49,46328.01,4.370972,18,1,0,0,1,0,0,0,2.885895,137.4836,867.4854039
4203,4204,J907732,2115,1,53,35207.0,6.636853,18,0,0,0,0,0,0,1,19.48432,207.6094,2070.311565
4204,4205,D48608,4983,0,75,47915.97,8.648062,13,0,0,0,0,1,0,1,1.203982,119.9568,696.77888
4205,4206,E599152,2453,3,57,11121.39,8.962651,11,1,0,1,1,0,1,1,4.073125,267.6427,1571.964276
4206,4207,X669555,1736,0,67,39149.61,10.34257,16,1,0,0,0,0,0,0,4.784022,124.9781,499.2698644
4207,4208,K925596,882,1,68,12114.71,7.95348,15,1,1,0,0,0,0,0,11.66425,139.965,1581.415147
4209,4210,L402645,7638,0,50,25598.66,9.390076,14,0,0,0,1,0,1,1,1.070145,184.9496,909.8932554
4210,4211,Z808035,166,2,41,25223.93,11.87416,12,0,2,1,1,0,0,1,9.664222,240.1149,1368.692393
4211,4212,F239052,497,4,60,31574.68,5.49158,12,1,2,1,1,0,1,1,3.921335,184.9496,1186.812133
4212,4213,K112541,0,0,89,33406.38,9.677547,8,1,0,1,0,0,1,1,8.925564,164.967,1391.823736
4213,4214,P651891,4885,0,80,12155.81,10.51222,12,4,1,0,0,1,0,0,7.610924,149.9915,775.1851628
4214,4215,F705714,12,2,60,25939.02,8.084497,12,1,0,0,0,1,0,0,11.59641,149.9598,1209.433597
4215,4216,A629515,2130,0,72,18774.29,10.4476,17,0,0,0,1,0,0,0,5.540815,194.9663,1201.716157
4216,4217,U811590,489,1,23,55241.85,9.205984,9,1,0,0,0,1,1,0,5.527407,174.9919,974.4325376
4217,4218,W136734,16592,0,40,24810.37,10.52577,12,2,0,1,0,1,1,0,14.93552,165.0113,1670.49598
4218,4219,I134073,19135,0,30,39034.91,16.34933,12,3,1,0,0,0,0,1,2.106961,149.9621,561.8079362
4219,4220,V996819,183,0,24,38136.49,11.94896,19,0,0,0,1,1,1,1,8.11277,174.991,1186.8504
4220,4221,J963716,2608,6,30,31817.36,11.48473,11,0,0,0,0,1,1,0,1.923729,149.9778,577.0059283
4221,4222,L89789,956,6,21,5853.02,11.25133,7,1,1,0,0,1,1,0,3.542704,95.00571,645.1788133
4222,4223,F329263,6254,0,76,48206.11,8.583463,13,0,0,0,1,0,0,1,4.192662,204.9634,700.7755614
4223,4224,Y32102,21129,2,56,54715.58,13.86094,13,0,1,0,0,1,0,1,16.61624,232.6228,2025.44891
4224,4225,Y13900,13077,3,33,41130.54,10.38794,13,1,0,0,1,1,1,1,14.91353,174.991,1806.936325
4225,4226,O454686,0,3,25,12588.75,5.710563,15,1,1,0,0,1,0,0,5.129202,130.0064,992.4933978
4226,4227,N151673,9469,1,83,10048.03,11.73569,16,2,1,0,0,1,1,1,3.817742,152.466,506.3292263
4227,4228,E564911,2534,2,34,37252.55,5.023832,6,3,0,0,1,0,0,0,14.48515,179.9476,1528.122932
4228,4229,M06058,9238,3,39,8330.58,15.84283,12,3,2,0,1,0,1,1,19.39623,287.6427,2425.973996
4229,4230,K332381,3185,7,80,60909.21,5.981761,15,2,0,0,1,0,0,0,3.367927,179.9794,722.0495418
4231,4232,K01322,2424,1,62,55801.79,15.00214,9,4,0,0,0,1,0,0,10.77389,129.9915,1537.645961
4232,4233,S504552,28755,0,57,36057.73,14.84998,6,1,1,0,1,0,0,0,8.526865,179.9476,902.9358857
4233,4234,R59213,637,0,69,86274.26,9.824278,9,0,0,0,0,0,0,1,3.761516,242.6281,924.9657013
4234,4235,W893166,5863,1,26,33554.09,9.504751,18,1,0,1,0,0,1,0,10.1408,174.9699,1774.889088
4235,4236,F474662,11294,0,59,31150.04,10.259,8,3,1,0,1,0,0,0,13.33556,179.9476,1372.679029
4236,4237,H714912,11275,0,83,56532.82,8.887465,13,1,0,1,0,0,1,0,14.61254,127.475,1330.997032
4237,4238,K189332,115,0,54,47991.88,6.923717,17,2,0,0,1,1,0,0,4.098818,184.961,1132.634807
4238,4239,F172554,14413,0,49,21152.89,11.98448,11,2,0,0,1,1,0,0,10.99657,162.4653,1620.224811
4239,4240,H113239,605,1,43,50673.99,10.14014,12,0,0,0,1,1,0,0,8.361438,137.4978,1057.86587
4240,4241,Y767080,170,0,40,16320.7,10.43105,12,0,1,0,1,1,0,0,5.058557,182.4653,831.9762364
4241,4242,K696568,26671,2,56,16374.21,10.63058,14,1,0,0,0,0,0,1,4.816947,149.9621,760.1831445
4242,4243,M925867,776,1,82,17778.12,12.99445,8,2,0,0,1,1,1,1,6.470869,165.0182,884.0960804
4243,4244,J522256,43795,4,75,9479.49,9.64554,13,1,0,0,0,0,0,0,9.079335,147.4738,959.8322448
4244,4245,B417357,7349,0,22,86019.75,6.989908,13,1,0,0,1,0,1,1,3.984772,184.9496,1193.459499
4245,4246,U200056,40170,0,52,8122.26,10.37913,7,4,0,0,1,0,0,1,17.13675,169.9447,1707.991573
4246,4247,G472732,1358,0,19,19211.13,11.94333,13,2,1,0,1,0,0,1,1.741247,172.4404,1015.142572
4247,4248,B39992,8742,3,55,29711.39,8.472127,17,0,0,0,1,1,0,0,2.011058,162.4653,956.6535443
4248,4249,U576649,6878,1,77,9954.05,11.17271,9,2,0,0,0,0,0,0,12.48694,162.4608,1795.593522
4251,4252,N229523,1583,0,46,25227.46,13.71428,12,1,0,0,0,0,0,1,18.9981,200.1323,2521.277564
4252,4253,H268652,12590,1,80,60866.81,9.527678,11,0,0,0,1,0,1,0,9.022068,214.9525,997.2010554
4253,4254,C956479,3080,0,70,70716.07,6.554147,13,0,0,0,1,0,0,0,13.99745,159.9794,1741.511236
4255,4256,U219545,5849,3,59,41302.92,14.76788,17,0,0,0,0,1,1,1,6.322807,235.1591,1198.455198
4257,4258,N02391,5450,2,70,6119.53,9.411397,6,3,1,0,0,0,0,1,1.31809,104.9629,295.3935883
4258,4259,Q453288,2688,2,32,56607.8,11.78232,15,3,0,0,1,1,0,0,20.52789,115.0021,1945.332394
4260,4261,S178108,20920,0,36,66737.35,8.88295,14,0,0,0,0,0,0,0,16.53241,114.9658,1638.079725
4261,4262,T762967,53552,0,65,63033.65,12.91437,16,2,1,0,1,1,0,1,3.402225,222.6326,1243.099192
4262,4263,Q754506,49019,0,88,9683.56,13.87763,8,3,0,0,0,1,0,1,3.160399,139.9568,400.9668713
4263,4264,V621966,48351,0,27,70424.63,6.941126,12,0,0,0,0,0,1,1,9.658761,187.6422,1324.009256
4264,4265,F997820,619,2,19,39526.95,10.32279,11,1,0,0,0,0,1,0,10.40415,127.5067,1277.028074
4265,4266,P46765,770,1,83,31355.16,11.09997,15,1,1,0,1,0,0,0,13.92306,159.9476,1704.12272
4266,4267,I644690,1749,4,70,22552.58,8.540979,13,3,0,0,0,0,1,1,3.381603,172.4441,671.4099396
4267,4268,B13324,214,1,27,67600.28,8.903042,10,2,1,1,1,0,1,1,7.218929,217.4725,1144.50246
4269,4270,K677097,21314,4,33,90633.74,11.15366,8,1,0,1,1,0,0,1,4.072959,240.1149,1084.469104
4270,4271,O717824,1292,0,27,47989.95,10.73681,14,0,2,0,1,1,0,0,15.98922,182.4653,1770.233657
4271,4272,K618805,22380,1,23,4308.47,5.200129,11,1,1,0,0,0,0,1,2.337769,207.6094,763.7190374
4272,4273,L732594,931,2,69,13386.4,9.541203,10,0,0,0,0,0,0,1,28.31929,222.6281,3365.186813
4273,4274,Z90333,21394,2,37,23757.46,11.89332,8,0,0,0,1,0,0,0,7.816831,182.4433,1479.383716
4274,4275,V191716,3867,1,74,29311.58,14.0419,5,1,2,1,1,1,1,1,16.74543,219.9902,1893.24474
4275,4276,F708213,748,1,86,70250.39,6.441951,11,2,0,0,1,0,1,0,5.321365,157.4698,502.9172945
4276,4277,A886067,11461,5,43,23638.05,7.073792,13,1,0,0,0,0,1,1,5.493065,242.6143,1178.136437
4277,4278,M605465,437,0,26,84681.03,16.13377,8,0,1,0,0,0,1,1,3.606976,212.6415,1330.057877
4278,4279,I740777,63659,0,23,2716.95,11.58123,16,0,0,0,0,1,1,1,24.09793,142.4855,2427.967505
4279,4280,A501629,642,1,87,32855.22,11.28659,14,2,0,0,0,0,1,0,11.32392,137.4872,922.3842497
4280,4281,U05301,2683,3,61,84478.95,10.43043,10,0,0,0,1,0,0,0,8.06514,144.9607,866.9483546
4281,4282,G514638,9262,1,33,13106.6,12.87327,11,1,0,0,0,0,0,0,3.30098,114.9658,594.5452132
4282,4283,X120078,284,0,21,51814.85,12.20018,10,0,1,0,1,0,0,0,9.468306,124.9607,1351.920539
4283,4284,O505123,1652,3,46,76134.13,8.987011,15,0,2,0,1,1,0,0,1.52349,174.9882,1031.356925
4284,4285,E507994,32,2,51,54290.34,12.09389,10,1,0,0,0,0,0,0,10.15451,149.9845,1224.72764
4285,4286,K171161,182,1,85,58516.37,10.01688,9,2,0,0,1,0,1,1,6.418936,265.147,1103.319343
4286,4287,R570772,7514,1,79,45122.17,15.59664,13,2,1,0,1,0,1,1,8.052952,182.4538,910.2691862
4287,4288,R470956,1581,0,35,34110.17,13.00941,10,0,1,0,1,0,0,0,9.688409,182.49,1331.662313
4288,4289,M643332,1541,3,56,14725.39,3.363527,15,2,2,1,1,1,1,0,22.05456,175.0062,2701.761153
4289,4290,L739156,814,0,65,37261.82,8.923032,10,3,2,0,0,0,0,1,4.164919,159.9349,577.4706172
4290,4291,I67005,16894,2,73,44060.25,9.531096,20,3,1,0,0,0,1,1,7.518447,220.1185,1059.388627
4291,4292,Q495449,20631,2,35,17995.63,14.8479,14,0,1,1,0,0,1,1,6.602711,200.1185,1569.491526
4292,4293,G924469,324,1,35,72462.36,12.22761,13,0,0,0,1,0,0,1,19.56071,242.6106,2715.021658
4293,4294,P589193,3368,2,31,6827.15,13.72064,14,0,2,0,0,1,1,0,5.458881,142.5007,1238.891522
4294,4295,A143106,13229,1,50,37146.88,6.518242,15,1,1,0,1,1,1,1,18.601,235.1884,2291.446991
4295,4296,U736350,36923,3,45,41973.28,10.61869,8,0,0,1,0,0,0,1,19.48354,137.4392,1943.635982
4296,4297,W823366,5449,3,54,17429.01,15.97282,15,5,1,0,0,0,0,0,9.274687,169.9378,1170.725967
4297,4298,Q52006,3667,3,37,13722.37,9.098168,17,0,2,0,1,1,0,1,8.172776,184.9853,1275.385401
4298,4299,D213521,1565,1,81,28181.92,9.427912,11,1,0,0,0,1,1,1,14.55246,119.9897,1439.519609
4299,4300,A65734,1680,0,74,11222.72,7.228077,15,1,1,0,0,1,1,1,9.517804,164.9889,1104.302871
4301,4302,F225995,2350,0,25,49718.59,7.839192,12,2,2,0,0,0,0,0,25.46342,182.4608,2585.068343
4302,4303,W96676,39523,0,55,29622.06,11.62614,12,0,2,0,0,1,0,1,12.69881,174.9755,1469.854845
4303,4304,V836362,2336,2,62,37251.6,12.9076,12,2,0,0,0,0,0,1,2.865504,187.6094,1123.372604
4304,4305,D671064,32029,4,89,61571.39,6.001994,16,0,1,0,0,0,0,0,4.661936,127.4421,946.0176525
4305,4306,D135530,12920,4,77,10744.48,13.3429,18,0,1,0,0,0,0,1,20.10599,187.6094,2595.464531
4306,4307,A821790,261,0,77,33654.79,7.337524,13,1,0,0,0,1,0,0,7.633263,152.4555,1357.166073
4307,4308,D212939,27345,5,57,38396.0,13.0675,10,0,0,0,0,0,0,1,19.9534,127.4586,2098.351216
4308,4309,E885584,17536,3,50,13226.92,15.54324,12,2,0,0,1,1,0,1,2.141515,277.6513,1094.028517
4309,4310,G48472,56642,3,35,46770.27,10.5871,17,0,1,0,1,0,0,0,7.294292,134.9801,983.0214047
4310,4311,Z99425,5835,2,64,54315.92,9.805529,12,1,0,0,1,0,1,0,14.69884,137.4698,1705.410653
4311,4312,M387930,8761,1,79,31063.83,8.289713,16,0,0,0,1,1,0,1,3.260154,255.1555,887.9936218
4312,4313,M927991,2830,0,87,13470.92,3.503782,12,2,0,0,0,1,1,0,15.05177,149.9778,1281.098493
4314,4315,J241242,1770,0,65,94296.35,11.46299,15,1,0,0,1,0,0,0,3.23817,147.4713,443.3624779
4315,4316,X757859,3150,0,38,66409.47,7.716619,9,0,0,1,0,0,0,0,1.865935,159.965,514.9287886
4316,4317,J552619,978,4,52,82955.59,10.64343,9,2,0,0,0,1,0,0,15.10612,107.4958,2006.056116
4317,4318,Y51592,308,0,83,41557.24,7.930553,9,3,0,0,0,0,0,0,11.12611,147.4738,978.1726612
4318,4319,P372865,764,4,42,15762.73,7.343718,11,0,0,1,1,1,1,1,14.40375,235.1417,2394.464952
4319,4320,W83230,695,1,76,54883.0,12.81224,10,0,1,0,0,0,0,0,9.121337,112.4551,770.7911152
4320,4321,M791093,13762,1,27,39224.01,6.924097,9,1,0,0,1,1,0,1,1.11588,232.652,891.6297776
4321,4322,I440271,27842,0,37,88324.05,8.128263,13,1,0,1,0,0,0,0,5.126165,127.4887,703.0576657
4322,4323,P325481,8979,4,81,46472.71,9.487624,17,1,0,1,1,1,1,1,13.61148,199.9902,2072.299479
4324,4325,B724639,16182,0,74,47866.24,11.2053,16,0,0,0,0,0,0,1,7.283667,230.1051,1064.970201
4325,4326,O779572,670,0,37,47862.33,11.63333,14,1,0,0,0,0,0,0,5.560793,162.4608,1246.154559
4326,4327,M771410,35523,2,54,23513.12,12.24838,6,1,1,0,0,0,0,0,6.246694,79.97886,638.1637463
4327,4328,S281786,10790,0,24,2781.14,13.17201,11,0,1,1,1,1,1,0,5.682535,207.4974,942.7449518
4328,4329,Z411399,10489,2,20,10325.85,9.491469,9,1,2,0,1,0,0,1,4.51753,252.6378,1187.095148
4329,4330,Z726484,1246,0,40,58142.74,11.84641,16,2,0,0,0,0,0,0,4.723073,159.965,660.1932315
4330,4331,Q314433,24475,2,72,26965.24,9.883011,15,3,0,0,0,1,0,0,3.656765,184.9785,780.9545758
4331,4332,L712758,4420,2,79,22380.45,10.94774,14,2,1,0,0,1,0,1,1.946824,210.127,654.0700617
4332,4333,B652550,38028,4,85,37525.01,4.336065,12,3,0,1,1,0,1,0,5.111561,160.0122,678.2091311
4333,4334,H842993,34624,3,72,12845.65,10.63877,13,0,0,0,0,0,0,1,12.70316,149.9621,1337.6353
4334,4335,U970048,611,0,48,54174.87,6.931743,11,2,0,0,0,0,0,0,1.347728,139.965,767.0616095
4336,4337,J695377,2074,1,22,96925.17,7.284511,19,2,0,0,1,1,1,0,21.42226,139.9875,2520.720283
4338,4339,K965510,30305,1,71,65207.61,12.62228,11,2,0,0,0,0,1,1,3.922369,129.995,564.188439
4339,4340,B149716,517,2,78,65564.74,6.33742,11,0,1,1,0,0,0,1,13.21733,230.1051,1599.616413
4341,4342,H548788,1204,2,52,42523.79,10.2902,11,1,0,0,0,0,0,1,12.12501,139.9816,1419.040968
4344,4345,Y481533,4641,1,44,16314.59,10.16254,10,0,0,0,0,0,1,0,12.18592,127.4601,1638.620437
4345,4346,G569192,7972,2,74,18620.8,10.97789,7,1,0,0,0,0,0,0,17.95225,139.965,2190.039608
4346,4347,G581130,98,1,74,44526.16,11.69889,10,1,1,0,0,1,0,0,19.78766,164.9785,2396.551383
4347,4348,E814583,4049,4,48,23184.49,11.52769,10,1,0,1,1,0,0,1,11.20643,159.9642,1452.316701
4348,4349,R496936,10434,0,81,38363.26,11.95007,14,0,0,0,1,1,1,1,2.582668,164.9715,866.3476333
4350,4351,A127838,14305,1,68,45125.98,6.895659,10,0,1,0,0,1,1,1,5.402848,215.1591,1445.492967
4351,4352,L729864,0,7,53,24050.09,10.49746,12,1,0,0,1,0,1,1,7.969762,232.624,1848.363566
4352,4353,K798028,2845,3,54,20489.38,12.00248,11,0,2,0,0,1,0,0,6.106821,107.4958,1149.045043
4353,4354,S655334,3709,1,41,18014.85,12.38772,14,1,0,0,1,0,0,0,6.463724,157.4836,742.5950937
4355,4356,U452069,553,1,27,11737.67,12.53943,12,2,0,0,0,1,0,1,17.7076,222.65,2217.378277
4356,4357,O697874,2138,0,47,49662.82,12.33405,19,2,1,0,0,1,0,1,31.81602,129.9763,2977.360531
4357,4358,B675944,1988,3,50,21902.4,12.75802,18,3,0,0,0,1,1,0,23.55037,127.482,2097.12893
4358,4359,M985747,35157,3,26,20223.8,12.50019,13,1,1,0,1,0,1,1,22.30566,182.4538,2313.442726
4359,4360,E607371,5036,2,89,63155.68,8.52773,6,0,0,0,1,0,0,0,9.975367,172.4705,1476.916161
4360,4361,C656833,4976,4,40,26048.51,11.95077,11,2,0,0,0,0,0,1,1.358678,230.1051,861.1555834
4361,4362,Y672361,569,0,83,8568.21,8.580878,12,0,0,0,1,1,0,1,2.222289,184.9853,497.5901263
4362,4363,B230779,925,0,71,25590.46,13.47619,11,0,0,0,1,1,1,0,7.028485,194.9744,896.0733804
4363,4364,I953052,2238,2,89,4025.77,11.33201,9,0,1,1,1,1,1,1,19.04207,267.6647,2183.450856
4364,4365,J192276,124,3,25,48360.48,9.823607,14,0,2,0,1,0,1,1,7.848542,265.147,1478.745798
4365,4366,N375820,217,1,40,44309.72,10.93373,16,1,0,0,1,1,1,1,7.539374,187.4673,1531.68836
4366,4367,G307248,0,0,36,60010.8,5.221072,9,2,0,0,1,1,0,1,11.07238,164.9853,1837.391501
4367,4368,Z272036,57,3,70,89882.52,7.462184,10,1,0,0,0,0,1,1,11.86797,242.6143,1597.444059
4368,4369,H19974,265,3,81,86374.11,10.5045,12,1,0,1,0,0,1,0,7.649477,194.9699,956.2196954
4369,4370,P555585,20759,3,70,34260.52,15.8889,11,1,0,0,0,0,0,1,16.60351,230.1051,1981.140361
4370,4371,D460465,39786,4,74,27361.04,9.241986,10,0,0,0,1,0,0,0,4.030411,159.9476,1097.688317
4371,4372,U602748,3535,2,79,76126.58,9.044187,13,1,0,1,1,1,0,1,14.34892,255.1555,1874.421389
4372,4373,H856152,15059,2,66,31680.85,6.006855,8,0,0,0,0,1,1,1,19.30476,215.1591,2668.981332
4373,4374,Y264144,615,6,38,31239.87,8.18622,10,0,0,0,1,0,0,0,8.584144,112.4844,1077.237101
4374,4375,N39235,15129,4,25,30324.88,11.14727,13,3,1,0,0,0,1,1,1.849221,152.4907,778.5344798
4376,4377,T626833,16785,0,42,33471.07,11.92715,13,1,0,0,1,1,1,0,6.708628,197.4702,1390.143881
4377,4378,Z161414,2181,4,79,40869.93,7.401076,11,1,0,0,1,1,1,1,10.28653,267.6647,1560.396967
4378,4379,T541594,14632,2,26,60826.49,11.90071,11,1,0,0,0,0,0,0,11.32663,127.4887,1308.744827
4379,4380,X637260,1589,1,83,32783.94,10.11537,4,2,2,1,0,0,0,0,6.574699,149.9845,877.990892
4380,4381,B363857,4295,4,86,16711.49,13.49933,5,1,0,1,0,0,1,1,1.126364,200.1185,1015.130356
4381,4382,G453675,786,2,55,49993.51,8.962113,12,1,1,1,1,1,0,0,6.91807,147.4783,837.0503656
4382,4383,I288648,1837,1,31,29539.51,10.16935,13,0,0,0,1,0,0,0,18.32428,157.4836,1747.20978
4384,4385,R360718,10552,1,87,15160.7,9.760091,13,1,0,0,1,1,1,1,6.31339,187.4673,1324.19186
4385,4386,M922982,10232,1,84,42037.97,13.79652,16,0,0,0,1,0,1,0,10.03914,124.9935,896.0387666
4386,4387,H01215,15142,1,48,34590.21,11.65151,13,0,0,0,0,0,0,0,17.77264,139.965,2229.782748
4387,4388,U799377,39376,0,21,1193.66,7.364702,11,1,0,0,1,1,0,1,21.50913,207.4811,2422.231415
4388,4389,G341241,13720,4,42,10093.3,13.54602,12,3,0,0,0,0,1,0,20.88324,105.011,2027.833188
4389,4390,Q675589,529,3,82,38056.65,12.30736,10,1,1,0,0,1,1,1,15.95966,167.4847,2158.69019
4390,4391,G06529,5684,2,31,48432.85,4.63584,11,3,0,1,1,0,0,0,1.925345,194.9663,1183.751805
4391,4392,S333226,4242,3,19,57992.91,9.819494,19,2,0,0,0,1,1,1,5.698156,235.1591,1325.472004
4392,4393,H104879,497,1,30,74373.82,9.896211,7,0,1,1,1,0,1,0,4.225661,192.4885,693.5913883
4393,4394,L593610,39,2,25,79402.83,10.51982,11,2,1,0,0,1,1,1,21.19498,235.1591,2458.677481
4394,4395,H228822,843,3,26,30421.01,14.08044,8,2,0,1,0,0,1,0,23.04458,159.9512,2218.850381
4395,4396,S301010,5912,0,57,66698.79,10.76198,11,0,0,0,0,0,0,1,9.900853,222.6281,1880.847695
4396,4397,Q843780,40336,0,56,18275.19,6.990118,11,2,0,0,1,1,1,1,1.15025,164.9715,830.9443469
4397,4398,Q09894,1132,0,89,40406.98,16.36612,11,1,1,0,0,0,0,0,3.794103,92.5018,346.0280123
4398,4399,E755897,21767,1,84,45874.19,10.0487,16,0,0,1,1,0,0,0,7.579193,182.4433,1275.031579
4399,4400,Y425130,3161,5,56,6327.17,10.88222,15,0,0,0,0,0,0,0,10.44433,147.4738,1164.755978
4400,4401,M238722,285,1,52,76765.17,10.32391,16,0,0,0,0,0,1,0,10.35635,159.9512,1114.676099
