,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,MonthlyCharge,Bandwidth_GB_Year
3986,903,3,55,64821.36,1,10.32806,13,1,1,0,0,0,0,1,197.6288,889.1589238
3987,11393,1,81,25832.88,1,7.75167,13,1,0,1,1,0,0,1,169.9447,1044.205309
3988,464,7,78,16720.22,1,7.231501,11,2,1,0,1,0,1,1,265.147,1023.807054
3990,585,0,34,64868.33,0,6.131562,12,1,0,0,0,0,1,0,117.4872,777.0645087
3991,7714,2,30,22227.6,1,10.05201,11,1,0,0,1,0,0,0,159.9794,901.9731056
3992,6464,2,52,77013.22,1,12.35651,11,1,1,0,1,0,0,1,184.9634,2214.777592
3993,69,0,70,30328.46,0,9.920573,12,0,1,0,0,0,0,0,147.4421,630.454611
3994,3463,1,38,39124.98,0,11.36728,12,0,0,0,0,0,0,0,139.965,2224.045421
3996,6750,3,48,13424.34,1,9.29595,11,1,1,0,1,0,0,0,172.4705,2960.453451
3997,270,1,40,23263.37,0,6.610095,10,2,0,0,0,0,0,1,149.9621,798.4043093
3998,0,2,77,49705.64,1,9.060003,5,0,0,0,0,0,0,0,169.9378,800.6201669
3999,1174,4,49,71323.38,0,10.22148,13,1,1,0,0,0,0,1,207.6094,773.1936845
4000,5144,2,52,42761.9,0,10.63881,18,1,0,0,1,1,1,0,194.9744,498.5585239
4001,46,0,25,73571.78,1,4.391327,11,0,0,0,0,1,0,1,200.1465,1280.711037
4002,230,5,46,28900.31,0,13.56912,10,1,1,0,1,1,0,0,147.4783,1326.326983
4003,57658,0,61,12261.86,0,12.20515,14,0,1,0,0,0,0,1,149.9621,2960.494504
4004,12968,0,71,21896.48,0,8.156063,10,1,0,0,1,1,0,1,172.4624,410.7935286
4005,2349,0,43,36113.68,1,10.72443,9,2,1,0,0,1,0,1,212.6695,1890.634177
4006,8510,0,52,16375.5,0,9.762926,12,3,0,0,0,1,1,1,132.5127,874.6357853
4007,6672,1,50,27504.76,1,4.125868,9,1,0,1,0,0,1,1,139.9678,520.3000287
4009,153,1,52,7019.0,0,6.239127,10,1,0,0,0,1,1,0,149.9778,458.7691639
4010,83,1,50,41192.07,1,11.75093,11,5,1,0,1,0,1,0,227.4754,895.8563668
4011,33960,3,52,19839.57,0,11.26452,10,0,0,0,0,0,1,1,129.9483,1113.503645
4012,1243,3,81,40129.49,1,4.955493,13,1,0,1,0,0,0,1,187.6094,2034.534213
4013,0,1,59,43660.04,1,14.66262,9,1,0,0,1,0,0,1,184.9634,1028.550477
4014,2153,5,30,29715.31,0,10.35877,15,2,0,0,1,0,0,0,194.9663,1291.115762
4015,25048,0,36,42046.1,0,11.39904,11,2,0,0,0,0,1,1,162.4713,608.6804201
4017,33420,0,62,81116.37,0,15.78884,14,1,0,0,0,0,1,0,159.983,732.5653824
4018,1107,3,29,53936.98,0,6.130264,13,0,2,0,1,0,0,0,194.9663,2592.211229
4019,34191,6,72,43187.75,1,8.936454,13,1,0,0,0,0,1,0,162.447,1379.566758
4020,3417,4,57,52230.66,1,11.36485,13,1,0,0,1,0,1,0,172.4885,1447.593195
4021,445,3,59,56176.47,0,15.6492,14,0,0,0,1,1,0,0,127.4783,1463.304212
4022,1709,2,32,34304.39,0,7.621504,16,0,1,0,1,0,0,1,182.4676,1326.472227
4023,30228,1,26,20770.05,0,8.180859,12,0,0,1,0,0,0,1,129.9621,2116.26369
4024,412,2,36,21302.51,0,9.986819,17,0,0,0,1,0,0,0,159.9794,2095.117873
4025,165,3,36,34235.37,0,10.39631,10,3,1,0,0,0,0,0,92.45514,1851.710555
4026,206,1,71,6908.55,1,4.826642,13,1,0,0,1,0,1,1,184.9496,1450.84591
4027,15725,3,21,56188.74,0,8.959582,9,0,0,0,1,0,1,0,227.4754,1841.554887
4028,12349,0,51,1779.33,1,8.907172,14,4,0,0,0,1,0,0,184.9785,1796.010353
4029,165,4,62,11607.82,1,11.4166,6,1,0,0,0,0,0,1,139.9349,962.2206823
4030,1668,0,40,89377.1,1,14.11831,8,2,0,0,0,0,0,0,169.9378,373.4091813
4031,5493,1,32,11098.33,0,7.210336,16,0,0,0,1,0,0,0,147.4713,1735.70733
4033,1066,2,48,39855.47,0,9.217675,10,2,0,0,1,0,0,1,169.9447,704.9286558
4034,16,1,49,47053.09,0,13.98017,16,1,0,1,0,0,0,0,124.9781,2198.49291
4035,2643,1,72,55691.37,0,11.19035,12,1,1,0,0,1,1,1,152.466,1932.932484
4036,36489,4,85,8435.92,0,9.069204,15,1,0,0,0,0,0,1,149.9621,769.3159079
4037,30211,1,62,61970.01,0,8.815017,13,0,0,0,0,1,0,0,117.4686,773.2252534
4038,47459,7,63,51518.48,1,15.35795,12,2,2,0,1,0,0,0,172.4705,1083.905096
4039,188,1,49,54101.82,0,7.708801,13,0,0,0,0,1,1,1,167.4847,2196.848941
4040,518,1,45,28468.2,0,11.08855,7,2,2,0,1,0,1,1,182.4538,634.6695443
4041,294,0,55,84724.98,0,9.993042,10,1,0,0,1,0,1,1,184.9963,1652.974278
4042,41510,3,58,31936.02,1,16.85843,12,0,1,1,0,0,1,1,184.967,1551.900975
4043,2845,0,41,19460.56,0,10.06905,12,0,0,0,1,1,0,0,137.4978,1502.957327
4044,3318,1,47,57786.83,1,7.519369,16,2,0,1,1,0,0,1,182.4676,1251.370897
4045,19403,0,41,76658.88,1,7.975836,13,1,1,0,1,0,0,1,192.4404,625.8895244
4046,4072,1,82,2477.91,0,8.67997,20,0,1,0,0,0,0,0,147.4738,831.3672853
4047,382,3,37,5289.83,1,12.23484,10,3,1,0,1,0,0,1,242.6573,2044.702772
4048,2824,0,81,23156.69,0,15.51451,11,2,0,0,0,0,0,1,104.9629,783.1783931
4049,1380,2,38,35337.11,1,11.42866,10,0,1,0,1,1,0,0,174.9882,1170.139527
4050,182,0,42,30928.21,1,13.92957,13,3,0,0,0,0,0,1,137.4392,638.0977736
4051,170,2,38,29210.9,0,5.367668,9,1,0,0,0,0,1,0,182.447,833.2996999
4053,12407,1,71,9399.04,1,13.2598,9,1,0,0,0,1,0,0,172.4555,1076.282569
4054,35798,0,79,16970.75,1,9.621132,18,0,0,0,1,1,0,1,265.1283,1537.073388
4055,321,7,59,45395.08,1,7.659602,10,1,0,0,1,1,1,1,270.1604,2408.542735
4056,415,4,67,43487.16,0,13.82812,12,1,0,0,0,1,0,0,82.49655,696.2689909
4057,6457,3,61,26699.84,0,8.689995,17,1,1,0,0,0,0,0,114.9509,1653.932692
4058,36539,2,49,49081.51,1,7.330021,11,1,1,0,0,0,1,1,212.6415,1249.968178
4059,620,1,79,18071.31,1,7.704948,12,1,1,0,0,1,1,1,190.1599,863.4968708
4060,9791,0,19,61510.96,0,8.006475,11,1,0,0,0,0,0,0,149.9378,1722.330381
4062,1073,1,66,20455.42,0,9.551626,11,2,1,0,1,0,0,1,172.4871,992.6561706
4063,12737,1,37,24844.03,0,4.714235,15,2,1,0,0,1,0,1,154.9755,2574.581362
4064,694,1,32,58887.16,1,16.42306,8,0,0,1,1,1,0,1,265.1283,981.7181093
4065,27612,0,73,57265.89,1,7.706587,14,2,1,0,1,1,0,1,242.6326,2280.034122
4066,208,3,35,26190.71,1,7.755985,11,0,0,1,1,0,1,0,159.9805,721.3139824
4067,345,7,71,3360.57,1,10.40927,13,1,0,1,1,0,0,1,262.6106,2120.151113
4068,556,1,40,21018.6,1,8.416539,15,1,0,0,0,0,0,1,187.6094,2006.605241
4069,32959,0,65,27147.53,1,8.759495,14,0,0,1,1,0,0,0,182.4433,1069.814443
4070,49787,1,70,55025.02,1,9.725427,13,3,0,0,1,1,0,1,257.6513,1882.174515
4072,329,0,87,4464.62,0,3.954662,8,1,0,0,0,0,0,0,147.4738,985.0942314
4073,1303,1,78,13715.57,1,10.00211,11,0,1,0,1,1,0,1,174.9581,1549.953908
4076,13958,2,27,68836.22,1,8.653267,14,1,0,0,1,0,0,1,220.1149,1670.890036
4077,1310,0,27,85712.06,1,9.18135,14,0,0,1,1,1,0,0,217.484,756.1541962
4079,375,0,44,27249.39,1,7.387913,15,0,0,0,0,0,0,1,207.6094,831.3552738
4080,475,3,22,37622.41,0,12.27167,10,0,1,0,1,0,1,1,194.9768,1614.234523
4081,4334,2,68,23406.73,0,8.50057,14,1,0,0,0,0,0,0,169.9378,1216.01156
4082,35952,2,50,20655.49,1,6.544083,18,1,0,0,0,0,0,0,162.4608,1030.22533
4083,12047,7,30,91961.79,1,10.25189,10,1,0,0,1,0,0,0,147.4564,1258.92066
4084,8188,2,27,17423.53,1,10.43299,19,1,0,0,1,0,0,0,159.9476,1582.882748
4085,2579,4,44,34597.28,0,13.76209,11,0,1,0,1,0,0,1,149.9447,1390.860478
4086,69,3,75,46745.03,1,7.199791,7,3,0,0,1,1,0,1,277.6513,1017.250159
4087,9178,1,61,5917.37,1,9.930254,13,0,0,0,0,0,1,0,139.9979,1068.365286
4088,0,0,63,43184.08,0,4.272572,18,1,2,0,0,1,0,0,129.9598,1185.421568
4089,312,0,21,49614.23,0,6.244054,11,2,1,0,1,0,1,0,137.4698,911.2594992
4090,79996,0,34,17736.57,0,11.61228,14,3,0,1,0,0,0,0,159.965,638.2966688
4091,32388,4,25,50390.91,0,13.94531,10,5,0,0,1,0,1,0,169.9928,1335.552296
4092,245,1,63,11247.62,1,10.35743,13,1,2,1,1,1,0,1,172.4624,1116.289401
4093,15586,0,37,14828.39,1,5.318294,15,3,0,0,1,1,0,0,162.4653,1452.308983
4094,151,7,29,86449.72,0,10.15265,10,0,0,0,0,0,0,0,112.4551,849.8471125
4095,27872,3,69,8705.79,0,10.65674,15,3,2,0,1,0,0,1,192.4404,1903.138739
4096,106,6,18,20724.48,0,11.99485,16,1,0,0,0,0,1,0,172.4742,1547.496008
4097,1550,4,70,40643.06,0,14.47622,7,1,2,0,0,0,0,1,137.4392,1760.029684
4098,6403,4,55,16035.67,1,2.265527,12,0,0,0,1,0,0,1,230.1344,1235.041233
4099,4442,1,70,27967.87,1,7.389506,16,1,0,0,1,0,0,1,182.4676,1532.242102
4100,13546,2,67,39176.98,0,8.34145,15,1,0,0,0,1,0,1,245.1457,1692.14874
4101,4500,1,19,9713.69,1,8.530739,15,2,0,0,0,0,0,1,222.6281,1685.709392
4102,23458,4,29,7458.91,1,10.58898,9,2,1,0,1,0,0,1,220.1615,1378.197785
4103,2128,1,61,18073.63,0,13.6305,13,0,0,0,1,0,0,0,192.4705,2094.027389
4104,823,1,32,27492.15,0,10.04509,12,2,1,0,0,0,0,0,159.965,1654.594685
4105,45596,3,28,17931.97,1,6.216824,13,0,1,1,1,0,1,1,255.1198,3452.422228
4106,678,1,84,23618.18,1,5.769435,13,0,0,0,0,1,1,1,245.132,1556.189478
4107,2678,0,25,14790.79,0,11.97118,8,1,0,0,0,0,0,0,92.45514,847.5443814
4108,210,2,80,4289.84,1,11.76163,11,1,2,1,0,0,1,0,182.447,1048.841947
4109,2669,0,49,11555.49,0,4.796898,13,0,0,0,1,1,1,1,207.4673,1985.001327
4110,6399,0,61,20646.5,0,11.00437,11,0,1,0,1,0,0,1,162.4676,1063.553
4111,6627,0,20,84655.31,0,12.2004,13,1,1,0,1,0,1,0,137.5165,1552.219697
4112,26556,0,61,43528.14,1,8.861688,12,0,0,1,1,1,0,0,182.497,576.7539469
4113,13474,4,61,31559.08,0,8.84265,10,0,0,0,0,0,1,0,127.475,871.6497245
4115,14119,0,37,13342.18,0,6.544685,11,0,0,0,0,0,1,1,139.9678,1175.07987
4116,3308,0,45,7324.74,1,5.80988,17,4,0,0,0,0,0,1,139.9349,1676.476901
4118,12530,3,88,1404.19,1,4.973597,12,2,0,1,0,0,0,1,187.656,1542.223736
4119,349,3,56,55127.57,0,10.88425,9,1,0,0,1,0,0,1,149.9447,1288.736573
4120,1696,0,56,55736.72,0,4.68229,11,0,1,1,0,0,0,0,147.4738,1198.110595
4121,18181,1,18,37552.63,1,10.80374,7,1,0,0,1,0,0,0,159.9942,1861.838695
4122,5192,3,88,22428.12,0,7.176,14,2,1,1,0,1,1,0,117.5015,558.6380046
4123,4586,4,88,9693.38,1,7.299566,14,2,1,0,1,1,0,1,235.1555,1627.193453
4124,164,2,39,19745.98,0,2.698874,6,2,0,0,0,0,0,0,127.4421,1061.907795
4125,33786,3,76,47393.32,1,9.238339,16,1,0,0,1,0,0,1,137.4684,975.6560108
4126,3291,0,28,31654.75,0,5.064663,10,4,1,0,0,1,1,0,142.5007,2214.155609
4127,8834,0,64,15719.1,1,8.301488,15,2,1,0,1,0,1,0,172.4567,946.9600501
4128,121,0,40,102072.0,1,8.191967,5,1,0,0,0,0,1,1,212.6415,1717.407155
4130,11629,1,55,40877.0,1,9.082762,11,2,1,0,1,0,0,1,240.1149,2064.732863
4131,404,1,21,17217.29,0,10.09361,16,1,0,0,0,0,0,1,222.6281,1761.873779
4132,3609,3,67,7041.99,0,12.67518,14,2,0,0,0,1,0,0,129.9598,1037.103018
4133,446,1,71,15666.43,0,12.72884,12,1,0,0,1,0,0,1,149.9447,1882.950851
4134,1305,0,63,48167.78,1,6.733381,14,0,1,0,0,1,0,0,142.4827,1162.614265
4135,222,1,19,3379.82,1,12.36091,10,0,0,0,1,0,1,1,242.6435,2616.565517
4136,13920,3,41,43886.72,0,13.93891,11,1,0,0,0,1,0,0,95.01949,796.4508318
4137,1264,3,24,28683.49,0,10.35052,12,0,0,0,1,0,0,0,144.9607,1151.520457
4139,8784,0,65,42739.62,0,12.93123,15,2,0,0,1,0,0,0,179.9476,1670.944369
4140,417,1,42,22986.69,0,8.081848,16,0,0,0,0,0,0,0,162.4608,1295.610833
4141,7380,3,43,35590.37,0,7.51567,9,2,0,1,0,0,0,0,114.9658,468.36494
4142,1124,0,61,28963.75,0,11.7278,7,1,2,0,0,0,0,1,137.4392,2246.098296
4143,73671,2,27,12211.88,0,12.2056,15,0,0,0,0,0,1,1,172.4441,628.4063951
4144,24,0,76,82481.35,0,17.1044,7,3,0,0,0,0,0,1,137.4392,646.3090606
4145,645,1,86,59196.24,1,8.270133,17,1,1,0,0,0,1,0,127.475,412.7637414
4146,19943,0,77,25859.59,1,7.868103,9,1,0,0,1,0,0,1,137.4684,1028.818406
4147,1389,3,44,13836.46,0,12.19131,10,0,0,0,0,0,1,0,104.9643,1070.918591
4148,90,3,22,91563.15,0,11.94875,13,1,1,0,0,0,0,0,127.4421,969.8255583
4149,33760,4,67,61117.27,0,10.46827,13,1,1,0,0,1,0,0,127.4958,1089.662539
4150,36792,3,58,14656.97,0,7.353482,17,0,0,0,1,1,0,0,127.4783,1471.541306
4151,7368,2,48,81945.11,0,4.736819,12,1,0,0,1,0,1,0,192.4885,795.5471897
4152,24231,7,85,47066.46,0,10.93225,9,0,1,0,0,1,0,0,127.4958,1973.062252
4153,1253,2,83,17786.67,0,9.332735,13,4,0,0,0,0,0,0,147.4421,1225.839629
4154,760,1,34,22447.98,1,10.72646,12,0,0,0,1,0,0,1,182.4676,758.5059535
4155,1364,1,52,37438.69,1,10.95022,14,0,1,0,0,1,0,1,177.6508,753.8000793
4156,11598,0,69,18370.06,1,5.139013,10,1,0,1,1,1,0,0,140.0013,1060.698386
4157,3758,1,32,11091.57,1,7.74801,10,2,0,1,0,0,0,0,114.9658,560.5940436
4158,1166,0,53,45396.13,0,8.011715,13,2,1,0,1,0,1,0,172.5034,1751.102541
4160,1505,4,88,47792.78,1,9.011614,7,3,0,1,1,0,1,1,182.4538,537.4400071
4161,7742,0,77,70094.06,0,13.60726,10,0,1,0,0,0,0,0,92.45514,740.9934575
4162,3787,1,82,43447.28,0,5.443862,13,2,0,0,0,0,0,1,220.1323,1386.235112
4163,17348,3,23,21308.46,0,10.02203,10,2,0,0,0,0,0,0,114.9509,1628.925715
4164,27317,0,79,12547.26,1,8.426711,19,0,1,0,1,0,1,1,184.9496,1431.48792
4165,2179,3,67,29318.96,1,14.74096,15,1,0,0,1,1,0,1,152.509,885.8344713
4166,7722,3,26,25502.9,1,8.709293,12,1,0,0,1,0,0,0,124.9607,1193.722344
4168,11158,5,78,41521.95,1,8.8086,12,1,0,0,1,0,0,0,125.0073,783.5447103
4169,27329,0,78,938.81,1,10.48756,17,0,1,0,1,0,0,1,182.4676,1198.334446
4170,3085,2,58,51755.55,0,7.527191,12,1,0,0,1,0,0,0,124.9607,1117.392471
4171,1483,7,39,23042.88,0,10.52017,11,2,0,0,0,0,1,0,124.9643,666.238562
4172,1153,3,36,98147.26,0,8.776288,7,1,0,0,0,1,0,0,104.9923,2334.936502
4173,949,1,22,58006.93,0,12.05053,11,3,2,0,0,0,1,0,114.9838,1061.819409
4174,4022,1,40,17275.92,1,9.099318,12,0,1,0,0,0,0,1,129.9621,949.9087685
4175,5546,4,32,44106.66,0,13.34936,15,0,0,0,1,0,0,0,124.9607,1868.762719
4176,5736,0,82,29556.6,0,8.367848,12,0,0,0,1,1,0,0,169.9741,877.6347728
4177,38272,4,64,52638.57,1,7.121593,12,0,0,0,1,1,0,1,232.652,949.8530724
4178,983,0,22,26998.56,0,14.63594,13,0,1,0,1,1,0,1,139.9861,2616.567484
4179,33168,2,59,11109.83,0,10.46768,11,1,1,0,0,0,0,1,207.6094,1224.407955
4180,1087,3,79,86060.95,1,13.53186,9,1,1,0,0,0,0,1,222.6281,2102.1428
4181,970,0,41,60646.06,0,17.44644,13,4,1,0,0,1,0,1,152.4798,829.160544
4182,3908,0,50,7826.14,1,6.754316,8,1,2,0,0,0,0,1,197.6288,719.7255006
4183,293,3,27,49626.73,1,14.07334,11,0,1,0,0,0,1,0,174.9699,1754.124518
4185,0,3,82,52312.84,1,3.075427,16,1,0,0,1,0,0,1,240.1149,1155.524102
4186,236,0,76,32125.5,0,16.15631,12,2,0,0,0,0,0,0,169.9378,510.6595626
4187,45763,0,73,50730.53,0,14.22008,10,0,0,1,0,0,1,0,182.447,422.3998081
4188,20077,4,69,24641.27,1,13.25877,10,0,0,1,1,1,0,0,182.4653,1001.378182
4189,245,4,24,29303.95,0,3.929938,14,2,0,0,1,1,0,1,174.9581,1564.304827
4191,2719,0,36,28799.35,1,11.44896,11,3,1,0,1,0,0,1,162.4676,2772.321832
4192,4970,3,39,100585.1,0,11.01403,10,0,0,0,1,0,0,0,137.4836,1027.507457
4193,726,2,53,68697.59,1,9.186841,10,2,0,0,0,0,1,1,200.1185,1254.551808
4194,4300,1,75,24385.38,1,11.77549,11,1,0,0,1,0,1,1,255.1665,847.0257353
4195,234,0,41,77706.42,1,11.85505,9,0,0,0,1,0,1,1,265.147,2559.878176
4196,5179,3,61,26393.26,0,9.238425,13,0,1,1,1,0,0,1,240.1149,1954.817992
4197,1305,0,45,26053.32,1,11.25811,17,1,1,0,1,0,1,0,204.9797,1570.913875
4198,45910,1,82,28423.59,0,2.478962,13,2,1,1,0,1,0,1,132.4798,1109.204756
4199,39757,2,87,3168.14,0,13.6307,11,0,1,0,0,0,0,0,169.9378,567.9194367
4200,23618,2,54,36821.9,1,13.84738,15,1,1,0,0,1,0,1,200.1465,791.2910428
4202,2178,2,49,46328.01,1,4.370972,18,1,0,0,1,0,0,0,137.4836,867.4854039
4203,2115,1,53,35207.0,1,6.636853,18,0,0,0,0,0,0,1,207.6094,2070.311565
4204,4983,0,75,47915.97,0,8.648062,13,0,0,0,0,1,0,1,119.9568,696.77888
4205,2453,3,57,11121.39,1,8.962651,11,1,0,1,1,0,1,1,267.6427,1571.964276
4206,1736,0,67,39149.61,0,10.34257,16,1,0,0,0,0,0,0,124.9781,499.2698644
4207,882,1,68,12114.71,0,7.95348,15,1,1,0,0,0,0,0,139.965,1581.415147
4209,7638,0,50,25598.66,1,9.390076,14,0,0,0,1,0,1,1,184.9496,909.8932554
4210,166,2,41,25223.93,1,11.87416,12,0,2,1,1,0,0,1,240.1149,1368.692393
4211,497,4,60,31574.68,1,5.49158,12,1,2,1,1,0,1,1,184.9496,1186.812133
4212,0,0,89,33406.38,1,9.677547,8,1,0,1,0,0,1,1,164.967,1391.823736
4213,4885,0,80,12155.81,0,10.51222,12,4,1,0,0,1,0,0,149.9915,775.1851628
4214,12,2,60,25939.02,1,8.084497,12,1,0,0,0,1,0,0,149.9598,1209.433597
4215,2130,0,72,18774.29,1,10.4476,17,0,0,0,1,0,0,0,194.9663,1201.716157
4216,489,1,23,55241.85,0,9.205984,9,1,0,0,0,1,1,0,174.9919,974.4325376
4217,16592,0,40,24810.37,0,10.52577,12,2,0,1,0,1,1,0,165.0113,1670.49598
4218,19135,0,30,39034.91,0,16.34933,12,3,1,0,0,0,0,1,149.9621,561.8079362
4219,183,0,24,38136.49,1,11.94896,19,0,0,0,1,1,1,1,174.991,1186.8504
4220,2608,6,30,31817.36,0,11.48473,11,0,0,0,0,1,1,0,149.9778,577.0059283
4221,956,6,21,5853.02,0,11.25133,7,1,1,0,0,1,1,0,95.00571,645.1788133
4222,6254,0,76,48206.11,1,8.583463,13,0,0,0,1,0,0,1,204.9634,700.7755614
4223,21129,2,56,54715.58,1,13.86094,13,0,1,0,0,1,0,1,232.6228,2025.44891
4224,13077,3,33,41130.54,1,10.38794,13,1,0,0,1,1,1,1,174.991,1806.936325
4225,0,3,25,12588.75,0,5.710563,15,1,1,0,0,1,0,0,130.0064,992.4933978
4226,9469,1,83,10048.03,0,11.73569,16,2,1,0,0,1,1,1,152.466,506.3292263
4227,2534,2,34,37252.55,0,5.023832,6,3,0,0,1,0,0,0,179.9476,1528.122932
4228,9238,3,39,8330.58,1,15.84283,12,3,2,0,1,0,1,1,287.6427,2425.973996
4229,3185,7,80,60909.21,1,5.981761,15,2,0,0,1,0,0,0,179.9794,722.0495418
4231,2424,1,62,55801.79,1,15.00214,9,4,0,0,0,1,0,0,129.9915,1537.645961
4232,28755,0,57,36057.73,0,14.84998,6,1,1,0,1,0,0,0,179.9476,902.9358857
4233,637,0,69,86274.26,1,9.824278,9,0,0,0,0,0,0,1,242.6281,924.9657013
4234,5863,1,26,33554.09,1,9.504751,18,1,0,1,0,0,1,0,174.9699,1774.889088
4235,11294,0,59,31150.04,0,10.259,8,3,1,0,1,0,0,0,179.9476,1372.679029
4236,11275,0,83,56532.82,0,8.887465,13,1,0,1,0,0,1,0,127.475,1330.997032
4237,115,0,54,47991.88,1,6.923717,17,2,0,0,1,1,0,0,184.961,1132.634807
4238,14413,0,49,21152.89,0,11.98448,11,2,0,0,1,1,0,0,162.4653,1620.224811
4239,605,1,43,50673.99,0,10.14014,12,0,0,0,1,1,0,0,137.4978,1057.86587
4240,170,0,40,16320.7,1,10.43105,12,0,1,0,1,1,0,0,182.4653,831.9762364
4241,26671,2,56,16374.21,0,10.63058,14,1,0,0,0,0,0,1,149.9621,760.1831445
4242,776,1,82,17778.12,0,12.99445,8,2,0,0,1,1,1,1,165.0182,884.0960804
4243,43795,4,75,9479.49,0,9.64554,13,1,0,0,0,0,0,0,147.4738,959.8322448
4244,7349,0,22,86019.75,1,6.989908,13,1,0,0,1,0,1,1,184.9496,1193.459499
4245,40170,0,52,8122.26,0,10.37913,7,4,0,0,1,0,0,1,169.9447,1707.991573
4246,1358,0,19,19211.13,1,11.94333,13,2,1,0,1,0,0,1,172.4404,1015.142572
4247,8742,3,55,29711.39,1,8.472127,17,0,0,0,1,1,0,0,162.4653,956.6535443
4248,6878,1,77,9954.05,1,11.17271,9,2,0,0,0,0,0,0,162.4608,1795.593522
4251,1583,0,46,25227.46,1,13.71428,12,1,0,0,0,0,0,1,200.1323,2521.277564
4252,12590,1,80,60866.81,1,9.527678,11,0,0,0,1,0,1,0,214.9525,997.2010554
4253,3080,0,70,70716.07,0,6.554147,13,0,0,0,1,0,0,0,159.9794,1741.511236
4255,5849,3,59,41302.92,1,14.76788,17,0,0,0,0,1,1,1,235.1591,1198.455198
4257,5450,2,70,6119.53,1,9.411397,6,3,1,0,0,0,0,1,104.9629,295.3935883
4258,2688,2,32,56607.8,0,11.78232,15,3,0,0,1,1,0,0,115.0021,1945.332394
4260,20920,0,36,66737.35,0,8.88295,14,0,0,0,0,0,0,0,114.9658,1638.079725
4261,53552,0,65,63033.65,1,12.91437,16,2,1,0,1,1,0,1,222.6326,1243.099192
4262,49019,0,88,9683.56,0,13.87763,8,3,0,0,0,1,0,1,139.9568,400.9668713
4263,48351,0,27,70424.63,1,6.941126,12,0,0,0,0,0,1,1,187.6422,1324.009256
4264,619,2,19,39526.95,0,10.32279,11,1,0,0,0,0,1,0,127.5067,1277.028074
4265,770,1,83,31355.16,1,11.09997,15,1,1,0,1,0,0,0,159.9476,1704.12272
4266,1749,4,70,22552.58,0,8.540979,13,3,0,0,0,0,1,1,172.4441,671.4099396
4267,214,1,27,67600.28,1,8.903042,10,2,1,1,1,0,1,1,217.4725,1144.50246
4269,21314,4,33,90633.74,1,11.15366,8,1,0,1,1,0,0,1,240.1149,1084.469104
4270,1292,0,27,47989.95,1,10.73681,14,0,2,0,1,1,0,0,182.4653,1770.233657
4271,22380,1,23,4308.47,1,5.200129,11,1,1,0,0,0,0,1,207.6094,763.7190374
4272,931,2,69,13386.4,0,9.541203,10,0,0,0,0,0,0,1,222.6281,3365.186813
4273,21394,2,37,23757.46,1,11.89332,8,0,0,0,1,0,0,0,182.4433,1479.383716
4274,3867,1,74,29311.58,0,14.0419,5,1,2,1,1,1,1,1,219.9902,1893.24474
4275,748,1,86,70250.39,0,6.441951,11,2,0,0,1,0,1,0,157.4698,502.9172945
4276,11461,5,43,23638.05,1,7.073792,13,1,0,0,0,0,1,1,242.6143,1178.136437
4277,437,0,26,84681.03,1,16.13377,8,0,1,0,0,0,1,1,212.6415,1330.057877
4278,63659,0,23,2716.95,0,11.58123,16,0,0,0,0,1,1,1,142.4855,2427.967505
4279,642,1,87,32855.22,0,11.28659,14,2,0,0,0,0,1,0,137.4872,922.3842497
4280,2683,3,61,84478.95,0,10.43043,10,0,0,0,1,0,0,0,144.9607,866.9483546
4281,9262,1,33,13106.6,0,12.87327,11,1,0,0,0,0,0,0,114.9658,594.5452132
4282,284,0,21,51814.85,0,12.20018,10,0,1,0,1,0,0,0,124.9607,1351.920539
4283,1652,3,46,76134.13,1,8.987011,15,0,2,0,1,1,0,0,174.9882,1031.356925
4284,32,2,51,54290.34,0,12.09389,10,1,0,0,0,0,0,0,149.9845,1224.72764
4285,182,1,85,58516.37,1,10.01688,9,2,0,0,1,0,1,1,265.147,1103.319343
4286,7514,1,79,45122.17,0,15.59664,13,2,1,0,1,0,1,1,182.4538,910.2691862
4287,1581,0,35,34110.17,1,13.00941,10,0,1,0,1,0,0,0,182.49,1331.662313
4288,1541,3,56,14725.39,0,3.363527,15,2,2,1,1,1,1,0,175.0062,2701.761153
4289,814,0,65,37261.82,0,8.923032,10,3,2,0,0,0,0,1,159.9349,577.4706172
4290,16894,2,73,44060.25,0,9.531096,20,3,1,0,0,0,1,1,220.1185,1059.388627
4291,20631,2,35,17995.63,1,14.8479,14,0,1,1,0,0,1,1,200.1185,1569.491526
4292,324,1,35,72462.36,1,12.22761,13,0,0,0,1,0,0,1,242.6106,2715.021658
4293,3368,2,31,6827.15,0,13.72064,14,0,2,0,0,1,1,0,142.5007,1238.891522
4294,13229,1,50,37146.88,1,6.518242,15,1,1,0,1,1,1,1,235.1884,2291.446991
4295,36923,3,45,41973.28,1,10.61869,8,0,0,1,0,0,0,1,137.4392,1943.635982
4296,5449,3,54,17429.01,0,15.97282,15,5,1,0,0,0,0,0,169.9378,1170.725967
4297,3667,3,37,13722.37,0,9.098168,17,0,2,0,1,1,0,1,184.9853,1275.385401
4298,1565,1,81,28181.92,1,9.427912,11,1,0,0,0,1,1,1,119.9897,1439.519609
4299,1680,0,74,11222.72,1,7.228077,15,1,1,0,0,1,1,1,164.9889,1104.302871
