Zip,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
13654,56,Male,No,Two Year,Yes,70,192.4,511.0
99841,28,Female,No,Month-to-Month,No,61,105.0,441.0
74061,36,Male,No,Month-to-Month,No,68,112.5,477.0
17945,37,Female,No,One year,No,70,207.6,517.0
79034,89,Male,No,One year,Yes,68,162.5,485.0
64444,30,Male,No,Month-to-Month,Yes,50,137.5,412.0
72827,75,Male,No,One year,Yes,48,175.1,370.0
14723,46,Male,No,Month-to-Month,Yes,69,127.5,495.0
72141,83,Male,No,One year,No,66,147.4,463.0
30753,77,Male,No,One year,Yes,60,112.5,412.0
16025,21,Female,No,Month-to-Month,No,59,105.0,423.0
78552,19,Male,No,One year,Yes,62,175.0,472.0
99018,84,Female,No,Month-to-Month,Yes,67,192.5,472.0
27921,56,Female,No,Two Year,Yes,70,150.0,501.0
24606,53,Female,No,One year,Yes,68,150.0,480.0
84763,50,Female,No,Two Year,No,51,105.0,384.0
85022,54,Female,No,Two Year,No,60,162.5,470.0
28622,26,Female,No,Month-to-Month,No,60,182.4,437.0
29672,32,Female,No,Two Year,Yes,45,195.0,349.0
12997,72,Female,No,Month-to-Month,Yes,51,169.9,373.0
46776,88,Male,No,Month-to-Month,No,57,182.4,454.0
92201,70,Female,No,Month-to-Month,Yes,61,165.0,489.0
99748,84,Male,No,Month-to-Month,Yes,48,117.5,348.0
59749,75,Male,Yes,Month-to-Month,Yes,54,252.6,414.0
23893,77,Female,No,Two Year,Yes,58,125.0,397.0
1540,65,Male,No,Month-to-Month,Yes,68,252.6,514.0
61109,26,Male,No,Month-to-Month,No,62,105.0,487.0
97857,62,Male,No,One year,Yes,67,137.5,488.0
78066,20,Female,No,Month-to-Month,Yes,62,175.0,463.0
79316,21,Female,No,Month-to-Month,No,60,160.0,431.0
66506,37,Female,No,Month-to-Month,No,68,147.4,486.0
43832,79,Female,No,Month-to-Month,Yes,60,130.0,466.0
38347,29,Male,No,One year,No,58,139.9,475.0
58316,26,Male,No,Two Year,Yes,62,150.0,457.0
47324,52,Male,No,Month-to-Month,Yes,44,152.5,341.0
59927,23,Male,No,One year,No,71,235.2,556.0
12455,39,Female,No,Two Year,Yes,62,140.0,489.0
46307,32,Male,No,Month-to-Month,No,67,155.0,534.0
38610,84,Female,No,One year,Yes,63,187.7,468.0
39870,29,Male,No,Month-to-Month,No,72,129.9,549.0
12019,43,Male,No,Month-to-Month,Yes,69,115.0,532.0
61552,85,Male,No,One year,No,65,165.0,492.0
74427,39,Female,No,Month-to-Month,No,64,140.0,468.0
24941,36,Male,No,One year,Yes,70,245.1,571.0
79406,56,Female,Yes,Month-to-Month,Yes,57,245.2,449.0
80540,18,Female,No,Month-to-Month,Yes,50,177.5,422.0
3452,77,Male,No,Two Year,Yes,62,185.0,457.0
15756,79,Female,No,Month-to-Month,Yes,62,140.0,464.0
13786,33,Male,No,Two Year,No,61,115.0,443.0
11763,56,Female,No,Month-to-Month,Yes,62,215.0,456.0
29059,88,Male,No,Two Year,Yes,57,125.0,394.0
4267,61,Male,No,Month-to-Month,No,70,82.5,487.0
26384,50,Female,No,Month-to-Month,Yes,59,140.0,456.0
32359,57,Female,No,Month-to-Month,No,69,150.0,501.0
67764,43,Male,Yes,Month-to-Month,Yes,48,255.1,388.0
73461,67,Male,No,Month-to-Month,Yes,71,187.6,567.0
68752,53,Male,Yes,Month-to-Month,Yes,63,222.6,481.0
25913,86,Female,No,One year,Yes,54,202.6,436.0
11558,60,Male,No,One year,Yes,41,185.0,319.0
5142,21,Female,No,Two Year,No,61,150.0,468.0
85254,77,Male,No,Month-to-Month,No,54,150.0,406.0
19301,30,Female,No,One year,Yes,62,117.5,450.0
57258,51,Male,No,Month-to-Month,No,67,115.0,479.0
26282,70,Female,No,Month-to-Month,No,68,127.5,514.0
27027,58,Female,No,Two Year,Yes,69,192.5,500.0
27244,30,Male,No,One year,No,48,172.4,360.0
95682,84,Female,No,One year,Yes,48,192.4,354.0
49445,62,Male,Yes,One year,Yes,45,257.7,417.0
40107,35,Female,No,Month-to-Month,Yes,58,170.0,413.0
96134,19,Female,No,Two Year,Yes,70,172.4,511.0
64701,48,Female,No,One year,No,38,195.0,313.0
68875,43,Female,No,Two Year,Yes,67,152.4,525.0
46347,54,Male,No,Month-to-Month,Yes,55,180.0,404.0
16823,60,Male,Yes,Month-to-Month,Yes,66,210.1,535.0
12482,74,Female,No,Month-to-Month,Yes,64,152.4,508.0
97051,73,Male,No,Month-to-Month,Yes,65,172.4,468.0
45849,27,Male,No,One year,No,40,127.5,305.0
2760,79,Male,No,Two Year,Yes,62,152.5,451.0
2346,45,Male,No,One year,Yes,72,130.0,555.0
47941,83,Female,No,One year,No,71,192.5,504.0
27968,30,Female,Yes,Month-to-Month,Yes,65,255.1,536.0
48322,31,Female,No,One year,Yes,51,130.0,412.0
11705,88,Female,No,Month-to-Month,Yes,61,230.0,457.0
22845,70,Male,No,Month-to-Month,Yes,61,115.0,459.0
85934,77,Female,No,Month-to-Month,No,65,192.4,466.0
73481,62,Male,No,Month-to-Month,Yes,67,217.5,500.0
68117,89,Male,No,Month-to-Month,Yes,72,137.5,510.0
56593,40,Male,No,Two Year,No,37,149.9,319.0
67117,88,Male,Yes,Month-to-Month,Yes,47,220.1,350.0
28619,19,Female,No,One year,No,66,205.0,498.0
29582,88,Female,No,Month-to-Month,Yes,57,160.0,400.0
50668,50,Female,No,Month-to-Month,No,45,172.5,360.0
29941,29,Male,No,Month-to-Month,Yes,70,117.5,539.0
62550,63,Male,No,Month-to-Month,Yes,59,140.0,460.0
14810,29,Female,No,Month-to-Month,No,63,145.0,449.0
96155,69,Female,No,Two Year,No,64,185.0,471.0
80205,49,Male,No,Two Year,Yes,47,130.0,385.0
37879,40,Female,Yes,Month-to-Month,No,41,172.5,338.0
57529,54,Male,No,One year,Yes,56,167.5,402.0
28112,33,Female,No,Two Year,No,69,152.5,507.0
35473,80,Male,No,Month-to-Month,No,67,182.5,490.0
43155,70,Male,No,Month-to-Month,No,67,127.5,464.0
78152,34,Male,No,Month-to-Month,Yes,56,140.0,423.0
12769,43,Female,No,Month-to-Month,No,62,175.0,495.0
77429,26,Female,Yes,Month-to-Month,Yes,61,242.6,516.0
66061,26,Female,No,Month-to-Month,No,51,130.0,429.0
37064,19,Male,No,Month-to-Month,Yes,72,175.0,533.0
96818,67,Female,No,Month-to-Month,No,71,155.0,543.0
52765,45,Male,No,One year,Yes,40,202.6,370.0
73149,78,Female,No,One year,Yes,56,107.5,388.0
27278,35,Female,No,Month-to-Month,Yes,68,127.5,484.0
77433,26,Female,No,Month-to-Month,No,48,160.0,391.0
31032,24,Male,No,Month-to-Month,Yes,69,185.0,525.0
2043,72,Female,No,Month-to-Month,No,65,92.5,478.0
49203,87,Female,No,Two Year,Yes,57,159.9,402.0
51350,75,Male,No,Month-to-Month,No,58,132.5,453.0
19034,71,Male,No,Month-to-Month,Yes,70,130.0,533.0
55422,21,Male,No,Month-to-Month,Yes,66,137.5,487.0
53228,31,Male,Yes,Month-to-Month,No,40,267.6,387.0
50070,48,Female,No,Month-to-Month,No,71,92.5,520.0
36041,23,Female,No,Two Year,No,52,137.5,379.0
71631,66,Male,No,One year,No,66,210.1,531.0
78661,29,Female,No,Two Year,No,44,210.0,395.0
29655,39,Male,Yes,Month-to-Month,No,42,275.1,360.0
927,80,Male,No,Two Year,Yes,70,102.5,483.0
14222,74,Female,No,Month-to-Month,Yes,65,225.1,527.0
90048,78,Female,No,Month-to-Month,Yes,61,195.0,478.0
31323,76,Male,Yes,Month-to-Month,No,61,257.7,523.0
31768,18,Male,No,Month-to-Month,Yes,66,195.0,489.0
56670,30,Male,No,Month-to-Month,No,62,105.0,450.0
36740,58,Female,No,One year,Yes,53,140.0,424.0
76071,62,Female,No,One year,No,60,230.1,460.0
26443,52,Male,No,One year,Yes,54,185.0,401.0
13313,30,Female,No,One year,No,65,137.5,459.0
61744,46,Female,No,Month-to-Month,No,53,242.6,455.0
77517,71,Female,No,Month-to-Month,No,61,92.5,454.0
91302,56,Female,No,Month-to-Month,Yes,57,127.4,444.0
13820,73,Female,No,One year,No,70,130.0,526.0
29680,57,Female,No,One year,Yes,53,195.0,394.0
77414,77,Female,No,Two Year,Yes,58,192.5,412.0
29627,82,Female,No,One year,Yes,55,200.1,440.0
83406,27,Female,No,Month-to-Month,Yes,58,160.0,423.0
40330,36,Female,No,Two Year,Yes,68,142.5,546.0
95437,24,Female,No,Month-to-Month,Yes,45,170.0,335.0
16504,56,Female,No,Month-to-Month,Yes,56,150.0,410.0
78549,83,Female,No,Month-to-Month,Yes,47,107.5,357.0
10588,73,Female,No,Two Year,Yes,68,115.0,470.0
29475,59,Female,No,Two Year,No,70,212.6,562.0
47408,39,Male,No,One year,Yes,69,177.7,527.0
63869,87,Female,No,Month-to-Month,Yes,59,115.0,401.0
52639,23,Male,No,Month-to-Month,Yes,58,232.7,461.0
5447,51,Male,No,Month-to-Month,Yes,53,80.0,368.0
13730,77,Female,No,Month-to-Month,Yes,70,150.0,508.0
3227,85,Male,No,One year,No,60,215.2,493.0
90016,43,Female,No,Month-to-Month,Yes,66,125.0,499.0
65037,53,Female,No,Two Year,Yes,55,150.0,401.0
87557,59,Male,No,Two Year,Yes,57,115.0,409.0
15213,69,Male,No,Month-to-Month,Yes,57,115.0,435.0
25405,63,Female,No,One year,Yes,47,162.5,376.0
5602,29,Female,No,Month-to-Month,Yes,55,105.0,402.0
99734,52,Female,No,Two Year,No,66,150.0,505.0
48066,80,Female,No,One year,No,70,137.5,496.0
39746,36,Male,No,Two Year,Yes,40,150.0,325.0
34491,70,Female,No,One year,Yes,55,157.5,379.0
38042,42,Male,No,Month-to-Month,No,56,135.0,400.0
21871,24,Female,Yes,Month-to-Month,Yes,62,212.6,525.0
95919,39,Male,No,Month-to-Month,Yes,70,162.5,564.0
24122,55,Male,No,Month-to-Month,Yes,70,115.0,494.0
7204,69,Male,No,One year,No,53,195.0,392.0
78264,22,Male,No,One year,No,67,277.7,534.0
52543,85,Female,No,One year,Yes,57,182.4,440.0
66713,85,Male,No,Month-to-Month,Yes,47,172.5,357.0
77364,30,Male,No,Month-to-Month,Yes,61,159.9,465.0
27559,78,Male,No,Month-to-Month,Yes,68,135.0,479.0
26681,54,Male,No,Two Year,No,69,132.5,550.0
15672,51,Male,No,Month-to-Month,Yes,66,112.5,481.0
11577,36,Male,No,Month-to-Month,No,50,117.4,397.0
24401,22,Female,No,Two Year,Yes,63,150.0,473.0
91602,32,Male,No,Month-to-Month,No,62,227.5,474.0
98560,40,Female,Yes,Month-to-Month,Yes,45,222.6,394.0
48022,27,Female,No,Month-to-Month,Yes,69,200.1,555.0
2468,29,Male,No,Two Year,Yes,63,172.5,497.0
43953,40,Female,No,Two Year,No,59,135.0,421.0
29122,24,Male,No,Month-to-Month,Yes,65,197.5,499.0
87001,47,Female,No,Two Year,No,67,182.5,480.0
72017,27,Female,No,One year,Yes,58,230.1,456.0
95993,23,Female,No,Month-to-Month,No,63,150.0,462.0
19127,26,Female,No,One year,Yes,68,232.6,513.0
62950,73,Male,No,One year,No,65,202.7,496.0
21532,28,Male,No,Month-to-Month,Yes,48,222.7,390.0
73036,57,Male,Yes,Month-to-Month,Yes,51,275.1,409.0
37365,82,Male,No,Month-to-Month,No,57,115.0,412.0
57024,41,Male,No,Month-to-Month,No,72,172.5,527.0
2809,32,Male,No,Two Year,No,64,105.0,460.0
80128,42,Female,No,Month-to-Month,Yes,49,107.5,380.0
39157,79,Male,No,Month-to-Month,No,48,125.0,369.0
4693,41,Male,Yes,Month-to-Month,Yes,36,242.7,324.0
59339,26,Male,No,Month-to-Month,Yes,67,105.0,516.0
33850,43,Male,No,One year,Yes,62,192.4,463.0
16159,73,Female,No,Month-to-Month,No,62,142.5,479.0
12058,23,Male,No,Month-to-Month,No,67,245.1,537.0
61089,81,Male,No,Month-to-Month,Yes,58,125.0,443.0
63333,42,Male,Yes,Month-to-Month,Yes,59,245.1,510.0
55129,65,Male,No,Month-to-Month,Yes,72,182.4,522.0
76640,68,Female,No,Two Year,No,44,162.5,322.0
48857,64,Female,No,Two Year,Yes,71,242.6,564.0
18709,47,Male,No,One year,Yes,64,172.5,477.0
76523,25,Female,No,Two Year,No,59,95.0,461.0
63056,65,Female,No,Month-to-Month,Yes,71,172.5,543.0
58620,25,Female,No,Month-to-Month,No,56,115.0,403.0
93640,67,Male,No,Two Year,Yes,69,172.5,501.0
782,32,Male,No,One year,No,65,82.5,467.0
47112,74,Male,No,Month-to-Month,Yes,63,157.5,439.0
27249,65,Male,Yes,Month-to-Month,No,65,220.1,521.0
47994,82,Female,No,Month-to-Month,Yes,54,255.1,412.0
11796,48,Male,No,Month-to-Month,No,62,162.5,500.0
57261,54,Male,No,Month-to-Month,No,63,127.5,490.0
53808,24,Female,Yes,Month-to-Month,Yes,49,265.1,400.0
7022,37,Male,No,One year,Yes,69,177.7,521.0
15473,61,Female,No,Month-to-Month,Yes,50,180.0,354.0
17965,33,Female,No,Two Year,Yes,64,277.6,499.0
57571,79,Female,No,Two Year,No,52,92.5,384.0
10996,39,Female,No,Two Year,Yes,68,130.0,521.0
23602,42,Male,No,One year,No,68,195.0,526.0
57223,58,Male,No,Two Year,Yes,67,167.5,530.0
95451,59,Male,No,One year,Yes,54,117.5,396.0
27340,48,Male,No,Month-to-Month,Yes,63,115.0,457.0
78151,31,Female,No,Month-to-Month,Yes,55,182.5,402.0
66210,57,Female,Yes,Month-to-Month,Yes,63,222.6,519.0
16424,75,Male,No,Two Year,Yes,71,220.1,524.0
15463,58,Female,No,Month-to-Month,Yes,47,147.5,329.0
74015,66,Male,No,One year,No,62,137.5,445.0
80108,82,Female,No,Month-to-Month,No,64,125.0,440.0
94086,46,Male,No,Month-to-Month,No,58,155.0,481.0
29921,68,Female,No,Month-to-Month,Yes,69,165.0,552.0
15341,55,Male,No,Month-to-Month,Yes,69,187.6,564.0
22448,47,Female,Yes,Month-to-Month,Yes,58,182.5,443.0
61239,18,Female,No,Two Year,No,42,157.5,322.0
41144,84,Male,No,Two Year,Yes,55,149.9,432.0
44080,86,Male,No,Month-to-Month,No,36,137.5,262.0
40434,32,Male,No,Two Year,Yes,50,147.5,381.0
37713,24,Female,No,Two Year,Yes,42,125.0,300.0
1843,63,Female,No,Month-to-Month,No,61,185.0,482.0
65617,72,Male,Yes,Two Year,No,42,220.2,341.0
55385,20,Female,No,Month-to-Month,Yes,68,175.0,545.0
68854,47,Male,No,Two Year,Yes,67,242.6,520.0
83283,54,Male,No,Month-to-Month,No,67,220.1,504.0
49831,80,Female,No,Month-to-Month,Yes,47,152.5,338.0
27527,67,Male,No,Month-to-Month,No,60,150.0,446.0
12853,72,Female,No,Two Year,Yes,52,162.5,374.0
72636,33,Male,No,Month-to-Month,No,69,140.0,543.0
15923,19,Female,No,One year,Yes,68,155.0,553.0
26679,44,Female,No,Month-to-Month,No,64,162.5,465.0
36502,76,Female,No,Month-to-Month,Yes,62,162.5,484.0
22640,21,Female,No,Month-to-Month,No,66,130.0,486.0
34286,24,Female,No,Two Year,Yes,48,127.4,385.0
39189,85,Male,No,Month-to-Month,Yes,61,159.9,453.0
73109,53,Male,No,Month-to-Month,No,70,192.4,519.0
22151,18,Female,No,Two Year,Yes,59,150.0,439.0
50032,33,Female,No,Month-to-Month,No,50,182.5,372.0
33040,70,Male,No,Month-to-Month,No,65,165.0,509.0
57429,18,Female,No,Month-to-Month,Yes,64,112.5,449.0
43035,53,Female,No,One year,Yes,48,172.4,353.0
72003,83,Male,Yes,Month-to-Month,Yes,62,197.5,489.0
76016,29,Female,No,Month-to-Month,Yes,46,185.0,348.0
66040,76,Male,No,Two Year,No,67,232.7,511.0
61108,86,Male,No,Month-to-Month,No,51,175.1,398.0
1834,33,Female,No,One year,No,62,142.5,490.0
76372,24,Female,No,One year,Yes,72,192.5,520.0
26201,28,Female,No,Two Year,No,60,175.0,500.0
72571,18,Male,No,Two Year,Yes,62,172.5,474.0
92653,73,Female,No,Month-to-Month,Yes,68,220.1,501.0
72824,37,Male,No,Two Year,Yes,49,210.1,421.0
78638,73,Female,No,Two Year,Yes,57,207.5,428.0
54932,75,Female,Yes,Month-to-Month,Yes,66,232.6,531.0
74454,68,Male,Yes,Month-to-Month,Yes,41,225.1,370.0
29910,87,Female,No,Two Year,Yes,50,135.0,350.0
38569,27,Male,No,Two Year,No,52,145.0,387.0
84665,57,Female,No,Two Year,Yes,69,117.5,488.0
39827,52,Male,No,Two Year,Yes,42,142.5,366.0
73727,45,Male,No,Two Year,Yes,52,190.1,444.0
19505,18,Male,No,Month-to-Month,Yes,56,162.5,432.0
80813,22,Male,No,Month-to-Month,Yes,56,152.5,423.0
85234,27,Female,Yes,Month-to-Month,Yes,46,207.5,390.0
12053,69,Male,No,Two Year,No,41,142.5,343.0
39817,71,Female,No,One year,Yes,63,140.0,437.0
85362,34,Male,No,Month-to-Month,Yes,69,137.5,527.0
86323,57,Female,No,Two Year,Yes,57,117.5,432.0
7029,75,Female,No,Two Year,Yes,60,152.4,468.0
27616,79,Female,No,Month-to-Month,Yes,70,242.6,527.0
54763,76,Male,No,One year,No,70,182.5,524.0
50433,66,Male,No,Two Year,No,60,169.9,439.0
56327,38,Female,Yes,Month-to-Month,No,46,162.5,381.0
90502,65,Male,No,Month-to-Month,Yes,67,172.5,484.0
73659,81,Male,No,Month-to-Month,Yes,50,105.0,388.0
35091,36,Male,No,Month-to-Month,Yes,59,162.5,451.0
41534,26,Male,No,Two Year,No,67,179.9,489.0
14769,22,Male,No,Month-to-Month,Yes,62,162.4,502.0
52580,49,Female,No,Month-to-Month,No,72,185.0,561.0
30454,88,Female,No,Two Year,Yes,70,125.0,509.0
50034,52,Male,No,Month-to-Month,No,55,137.5,402.0
65810,40,Male,No,Month-to-Month,Yes,49,102.5,354.0
63746,35,Male,No,Month-to-Month,Yes,67,92.5,505.0
18930,87,Female,No,Month-to-Month,Yes,63,172.5,494.0
15411,49,Female,No,Two Year,No,61,165.0,495.0
46050,83,Female,No,Month-to-Month,No,68,152.4,515.0
32011,40,Male,Yes,Two Year,No,57,235.2,487.0
14521,72,Female,No,One year,Yes,63,159.9,454.0
20701,51,Female,No,Month-to-Month,No,65,215.0,479.0
78393,81,Male,No,Month-to-Month,Yes,55,107.5,435.0
63823,68,Female,No,Two Year,No,65,152.4,503.0
30417,49,Female,No,One year,No,67,115.0,474.0
61563,42,Female,No,One year,Yes,56,222.6,474.0
31773,36,Female,No,One year,No,64,142.5,502.0
66090,82,Male,No,One year,Yes,67,127.4,509.0
61277,24,Female,No,One year,No,68,159.9,527.0
74875,24,Male,No,Month-to-Month,Yes,62,200.1,505.0
33023,53,Female,No,Month-to-Month,Yes,50,162.5,378.0
37715,22,Male,No,Month-to-Month,No,49,160.0,369.0
39525,36,Female,No,Month-to-Month,Yes,58,255.1,498.0
49128,88,Male,No,Two Year,Yes,50,205.0,380.0
35031,69,Male,No,One year,No,54,197.5,453.0
6232,39,Male,No,One year,Yes,40,230.1,337.0
13158,82,Female,No,Two Year,Yes,68,150.0,481.0
87056,39,Male,No,Two Year,No,56,127.4,438.0
26351,88,Male,No,Month-to-Month,No,68,187.5,505.0
37101,64,Female,No,One year,Yes,57,140.0,431.0
67028,30,Female,No,Two Year,Yes,59,112.5,422.0
13796,29,Male,No,One year,No,57,172.4,472.0
61080,64,Female,No,Month-to-Month,Yes,48,157.5,343.0
25245,41,Male,No,Month-to-Month,Yes,58,92.5,416.0
51636,67,Male,No,Month-to-Month,Yes,65,182.5,471.0
40020,89,Male,No,Month-to-Month,No,49,95.0,348.0
95691,52,Male,No,Month-to-Month,Yes,60,112.5,424.0
53951,65,Female,No,Two Year,No,47,257.7,389.0
87117,34,Male,No,Two Year,Yes,64,235.1,533.0
27966,70,Female,No,One year,Yes,58,155.0,455.0
97494,71,Male,No,One year,No,71,152.5,548.0
81045,79,Female,No,Two Year,Yes,64,149.9,498.0
37186,62,Male,Yes,Month-to-Month,No,59,267.7,462.0
12052,69,Female,No,Month-to-Month,Yes,72,205.0,533.0
25911,56,Female,No,Two Year,Yes,67,220.1,501.0
12189,18,Female,No,Month-to-Month,Yes,58,205.0,428.0
68048,62,Female,No,One year,Yes,49,142.5,406.0
66013,79,Female,No,Month-to-Month,No,60,127.5,428.0
27525,66,Female,No,One year,No,55,150.0,404.0
75668,59,Female,No,Month-to-Month,No,57,192.4,421.0
13640,63,Male,No,Month-to-Month,No,68,185.0,505.0
48642,89,Female,No,Two Year,Yes,45,127.5,348.0
1944,77,Female,No,Two Year,Yes,66,200.0,522.0
92069,54,Female,Yes,Month-to-Month,Yes,50,235.2,437.0
43783,44,Female,No,Two Year,Yes,60,105.0,426.0
22567,58,Male,No,Two Year,Yes,57,112.5,399.0
95903,59,Female,No,Month-to-Month,Yes,64,172.5,492.0
78626,65,Female,No,One year,No,60,150.0,434.0
80819,40,Female,No,Two Year,Yes,69,150.0,521.0
75964,62,Female,No,One year,No,61,222.6,501.0
48383,43,Female,No,Month-to-Month,No,57,155.0,453.0
25053,57,Female,Yes,Month-to-Month,No,62,242.6,518.0
73727,33,Female,No,Month-to-Month,Yes,55,170.0,417.0
33186,65,Male,No,Month-to-Month,No,64,137.5,456.0
62530,27,Male,No,Month-to-Month,No,62,149.9,487.0
79022,41,Female,No,Month-to-Month,Yes,68,160.0,481.0
38339,33,Female,No,Two Year,Yes,69,185.0,512.0
79912,57,Male,No,Month-to-Month,Yes,67,127.5,529.0
60119,21,Male,No,One year,Yes,57,255.2,458.0
1301,27,Female,No,Two Year,Yes,64,127.5,486.0
98208,27,Male,No,Two Year,Yes,72,130.0,562.0
73601,84,Male,No,Two Year,No,45,162.5,333.0
56551,57,Male,No,One year,Yes,48,157.5,345.0
45158,58,Male,No,Month-to-Month,Yes,56,105.0,424.0
62618,36,Female,No,Two Year,Yes,67,95.0,520.0
75765,84,Female,No,Month-to-Month,Yes,51,222.7,394.0
41124,35,Female,No,Month-to-Month,Yes,66,182.5,487.0
71753,58,Female,No,Two Year,Yes,60,142.5,483.0
11106,46,Female,No,Two Year,Yes,51,232.6,414.0
83704,89,Female,No,Month-to-Month,No,63,222.6,506.0
18469,88,Female,No,One year,Yes,59,185.0,420.0
16341,38,Male,No,Month-to-Month,No,56,162.5,433.0
83866,37,Female,No,Month-to-Month,No,71,210.2,546.0
26105,27,Female,No,Two Year,Yes,71,277.6,554.0
17349,51,Female,No,One year,No,63,220.1,470.0
57367,48,Female,No,Month-to-Month,No,71,125.0,499.0
95988,79,Female,No,Month-to-Month,No,46,140.0,351.0
56466,49,Male,No,Two Year,Yes,59,235.2,462.0
64153,76,Female,No,One year,Yes,63,182.5,448.0
60151,41,Male,No,Two Year,Yes,68,160.0,532.0
60714,83,Female,No,Month-to-Month,No,68,130.0,514.0
35224,23,Male,No,One year,Yes,61,187.5,503.0
24283,85,Female,No,Month-to-Month,No,62,202.4,446.0
64746,36,Male,No,Month-to-Month,Yes,67,204.9,518.0
45348,41,Male,No,One year,Yes,57,192.5,430.0
95423,71,Male,No,Month-to-Month,Yes,66,210.1,502.0
45107,53,Female,No,One year,No,65,197.5,539.0
62934,82,Male,No,Month-to-Month,Yes,63,152.5,457.0
68774,82,Male,No,Month-to-Month,Yes,69,115.0,477.0
1340,85,Male,No,Two Year,No,62,184.9,485.0
76016,83,Male,No,Month-to-Month,No,44,175.0,332.0
23123,77,Female,No,Month-to-Month,Yes,46,215.0,347.0
87530,69,Female,No,Month-to-Month,Yes,65,192.5,462.0
67583,42,Female,No,One year,No,48,127.5,341.0
68711,29,Female,No,Month-to-Month,No,70,277.6,546.0
45362,49,Male,No,Month-to-Month,No,57,150.0,417.0
39664,57,Male,No,One year,No,52,207.6,397.0
49402,82,Female,No,One year,Yes,70,159.9,531.0
13751,29,Female,No,Two Year,No,66,107.5,482.0
85920,37,Female,No,Two Year,No,50,112.5,351.0
79854,31,Female,No,Two Year,Yes,64,190.1,521.0
60556,27,Male,No,One year,No,71,172.5,543.0
17349,57,Male,No,Month-to-Month,No,72,165.0,520.0
46044,48,Male,No,Month-to-Month,No,54,127.5,428.0
51462,64,Female,No,Month-to-Month,Yes,57,147.4,407.0
61733,77,Female,No,One year,No,62,175.0,452.0
48867,73,Male,No,One year,No,60,92.5,448.0
99661,31,Female,No,Month-to-Month,No,46,137.5,349.0
80642,88,Male,No,Two Year,No,63,172.5,466.0
92338,77,Female,No,Month-to-Month,Yes,55,222.6,414.0
97133,33,Male,No,Two Year,No,51,165.0,429.0
97478,32,Male,Yes,Month-to-Month,No,58,200.1,492.0
57033,72,Male,No,Two Year,No,58,220.1,471.0
85622,65,Male,Yes,Month-to-Month,No,60,202.6,498.0
30062,85,Female,No,Two Year,Yes,70,210.1,515.0
22044,21,Male,Yes,Month-to-Month,No,43,255.2,362.0
27357,64,Male,No,Month-to-Month,Yes,67,225.1,557.0
29432,36,Female,No,Two Year,Yes,67,235.1,548.0
75643,50,Male,No,One year,No,65,172.5,516.0
49656,44,Female,No,Month-to-Month,No,54,137.5,396.0
54405,76,Male,No,Month-to-Month,Yes,45,212.6,390.0
70541,55,Male,No,Two Year,Yes,67,147.5,474.0
48455,49,Female,No,Two Year,No,63,185.0,471.0
47928,88,Male,No,Month-to-Month,No,64,149.9,495.0
11514,26,Male,Yes,Month-to-Month,Yes,55,262.6,439.0
80914,58,Female,No,Two Year,No,66,95.0,494.0
55703,23,Male,No,Month-to-Month,Yes,46,195.0,365.0
21916,83,Female,No,Month-to-Month,Yes,63,112.5,417.0
45690,80,Male,No,Two Year,Yes,56,140.0,409.0
34116,65,Male,No,Month-to-Month,No,67,169.9,480.0
43527,48,Female,No,Month-to-Month,Yes,49,140.0,402.0
99703,21,Female,No,Month-to-Month,Yes,63,252.6,496.0
85302,44,Male,No,Two Year,Yes,72,120.0,556.0
78413,40,Male,No,Two Year,No,49,152.5,404.0
18407,48,Female,No,Month-to-Month,No,67,150.0,483.0
61949,58,Male,No,Month-to-Month,Yes,58,162.5,471.0
91733,78,Male,No,Month-to-Month,Yes,48,140.0,361.0
97137,65,Male,No,Two Year,Yes,62,172.5,461.0
4625,66,Male,No,Two Year,Yes,52,230.1,406.0
33890,88,Male,No,One year,Yes,50,212.6,432.0
12512,45,Male,No,Month-to-Month,No,64,150.0,470.0
30309,55,Female,No,Month-to-Month,Yes,56,137.4,406.0
85712,18,Male,No,Two Year,Yes,52,162.5,394.0
68073,73,Male,No,Month-to-Month,No,51,160.0,367.0
20601,81,Female,No,Two Year,No,57,105.0,405.0
59323,71,Female,No,One year,No,71,202.4,527.0
81507,34,Female,No,Month-to-Month,No,66,115.0,468.0
23025,38,Female,No,Two Year,No,67,105.0,513.0
89427,52,Male,No,Two Year,No,51,192.4,381.0
48326,64,Female,No,Month-to-Month,No,69,127.4,516.0
65744,60,Male,No,Month-to-Month,Yes,64,197.6,494.0
17963,88,Male,No,Month-to-Month,No,68,202.6,543.0
7643,74,Male,No,One year,No,48,207.5,364.0
1080,46,Female,No,Two Year,No,56,182.5,408.0
27821,81,Male,No,Month-to-Month,Yes,57,147.5,441.0
29671,24,Female,No,Two Year,Yes,64,182.4,482.0
64505,41,Male,No,Month-to-Month,Yes,67,172.5,494.0
68972,76,Male,No,One year,Yes,52,140.0,407.0
36401,56,Male,No,Month-to-Month,Yes,64,232.6,528.0
12448,34,Male,No,Month-to-Month,Yes,60,130.0,483.0
49653,19,Female,No,Month-to-Month,No,67,127.5,522.0
47112,33,Female,No,Two Year,Yes,55,162.5,398.0
24945,33,Male,No,Two Year,Yes,50,192.4,380.0
83454,56,Female,No,Month-to-Month,No,49,152.4,401.0
85621,53,Female,No,One year,No,69,160.0,481.0
