,Tenure
2008,7.698157
327,1.407866545
1439,5.682395213
9483,67.74157
7606,70.90494
2000,10.50826
9251,63.11931
9579,64.59012
2163,9.951059
847,1.078815111
6983,36.33047
6241,49.35209
6338,67.33827
5676,68.00844
7342,66.60033
4740,9.986348
5785,61.75654
5199,54.6947
1621,11.30820237
8209,41.93978
6755,65.14451
8458,56.26037
5372,69.86503
2582,22.34478
151,14.53027663
2076,7.978289
373,1.541545443
4801,8.696148
7841,64.98884
5294,66.91884
9227,57.28247
274,2.585228303
8308,67.23058
7568,52.75072
9755,60.48793
2773,12.01983
6596,57.62771
6455,68.78168
6934,65.86739
9329,66.79288
4419,3.318059
4848,4.579843
8698,70.22382
5296,47.77439
3482,15.71625
777,3.189179387
4914,11.40635
1732,19.93726012
6629,71.27703
6566,38.34208
3956,9.312768
804,5.044076415
1048,2.017579009
5038,44.98551
2719,6.472433
296,14.86764776
3038,14.83659
9925,37.8337
3865,1.481935
3180,9.000072
641,4.241019424
6709,58.04416
5284,67.81163
2188,8.907101
8303,65.22821
8758,64.25291
3144,3.876369
7009,48.63475
4246,1.741247
4662,5.188006
8740,51.60705
1511,2.60003549
538,10.6312597
4613,11.72692
3938,2.326316
4900,15.35499
2462,26.15019
3392,3.239188
1343,4.861047755
6208,70.16722
8257,61.4943
7884,51.08011
440,3.364993591
962,8.015401085
1311,2.659423565
5735,42.80596
9863,67.16337
1212,9.38712707
7730,70.43313
8756,63.90796
2233,8.492867
3377,5.624237
4195,23.38469
9439,57.27183
6498,68.61371
3433,15.56801
464,3.179043613
2797,9.887746
9438,54.64972
9568,51.62267
1213,4.005780287
4807,5.067354
2763,13.09427
2100,5.459489
2783,18.94429
4990,15.59169
2536,16.82081
909,6.991642782
5370,53.5973
4384,6.31339
7530,62.11655
5245,69.22588
9879,60.24089
4140,4.984488
5011,66.44552
8999,64.61898
2288,3.908371
4021,10.30326
7349,44.92225
1606,3.700907475
3160,2.312021
1217,6.169035922
5578,59.2505
9882,57.2401
1954,16.56587766
439,10.27782059
919,5.451895614
874,14.89720747
9004,70.86194
2458,15.4459
3550,7.150962
5571,71.79134
4598,7.721518
3754,7.704545
1478,12.42216588
5335,56.82113
70,23.92132231
4715,9.260977
1927,6.136751688
4648,7.276075
6542,69.76806
1275,6.818705821
4544,10.35346
3368,12.82008
575,3.605888824
5096,55.34066
7150,57.95136
6774,71.73682
8273,52.95508
1849,11.59782994
5237,50.09799
6322,67.09561
3562,1.773271
8088,47.94936
5858,69.29855
1922,12.52485764
366,7.663625954
7062,61.079
8038,60.15609
653,28.38835566
1814,9.705809585
3945,25.43212
4426,7.007574
8316,54.59144
8019,58.3401
8823,61.48122
1565,8.245809832
5315,57.78386
5032,71.7083
248,12.00466914
5194,67.24501
546,8.054118994
4523,7.668017
992,11.76491612
8276,39.27289
7027,38.25714
2602,14.01692
5523,62.01898
1363,4.55454522
980,14.02849733
3623,3.857792
1344,9.62893496
1044,14.5875554
83,14.34766616
2833,5.447689
2950,7.513611
5777,68.41013
4671,3.063806
8816,65.27026
9011,46.23456
6203,65.38502
4652,10.13859
6209,65.68601
8884,52.8369
2224,10.37052
8153,63.30112
6783,49.27633
6249,52.40318
9110,55.44991
1004,9.188837964
7041,55.54569
1416,21.13118502
3999,2.366635
5402,67.89759
2540,7.409027
2337,3.399281
5509,57.37827
5424,64.61766
3950,7.022294
4015,2.866331
1369,21.63512984
5713,54.69435
3288,20.45201
173,10.01771765
1883,2.745220008
2669,7.896371
5536,65.41235
5737,50.89715
3159,3.769755
1380,3.883156675
1220,8.886360176
9736,59.60865
7569,70.63238
9710,51.9774
3479,4.529842
307,4.216732972
7977,67.71293
3579,13.33383
2181,6.074592
1976,4.266309981
8511,70.50947
8746,54.09544
2310,12.77209
4166,5.606293
9223,65.67292
7712,59.71984
2213,2.707119
7383,67.96008
2720,3.155929
6617,63.12959
9972,60.00232
4393,21.19498
6940,64.11518
9263,50.97885
8399,62.23314
4287,9.688409
2907,16.25655
8188,43.99275
7214,55.00167
6666,50.63449
1902,2.389328443
8071,50.69374
9309,59.03432
8903,51.59283
1062,9.876537733
7688,54.26571
8855,62.5567
6332,69.27984
2257,1.4946
4957,11.43916
367,5.25445262
55,13.98666226
6505,67.43143
6535,56.7448
8386,59.35209
5124,39.23416
7561,52.59552
1332,9.652842643
5905,48.31617
1268,13.28051861
10,19.26726194
7942,63.07037
1882,2.497790261
7540,56.74758
9560,65.52213
5692,42.67725
9922,71.53609
5291,50.65704
2089,4.791566
4930,2.488097
3793,18.2864
7427,59.28871
4196,16.19111
4865,6.431215
1847,14.26734448
9212,50.48733
8077,70.68617
4009,2.235315
471,14.68600159
8691,70.61755
2784,3.474901
598,14.57312339
9000,69.35043
4804,13.21887
4795,7.041709
2781,14.36866
4369,16.60351
5239,66.08159
187,1.875430489
5809,70.31022
9702,68.32444
1641,14.52416667
2102,12.03582
8571,36.19603
9400,41.17585
2095,30.1778
760,3.293435643
5149,63.24097
9342,70.46581
7106,70.8569
8291,48.59906
9716,62.42366
2312,6.816014
7517,46.77756
7661,67.14449
5362,50.93618
7095,64.21579
6074,50.46332
6556,70.52836
593,3.775528995
4484,1.204999
7580,68.78265
8262,54.97976
7031,51.38208
2946,13.62126
6229,65.33266
9854,67.76854
3005,1.868309
969,8.979360083
7892,63.98562
6541,66.77022
9267,67.00167
8558,48.4017
8793,61.82003
9945,43.93121
1678,6.525380768
1289,3.124488057
1601,7.521160625
6447,49.95803
3131,2.123318
1469,2.934758008
4143,1.887597
9848,57.89422
9828,47.45044
80,9.82814183
905,12.05713486
8451,61.13096
9418,46.94705
7163,66.67798
3028,1.571176
6128,58.6209
4171,5.062073
8099,39.70805
2625,8.03514
7448,67.65143
1793,1.921647847
9424,59.20792
9632,46.43864
9613,62.29043
1040,3.644232332
5432,71.93473
7467,50.80222
6847,65.0113
9458,54.72683
9374,55.63584
3171,9.705314
8357,48.49789
6988,70.82774
245,23.12150846
8714,71.9039
2045,25.17478
7668,71.25643
5923,61.83914
926,4.035770971
627,15.37394197
8267,54.68337
3505,6.023347
3566,19.95038
4048,8.462764
168,12.07358377
523,1.939549257
4092,9.062033
4504,1.554749
3406,7.348696
4360,1.358678
4822,1.331372
7819,65.40232
9959,43.47717
1198,1.723983897
6513,54.26219
4935,15.19674
1211,5.550110436
6063,67.09106
7980,64.94053
3571,9.986555
7795,54.79811
6643,65.09908
1010,3.976063151
226,6.035737465
9224,61.85144
5847,47.83008
9344,54.88836
7865,68.90605
4341,12.12501
4123,6.468187
6865,68.36063
4843,16.57839
7572,57.10624
5091,63.24314
4997,8.330395
7418,64.86671
5766,54.7075
9973,64.61283
6977,67.13199
6297,55.76858
6875,57.5331
8468,62.71436
8989,60.51339
3761,12.80172
2023,3.943222
2697,1.989684
8301,71.92785
182,17.24924155
9564,59.8408
52,5.486534225
7407,57.43857
4951,10.17149
1669,3.810228199
6769,42.34861
2872,6.699323
9098,50.30932
5912,40.13259
2449,13.46686
6271,66.97309
1083,7.292787239
466,17.24908083
1588,5.110208414
9239,69.82047
2517,8.619877
2332,8.970035
5728,58.74129
1966,10.98734966
5385,60.70517
2261,4.066925
6538,69.10177
1495,14.60426293
9412,50.58579
3402,3.545553
4322,13.61148
7609,67.62049
1916,4.385448215
8800,68.68812
6890,68.32356
4286,8.052952
6187,45.50676
7838,65.31873
4553,3.071976
6434,65.62921
1624,11.71117991
617,5.770302149
7621,70.82444
9104,52.04568
4165,4.618962
4596,21.26763
938,15.90065569
338,7.69213424
1964,13.59949293
4826,1.530293
5910,69.83332
3645,18.21715
599,17.28022598
2722,4.448953
8465,71.24754
2838,4.753084
5789,61.62652
4387,21.50913
789,11.75027091
4836,7.579944
3236,5.18336
591,11.41238102
510,10.15330548
2460,8.939477
5655,65.83916
7608,68.14733
7945,48.00544
1154,13.85473212
7455,64.91211
7514,60.37731
2548,9.470798
65,7.916533093
8332,49.59222
5333,67.34157
5822,60.04073
3894,28.2824
7777,47.46129
3924,4.066843
3545,10.78369
672,13.80323806
586,6.951491551
5092,52.76082
5307,56.47713
7103,63.22024
9883,40.93141
7610,57.37651
636,2.684151079
4733,8.031947
1395,3.469955007
188,5.587484456
7525,42.01051
3110,2.320115
4933,11.51972
3807,9.147346
3169,9.910534
1017,9.907505405
5630,60.15898
5927,65.06381
3803,7.481549
5806,67.61943
6238,62.50904
3847,10.42906
6325,53.02286
7368,40.91782
8432,64.91577
2960,10.41798
1584,5.970269701
1943,24.37711744
5998,58.94486
7366,44.60874
9743,44.01106
7020,70.60728
660,5.991017375
1365,5.682066541
457,14.68216127
8463,64.48112
3335,17.4113
3097,19.77218
5591,61.02521
1281,1.225588884
1963,3.27055489
810,8.294910436
6412,64.67817
5152,60.28236
650,20.75499393
1995,5.794641025
890,6.471903209
3439,14.00176
5799,65.87412
7564,66.59912
7533,52.98326
4760,9.630403
8400,59.14986
5686,68.29684
9793,62.25655
5513,55.0447
6446,56.79978
2221,7.94384
7522,43.91775
848,7.161869147
3726,20.87922
4851,5.236648
3911,13.04025
484,1.033067819
781,9.715065141
5009,70.19733
242,2.861423443
3908,11.00328
9463,48.50733
7955,70.33868
1192,12.41932486
3004,3.255652
6376,63.43732
805,13.55218661
6361,60.46139
7765,61.49459
3590,5.63355
9319,51.426
4237,4.098818
3517,2.921217
8487,53.24575
3721,7.735821
9899,71.54108
6944,55.62125
2331,8.133191
3589,2.840185
6288,58.86869
1816,7.179893502
5856,67.29466
6281,70.03292
393,5.988505209
4932,8.91671
581,7.21126107
5203,69.53069
9809,61.47977
8014,40.80483
1205,5.441479864
3920,3.230823
6462,62.43504
3511,6.896176
9665,61.41519
8566,60.55095
3666,5.876252
5594,62.79035
8605,68.52272
7985,46.076
8657,71.84893
2573,7.744129
4498,1.655301
6057,50.48601
8093,60.95525
8180,63.60495
9563,53.94013
6906,38.56823
3856,21.42092
5736,62.15286
6960,39.1518
6021,66.78366
5932,70.16829
6450,48.38433
8030,69.59294
4670,5.833919
5579,66.00861
3140,4.433189
8210,57.692
6333,53.06256
6920,55.18855
6986,50.64337
5183,52.62121
9680,52.20612
8051,65.84526
2047,6.645141
325,5.954024226
5151,52.61686
8950,61.17556
447,10.85041661
5940,56.20194
2668,16.4299
3992,15.91192
8159,64.64639
6555,70.95714
6681,71.91816
4292,19.56071
1512,17.4880629
456,10.5903229
8022,52.66362
3952,3.08219
2565,9.817033
3948,5.733719
7135,54.07728
5473,51.55857
2968,4.367739
9832,60.10972
8727,61.70273
5659,66.22209
4367,11.86797
3916,2.348003
7876,45.10633
5306,49.78137
9985,48.24454
558,8.874920206
7734,61.4665
8216,44.40526
2692,3.628867
1965,7.757685471
5396,66.66268
6244,48.82198
3987,9.820347
9611,70.18387
8086,65.68687
8207,42.32324
5108,53.07379
7219,66.84316
4763,10.89731
4063,19.46465
8072,63.36271
1551,5.836790126
3106,2.290777
2061,13.63369
8089,68.22138
197,5.874064017
4424,1.970645
9393,65.15995
2399,15.07508
3060,17.09722
2931,8.840599
4283,1.52349
93,19.75096265
5969,68.37603
7658,64.1725
9415,70.90623
590,4.985175451
3795,17.05378
4833,15.06895
7416,70.77308
5581,70.73353
4478,2.820837
7423,53.82086
3616,4.415788
8562,62.77262
7692,60.45619
45,10.377366
9247,66.11418
9244,70.48211
9222,68.00557
5734,71.02256
2942,13.19046
9037,38.14529
3141,9.873195
3235,4.14274
8074,66.64396
2063,10.32943
7444,71.20051
5472,67.8576
2621,16.75789
1539,5.156329151
9607,67.11266
4573,8.574964
9124,59.61692
425,7.218752772
7709,64.36371
4853,6.649321
5985,47.50976
2052,2.051657
1466,4.002381804
9035,65.90788
6827,47.42715
5896,56.28159
8909,43.5663
8356,58.4866
4889,1.726822
1985,8.69123648
4679,9.914638
2156,8.66647
9378,39.11075
7567,71.45998
2853,9.546909
819,1.525343103
838,9.073819276
9176,67.35833
4579,3.147832
7414,69.03225
6174,56.37649
1790,6.766267697
8493,61.84543
6480,44.72714
9730,48.38976
839,4.310152224
5524,64.8122
5449,66.47606
9767,50.71914
1405,2.288223389
9347,69.1413
9082,61.27781
5739,64.98806
618,2.981008475
8371,57.4079
4081,11.76752
5329,48.21972
2974,13.8101
9457,68.63549
8652,71.8434
8175,43.18342
164,16.00330155
1136,14.58313517
2754,10.44767
1597,6.605815722
7630,68.526
382,16.8000196
3819,2.110607
9895,65.7154
2893,12.47148
1845,17.31776736
8325,67.02374
6829,43.10629
3646,7.571234
774,9.07068647
8926,53.62789
9592,62.51438
5494,62.90729
3780,4.297488
8469,70.63479
3375,18.11168
4046,7.91447
1548,12.77495667
5635,65.29309
3483,7.833185
5157,64.62378
6334,69.69884
2468,19.12428
6958,42.31348
6173,47.98288
4609,8.824037
571,20.01892414
1630,12.27728241
6232,66.81556
6909,57.53786
8445,67.75127
8957,51.77932
5058,71.66261
9507,48.31275
1324,2.967533379
9536,67.6308
8799,64.48578
639,4.065555679
166,8.4944392
1671,4.304076015
3997,5.018901
3817,2.440105
2452,4.336113
8003,63.25715
1259,5.174032539
9053,64.99061
11,10.52199781
3863,9.373591
3873,9.621889
1831,11.76797971
5602,60.40651
9759,67.66702
5841,60.69462
3273,10.70349
3319,4.026439
8578,66.82313
6019,67.99211
2939,7.129721
6553,50.02343
3605,2.407697
2315,13.15232
4181,4.892174
5135,64.1621
9817,57.58191
9194,55.97317
3937,7.626943
3543,13.08183
4252,9.022068
3709,1.215614
4486,12.75395
2506,8.940085
1558,8.915680176
1620,3.508552886
8615,57.42888
7961,55.16171
7967,71.12765
1842,12.24494477
3730,5.645298
9681,46.24636
3214,9.688639
9358,51.79712
1820,12.92578188
5142,63.47674
7308,61.30659
755,21.1875693
3697,10.35779
9567,49.24329
7242,70.49801
7019,56.02685
9797,45.44227
6546,61.44671
8370,66.2073
6329,68.03514
1852,10.5309984
1266,7.138985437
4417,21.52164
4431,8.454096
7082,52.61618
8059,62.4919
1654,14.5222363
7662,66.97927
1462,8.831489129
7504,61.56209
8044,65.9999
7506,64.39242
8329,53.47075
3252,3.695049
7301,64.9277
3520,13.21355
2303,13.71891
1009,6.524843094
7230,60.75202
8388,62.72855
5072,68.22296
5125,44.0309
3900,11.51439
3897,14.6317
7140,69.29186
4288,22.05456
775,16.97529426
7260,70.32865
638,4.676474348
5842,61.85233
6147,59.97525
4977,6.62916
2896,6.726078
4416,16.27572
7449,46.87676
5470,60.25968
125,7.231032028
7419,65.31996
8779,58.96403
9403,61.68555
6242,63.32675
9572,65.14504
8865,56.76973
4767,2.006646
9211,54.67414
2483,14.44636
7175,64.90704
2555,1.442102
6394,68.10386
1809,8.013365588
4365,7.539374
6265,56.64842
4509,4.343093
4064,2.415421
1777,4.576705489
5823,68.07677
5956,66.32483
8809,48.27562
1736,14.10031907
8723,63.45694
3412,7.556151
7648,64.92325
1992,21.67433467
5414,64.99757
2725,2.972634
548,22.76986341
4062,6.979037
4647,9.74066
9114,48.22395
8256,52.87464
894,10.79186592
5963,70.35146
7681,58.34647
3794,2.002856
5069,70.38153
4681,1.556238
9181,52.79539
9659,70.89101
689,5.78988794
6210,50.24709
1945,1.235589507
1319,7.771315315
6966,60.96581
5026,45.4868
8272,55.15571
6423,50.073
6491,71.30636
5342,52.3499
223,2.581692044
3441,5.358251
4205,4.073125
3408,14.17544
6727,58.01991
9624,59.1861
6114,67.99357
2914,5.006746
3025,1.813125
3909,5.21614
3436,11.64763
1934,15.21980082
5850,53.75074
7566,46.92377
9431,40.8394
5030,42.19555
6113,67.49275
7138,57.96945
6619,52.41439
1074,4.898445616
3883,4.570915
602,5.822867455
9782,68.83881
8684,71.31658
7924,48.79391
1576,2.355538593
7663,65.98685
3659,5.317775
5800,59.66274
631,19.17821675
1607,5.638280421
1458,6.203299256
5000,41.88907
7628,49.85906
9602,58.59926
5195,59.05164
4896,11.12081
377,4.258552081
6551,56.04565
6797,59.6738
5358,61.04844
8238,68.54712
9096,55.77968
7678,64.88531
9684,48.83733
8037,69.22859
328,21.08265979
5525,64.26152
7842,71.74549
5249,53.91548
6803,69.86292
5150,71.36133
9671,54.64758
3574,7.303501
9171,63.85056
3361,9.348659
4842,4.820891
7858,49.86477
3168,22.60375
262,8.959047529
9327,64.01003
6570,46.23103
1638,20.31446952
8966,57.71425
8696,61.8783
862,2.010353461
1766,17.1001258
185,3.521499924
3602,10.56737
741,15.70393958
985,19.02547148
1241,8.000279417
3799,9.573255
3057,15.6265
1522,2.689103558
5775,65.70769
7584,57.90418
4549,5.628186
6652,59.29365
5033,64.01205
1788,2.095488213
9698,44.92195
2088,3.737401
9235,53.80104
2349,5.850283
8336,60.45695
3077,11.15074
695,1.570209934
5188,63.68805
8189,69.25731
6965,68.88402
6343,62.87291
6830,63.62938
9981,61.48957
8708,70.50313
8112,53.89174
7402,62.57813
8813,57.60401
7637,55.55865
734,7.599617029
4389,15.95966
8580,62.59775
3544,10.6052
3079,8.922175
748,3.736763788
2545,2.917886
4444,9.05217
9149,61.67004
4701,12.14985
5903,55.67612
8380,70.01227
3760,3.811111
6637,45.55911
6670,61.80438
4403,8.547698
737,6.051428262
8142,65.61856
8673,39.35678
5311,71.0031
5101,69.46803
7357,49.53164
3050,21.13934
1754,7.860641328
9590,58.53165
9152,71.32593
1494,7.608938235
951,1.59959844
9204,59.20412
3084,5.538303
9880,44.57688
4653,5.464636
2659,7.900866
1007,2.049006759
1950,1.770031252
4737,9.712168
9992,56.47233
6285,45.28275
6823,43.28044
16,15.78214958
8810,69.31577
6499,66.38881
7480,56.08228
4175,13.70911
8192,69.40052
6177,65.9038
2810,4.995373
915,15.42700763
7478,58.12362
8395,63.88028
1316,4.633545041
3243,1.201284
3506,3.986525
1346,7.912612583
4139,17.21579
7034,70.04427
1317,9.22316707
2890,7.881289
8994,36.95505
9205,59.22188
4600,10.35845
1873,2.384942381
8338,66.13718
2721,11.88503
9269,50.89975
8634,70.9092
6922,63.10955
4923,5.337342
533,8.878536605
9010,62.42321
3671,3.911083
5083,70.49957
5137,43.29117
2910,5.585075
7915,58.06953
2512,9.836216
2141,2.432366
3104,1.891666
4170,7.33513
1042,15.1418246
6705,65.60019
1648,4.300271811
2049,13.37596
7336,58.77685
1208,19.9235245
2344,14.76538
7744,68.53085
2919,3.109148
9163,39.62761
7283,55.69275
8792,66.50713
3114,1.304537
560,9.306233406
4448,6.736871
2050,11.5352
491,10.06913982
1505,17.64373477
5731,65.95332
584,14.08939653
3586,5.72421
8626,61.24745
7240,56.68304
6899,69.30597
2935,4.799511
8181,71.023
9679,56.49332
3652,23.75492
6955,43.84471
7885,53.79471
9796,56.40122
3008,5.787415
5182,66.13511
4248,12.48694
1909,25.36784311
3971,5.377803
6099,54.60066
5618,63.30929
6138,58.41511
8817,68.61891
2570,12.50419
8719,46.94667
9896,68.57996
4415,3.985217
9591,50.09713
1863,6.563038653
5996,67.27106
7508,71.20362
6398,47.17599
8575,71.6524
175,12.64742067
4347,11.20643
5243,71.30457
5909,58.09792
7877,62.23238
8441,66.74044
2947,12.73029
1717,6.215774391
7067,65.82346
9525,61.50738
5391,67.94385
8492,71.99418
6402,60.15131
6751,71.89521
5838,50.46018
6014,49.22913
3417,3.944467
2453,5.395611
2378,2.992589
8373,40.96005
4915,5.119045
2859,4.300397
2297,8.079294
7104,66.37863
7077,61.04909
4642,11.61194
671,7.279044337
6457,65.05715
4615,12.04581
6328,55.11933
4229,3.367927
4550,10.5771
4380,1.126364
6685,71.57518
9191,46.66704
8960,70.69188
2208,7.394788
2805,7.874579
8707,57.65949
5161,70.99222
1834,3.787548072
9907,44.54138
154,18.91276578
9923,58.1358
279,6.877942744
1657,6.526670837
1771,7.217041327
7017,60.1246
3018,21.73641
9442,39.27473
713,5.759571228
2557,10.69505
5577,59.86174
4136,5.325642
1065,4.187033385
6786,64.56952
5950,66.17964
6799,64.79346
8789,50.49273
3320,14.65682
8617,57.3396
7022,63.49131
2745,12.22942
6482,70.85122
1509,4.909764597
6132,58.26304
3373,11.59206
6664,56.61898
9556,67.26145
7340,68.29561
4813,29.58658
1813,12.70583343
2499,2.301772
1871,3.997019354
9372,37.23531
2693,4.888977
2107,8.182907
7641,61.77813
6525,55.62195
448,4.85576672
1989,1.722680046
1998,6.093194674
3239,3.1741
8820,62.78883
9443,52.78874
6822,63.99811
3539,9.543016
4858,10.02376
8119,58.08952
3830,4.534691
6218,46.00587
508,1.534192133
1349,6.485770796
4659,4.208515
8929,42.47353
5715,54.78051
5266,68.06938
4409,8.671709
5880,71.80429
4631,19.6447
4825,5.156634
1803,10.25226518
5267,50.90386
750,20.07541432
3125,8.201372
7725,62.98803
1232,18.81607435
9058,41.18372
3809,2.942297
2837,6.79324
5604,68.83272
8745,51.92063
6707,57.51601
4328,4.51753
3681,8.808902
6806,45.12287
216,11.94550648
7513,67.37714
5893,68.89551
2341,9.584536
8622,61.21945
6519,52.83052
2587,11.64744
4558,2.941261
4590,17.38432
2650,2.888303
6914,61.50384
7664,46.58138
5253,67.55257
5512,48.49962
4566,13.72738
8881,65.11343
2776,8.100668
8940,60.42253
401,1.28507969
5308,54.7128
5687,70.30403
7085,59.65149
2286,9.049865
9331,53.99857
5555,71.9076
4831,17.93561
3558,14.74297
3345,20.0119
3381,23.91177
6579,62.03561
2800,5.954975
6898,51.95478
1536,3.866527859
7177,56.87027
1750,6.820250541
6750,71.12356
2276,6.542299
974,1.591333405
2869,5.129029
42,3.924254455
3259,1.611266
4318,14.40375
2809,11.71559
9918,55.56204
3615,13.77358
5400,63.76818
2954,25.11299
368,13.59137366
6791,58.09117
1166,17.39605821
5375,67.77122
7987,62.86179
9240,60.59442
6425,59.74092
6985,61.78097
1209,1.374911824
4137,10.05766
6274,49.21371
5938,68.41303
8913,69.01117
1628,7.00096668
8429,68.03642
4278,24.09793
497,10.77929667
7760,62.17828
6780,49.65691
6860,51.77963
6689,62.78784
907,9.137809439
9662,41.11114
3242,1.625652
8603,71.74385
791,3.087125795
9881,49.27373
9812,59.40963
3191,9.343412
1764,16.64092048
8937,60.74786
6578,65.0017
5344,65.49474
9075,67.88936
7289,66.2968
6269,63.73429
4381,6.91807
3415,2.579229
4133,14.61014
8211,60.78096
6077,42.25776
5224,53.09491
7375,69.05527
4827,5.976743
4493,15.73713
7717,49.26352
6111,56.42112
8629,65.89761
2489,15.92001
2235,18.5303
9898,58.77002
3694,2.240146
9213,51.8548
9609,54.12547
1600,14.87053577
5589,70.49798
9005,67.11209
5784,70.34319
7458,61.46682
5248,65.28829
5024,56.30647
9514,58.66601
7644,67.40315
473,9.086633107
9497,55.81802
4359,9.975367
6231,45.16619
5757,62.04664
1335,22.57289049
1008,22.11524673
4704,12.53901
7900,54.53013
7209,69.62423
7288,61.35337
2873,6.895966
2739,16.15139
1100,2.440923609
5811,44.89823
61,2.344875382
3334,4.461349
7873,62.91776
227,9.004964377
2329,4.527648
8782,55.09485
5952,56.63276
1595,8.659495781
468,20.04140358
765,2.084118551
1398,17.12047934
1794,8.248755691
5313,54.53026
1762,1.051188042
2533,9.24589
5049,70.09214
5564,56.09481
6568,55.72148
7605,66.55543
2427,13.12966
8715,69.35321
1073,16.64037206
3051,4.462414
7979,59.9904
898,4.709035899
6534,50.45458
9601,69.69551
8561,58.47534
1622,18.36209103
9217,59.01705
678,6.999864982
9328,44.73398
6016,50.20686
4418,7.332162
3365,7.869508
1962,9.878308737
7147,69.86009
4482,11.17891
370,18.37317391
2905,13.09678
1193,2.5238884
2867,13.96391
3930,6.247141
4437,3.713732
8055,67.50379
430,13.83290937
809,5.823321565
120,22.37815032
1177,5.597557242
4325,5.560793
1032,11.67460124
2531,14.39213
6584,64.395
9593,70.14018
5632,56.9978
278,5.104873611
2466,16.39747
1483,7.822562679
1269,27.96096319
9416,57.49343
7001,68.63397
1090,5.824620949
2034,7.376158
2811,11.56278
5626,70.56358
2174,9.759887
5077,59.61465
5090,51.31462
4040,3.903228
7853,61.91633
8232,46.2718
142,3.303030246
2707,10.39542
4554,3.246478
486,3.820262172
4585,23.08203
2238,25.26752
1843,11.46566243
6467,47.69242
5926,53.80449
2401,4.323297
5206,69.05548
5929,60.85074
5861,44.99139
8015,50.98888
2038,6.204958
5855,62.39739
1767,2.779431223
3002,5.519258
8743,47.1766
6838,65.52033
5347,59.52291
2828,3.157767
9266,58.08656
1429,16.78883402
147,15.85983755
7981,51.38074
5733,71.00745
1832,13.22141934
1924,10.4843853
1413,4.452382314
9454,50.26004
9633,71.62561
3905,15.88445
2467,11.61284
4473,6.681836
139,11.71637124
2971,1.450219
6991,59.79789
31,3.586184954
5843,57.17893
6945,57.85206
8930,57.68543
5007,70.51996
1360,2.478012402
9495,66.75045
6410,52.38554
9768,69.08879
9774,46.04312
4457,23.78115
8339,65.13745
7752,64.57182
504,5.658327457
3918,9.197686
2629,13.81972
5254,55.81582
2217,12.63822
9533,63.75865
2711,1.736879
6442,50.86377
5667,52.14985
6674,71.29664
4913,4.301967
1988,1.277136149
6572,58.29773
9970,61.51366
221,4.973046104
5534,57.81671
374,12.78453216
4633,5.924783
4026,8.710976
1059,10.81815085
133,9.743201772
7316,49.92224
3339,7.891654
2624,7.8432
2166,1.650984
3281,5.207616
3268,3.062161
7279,69.88786
7319,66.31286
5001,54.04107
8979,65.44503
3308,4.95874
711,11.84987964
8902,39.83368
8969,50.3804
3664,4.561449
4752,11.89052
1940,3.637134041
1757,5.402712746
1030,4.969645421
1605,13.77689046
7224,50.34057
573,8.274610767
1499,13.31283015
7560,62.00464
3461,7.621099
1310,3.685081574
4757,5.192447
6071,57.38041
7432,45.23339
7602,59.05181
3787,3.924965
9362,66.13697
964,18.09905454
3633,1.273256
7035,56.94052
2231,13.85765
9409,69.99165
71,3.7311787
4073,8.761313
4802,21.49074
1640,3.453443904
9469,54.20972
4291,6.602711
5312,52.61696
6554,52.5986
4815,13.34222
6159,55.66796
3774,3.613493
7577,68.47904
8405,50.76631
6936,66.49134
9067,60.3736
2142,4.044068
5233,65.28157
6107,64.54916
8252,48.56433
4333,12.70316
4832,9.389007
3901,13.72584
6476,60.4218
8199,52.11755
6006,69.30257
858,17.28550612
2389,2.061636
4541,4.83427
8874,63.53539
7788,38.01787
246,6.307178205
833,4.607336316
4023,15.49592
564,1.375013189
8842,55.68741
1775,15.18036042
4721,15.75222
7461,57.9625
3195,5.998405
4332,5.111561
8324,61.69408
999,1.819217843
5383,68.14471
5349,52.52919
210,4.525864256
8410,48.04306
814,4.455386749
7660,68.41518
6116,50.36108
669,3.7013893
9160,39.72823
2059,3.465896
8590,45.51779
4012,13.79595
443,7.262579715
3898,14.55
5542,71.08539
930,5.134989649
6828,53.02619
7983,52.95931
1906,6.531735637
410,3.778575882
8677,49.91708
3241,13.02762
5102,61.62341
6640,64.92702
9427,58.91402
1107,7.522520984
9787,60.95606
8796,68.59726
451,3.470685398
633,14.28414317
759,6.248150471
1781,9.46447702
3011,1.799293
6910,46.26476
5420,53.82378
719,6.636312277
4999,5.368306
6537,47.1164
7860,56.5003
4232,8.526865
8449,41.67396
5866,55.3519
8348,42.25122
8425,51.53674
8416,58.34548
3456,3.424062
645,2.768037617
3210,6.976028
1742,7.644184483
5034,64.9788
3451,5.360574
9831,66.2578
6885,44.34553
7439,53.13301
2635,2.827378
8844,62.89177
3445,4.762508
5544,64.16494
2926,4.847252
2060,12.4962
7264,54.23655
7400,63.86407
9794,70.65475
815,9.44860885
7542,49.61348
2147,16.64818
199,2.905283283
8274,57.92383
4782,13.17784
2991,5.526815
6048,68.50196
1162,9.26064585
7742,63.91757
717,13.85187885
161,11.92299244
776,25.77611616
405,3.288124191
26,10.40566091
3651,7.934658
1420,6.086525665
2158,2.830635
2490,4.85088
6206,56.73689
6095,66.94572
5517,57.49209
1322,2.849622074
6950,67.72095
4966,19.34604
516,1.557206083
2514,8.973181
